id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-1287591,2023-01-06,000001,Vente,130000,71,,RUE TESSAN,1391,97490,97411,Saint-Denis,974,,,97411000BH0361,,,118,,,,,,,,,,1,2,Appartement,56,3,,,,,,55.47873,-20.896394
2023-1287592,2023-01-16,000001,Vente,142000,100,,CD 41,0100,97419,97408,La Possession,974,,,97408000AC3639,,,,,,,,,,,,,0,,,,,T,terres,,,296,55.354152,-20.929016
2023-1287593,2023-01-04,000001,Vente,275000,2,,IMP DU MERLE,1366,97430,97422,Le Tampon,974,,,97422000CL0969,,,,,,,,,,,,,0,1,Maison,77,4,S,sols,,,440,55.515811,-21.297266
2023-1287594,2023-01-06,000001,Vente,180000,157,,RUE CHARLES BAUDELAIRE,0462,97440,97409,Saint-André,974,,,97409000AL1829,,,,,,,,,,,,,0,1,Maison,81,4,S,sols,,,266,55.660586,-20.943057
2023-1287595,2023-01-13,000001,Vente,335000,4,B,SAINTE THERESE,B310,97419,97408,La Possession,974,,,97408000AM1003,,,,,,,,,,,,,0,1,Maison,88,4,AB,terrains a bâtir,,,307,55.345296,-20.954741
2023-1287596,2023-01-09,000001,Vente,50000,7,,RUE DES GOYAVES STE CLOTI,0573,97490,97411,Saint-Denis,974,,,97411000BD0558,,,169,19.05,,,,,,,,,1,2,Appartement,20,1,,,,,,55.484329,-20.894308
2023-1287596,2023-01-09,000001,Vente,50000,7,,RUE DES GOYAVES STE CLOTI,0573,97490,97411,Saint-Denis,974,,,97411000BD0558,,,231,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.484329,-20.894308
2023-1287597,2023-01-12,000001,Vente,1120000,5,,ALL DES SERINS,1382,97434,97415,Saint-Paul,974,,,97415000EZ0134,,,,,,,,,,,,,0,1,Maison,159,5,S,sols,,,1108,55.230575,-21.030785
2023-1287597,2023-01-12,000001,Vente,1120000,5,,ALL DES SERINS,1382,97434,97415,Saint-Paul,974,,,97415000EZ0134,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1108,55.230575,-21.030785
2023-1287598,2023-01-06,000001,Vente,124000,1,,CHE DE LA FERME AVICOLE,0194,97419,97408,La Possession,974,,,97408000AC1407,,,87,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.369732,-20.924589
2023-1287598,2023-01-06,000001,Vente,124000,1,,CHE DE LA FERME AVICOLE,0194,97419,97408,La Possession,974,,,97408000AC1407,,,47,67.65,,,,,,,,,1,2,Appartement,67,3,,,,,,55.369732,-20.924589
2023-1287599,2023-01-03,000001,Vente,1406000,27,,AV DE BOURBON,0183,97434,97415,Saint-Paul,974,,,97415000DE0513,,,,,,,,,,,,,0,1,Maison,44,1,S,sols,,,399,55.222484,-21.0649
2023-1287599,2023-01-03,000001,Vente,1406000,27,,AV DE BOURBON,0183,97434,97415,Saint-Paul,974,,,97415000DE0513,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,280,0,S,sols,,,399,55.222484,-21.0649
2023-1287600,2023-01-16,000001,Vente,565500,35,,LOT MAUNIER,A070,97410,97416,Saint-Pierre,974,,,97416000EI0007,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1460,55.480962,-21.339622
2023-1287600,2023-01-16,000001,Vente,565500,35,,LOT MAUNIER,A070,97410,97416,Saint-Pierre,974,,,97416000EI0007,,,,,,,,,,,,,0,1,Maison,54,3,S,sols,,,1460,55.480962,-21.339622
2023-1287601,2023-01-17,000001,Vente,131250,65,,RTE DE BOIS DE NEFLES,0211,97490,97411,Saint-Denis,974,,,97411000AW0055,,,81,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.477493,-20.896558
2023-1287601,2023-01-17,000001,Vente,131250,65,,RTE DE BOIS DE NEFLES,0211,97490,97411,Saint-Denis,974,,,97411000AW0055,,,82,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.477493,-20.896558
2023-1287601,2023-01-17,000001,Vente,131250,65,,RTE DE BOIS DE NEFLES,0211,97490,97411,Saint-Denis,974,,,97411000AW0055,,,36,,,,,,,,,,1,2,Appartement,86,4,,,,,,55.477493,-20.896558
2023-1287602,2023-01-16,000001,Vente,140000,,,PREMIER VILLAGE LES BAS,B230,97431,97406,La Plaine-des-Palmistes,974,,,97406000AD0327,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1054,55.64157,-21.121729
2023-1287603,2023-01-04,000001,Vente,115500,,,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,,,97412000BT0897,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,367,55.617866,-21.375808
2023-1287604,2023-01-03,000001,Vente,238000,39,,CHE DU MATARUM,0240,97413,97424,Cilaos,974,,,97424000AI1790,,,,,,,,,,,,,0,1,Maison,100,4,S,sols,,,444,55.479181,-21.13322
2023-1287605,2023-01-03,000001,Vente,117500,36,B,RUE BOIS DE SOURCE,0233,97418,97422,Le Tampon,974,,,97422000CX0769,,,,,,,,,,,,,0,1,Maison,48,3,S,sols,,,211,55.535947,-21.197196
2023-1287606,2023-01-13,000001,Vente,108000,109,,ALL DES TOPAZES,1397,97400,97411,Saint-Denis,974,,,97411000EM0039,,,20,,,,,,,,,,1,2,Appartement,45,2,,,,,,55.444576,-20.897073
2023-1287606,2023-01-13,000001,Vente,108000,109,,ALL DES TOPAZES,1397,97400,97411,Saint-Denis,974,,,97411000EM0039,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.444576,-20.897073
2023-1287607,2023-01-13,000001,Vente,717120,19,,RUE DU PIGEON RAMIER,2021,97411,97415,Saint-Paul,974,,,97415000AX0944,,,,,,,,,,,,,0,1,Maison,134,5,S,sols,,,407,55.315439,-20.979622
2023-1287607,2023-01-13,000001,Vente,717120,19,,RUE DU PIGEON RAMIER,2021,97411,97415,Saint-Paul,974,,,97415000AX0944,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,407,55.315439,-20.979622
2023-1287608,2023-01-16,000001,Vente,566040,14,,L HERMITAGE LONGUET,B428,97422,97415,Saint-Paul,974,,,97415000EO0359,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,617,55.269165,-21.074131
2023-1287608,2023-01-16,000001,Vente,566040,14,,L HERMITAGE LONGUET,B428,97422,97415,Saint-Paul,974,,,97415000EO0359,,,,,,,,,,,,,0,1,Maison,165,6,S,sols,,,617,55.269165,-21.074131
2023-1287609,2023-01-17,000001,Vente,290000,8,,CHE DE LA CHAPELLE (BERNICA),0318,97435,97415,Saint-Paul,974,,,97415000CP0421,,,52,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.282709,-21.045063
2023-1287609,2023-01-17,000001,Vente,290000,8,,CHE DE LA CHAPELLE (BERNICA),0318,97435,97415,Saint-Paul,974,,,97415000CP0421,,,21,,,,,,,,,,1,2,Appartement,77,4,,,,,,55.282709,-21.045063
2023-1287609,2023-01-17,000001,Vente,290000,8,,CHE DE LA CHAPELLE (BERNICA),0318,97435,97415,Saint-Paul,974,,,97415000CP0421,,,55,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.282709,-21.045063
2023-1287610,2023-01-06,000001,Vente,302300,284,,CHE LAGOURGUE,1000,97440,97409,Saint-André,974,,,97409000AP1807,,,,,,,,,,,,,0,,,,,S,sols,,,266,55.654016,-20.956493
2023-1287611,2023-01-04,000001,Vente,318424,49,,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,,,97412000BT0424,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,60,0,S,sols,,,513,55.619351,-21.376038
2023-1287611,2023-01-04,000001,Vente,318424,49,,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,,,97412000BT0424,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,80,0,S,sols,,,513,55.619351,-21.376038
2023-1287611,2023-01-04,000001,Vente,318424,43,,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,,,97412000BT0510,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,325,55.619048,-21.376043
2023-1287611,2023-01-04,000001,Vente,318424,43,,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,,,97412000BT0510,,,,,,,,,,,,,0,2,Appartement,75,4,S,sols,,,325,55.619048,-21.376043
2023-1287611,2023-01-04,000001,Vente,318424,43,,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,,,97412000BT0510,,,,,,,,,,,,,0,2,Appartement,66,3,S,sols,,,325,55.619048,-21.376043
2023-1287612,2023-01-04,000002,Vente,245576,47,,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,,,97412000BT0425,,,,,,,,,,,,,0,2,Appartement,85,4,S,sols,,,170,55.619245,-21.376052
2023-1287612,2023-01-04,000002,Vente,245576,47,,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,,,97412000BT0425,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,170,55.619245,-21.376052
2023-1287612,2023-01-04,000002,Vente,245576,45,B,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,,,97412000BT0511,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,389,55.619175,-21.376048
2023-1287612,2023-01-04,000002,Vente,245576,45,B,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,,,97412000BT0511,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,58,0,S,sols,,,389,55.619175,-21.376048
2023-1287612,2023-01-04,000002,Vente,245576,45,B,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,,,97412000BT0511,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,42,0,S,sols,,,389,55.619175,-21.376048
2023-1287612,2023-01-04,000002,Vente,245576,45,B,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,,,97412000BT0511,,,,,,,,,,,,,0,2,Appartement,67,3,S,sols,,,389,55.619175,-21.376048
2023-1287613,2023-01-04,000001,Vente,88000,,,PITON DU CHARRIE,B021,97429,97405,Petite-Île,974,,,97405000AD0671,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,414,55.568277,-21.330029
2023-1287614,2023-01-10,000001,Vente,284040,95,C,ALL DES DALHIAS,0371,97421,97414,Saint-Louis,974,,,97414000ET1674,,,,,,,,,,,,,0,2,Appartement,81,3,T,terres,,,323,55.446896,-21.278917
2023-1287614,2023-01-10,000001,Vente,284040,95,C,ALL DES DALHIAS,0371,97421,97414,Saint-Louis,974,,,97414000ET1674,,,,,,,,,,,,,0,3,Dépendance,,0,T,terres,,,323,55.446896,-21.278917
2023-1287614,2023-01-10,000001,Vente,284040,95,C,ALL DES DALHIAS,0371,97421,97414,Saint-Louis,974,,,97414000ET1674,,,,,,,,,,,,,0,3,Dépendance,,0,T,terres,,,323,55.446896,-21.278917
2023-1287615,2023-01-13,000001,Vente,500000,22,,AV DES BENGALIS,0157,97460,97415,Saint-Paul,974,,,97415000EY0328,,,,,,,,,,,,,0,1,Maison,184,4,S,sols,,,857,55.27152,-21.02705
2023-1287615,2023-01-13,000001,Vente,500000,22,,AV DES BENGALIS,0157,97460,97415,Saint-Paul,974,,,97415000EY0328,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,857,55.27152,-21.02705
2023-1287615,2023-01-13,000001,Vente,500000,8,,RUE DES MASCARINS,0993,97460,97415,Saint-Paul,974,,,97415000EY0345,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,SPORT,Terrain de sport,552,55.272103,-21.027748
2023-1287615,2023-01-13,000001,Vente,500000,8,,RUE DES MASCARINS,0993,97460,97415,Saint-Paul,974,,,97415000EY0345,,,,,,,,,,,,,0,,,,,S,sols,,,339,55.272103,-21.027748
2023-1287616,2023-01-10,000001,Vente,671972.5,26,,RUE DE MONTPELLIER,0328,97420,97407,Le Port,974,,,97407000AI1663,,,,,,,,,,,,,0,,,,,S,sols,,,1723,55.294526,-20.9386
2023-1287617,2023-01-12,000001,Vente,245000,113,,RTE DE L EPERON,0553,97435,97415,Saint-Paul,974,,,97415000CT1775,,,50,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.252695,-21.042775
2023-1287617,2023-01-12,000001,Vente,245000,113,,RTE DE L EPERON,0553,97435,97415,Saint-Paul,974,,,97415000CT1775,,,49,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.252695,-21.042775
2023-1287617,2023-01-12,000001,Vente,245000,113,,RTE DE L EPERON,0553,97435,97415,Saint-Paul,974,,,97415000CT1775,,,34,62.87,,,,,,,,,1,2,Appartement,61,3,,,,,,55.252695,-21.042775
2023-1287618,2023-01-05,000001,Vente,484868,3,,IMP CHARLES LONTSI,1386,97410,97416,Saint-Pierre,974,,,97416000EX1199,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,638,55.52755,-21.333273
2023-1287618,2023-01-05,000001,Vente,484868,3,,IMP CHARLES LONTSI,1386,97410,97416,Saint-Pierre,974,,,97416000EX1199,,,,,,,,,,,,,0,1,Maison,124,4,S,sols,,,638,55.52755,-21.333273
2023-1287618,2023-01-05,000001,Vente,484868,9006,,MONT VERT LES BAS,B093,97410,97416,Saint-Pierre,974,,,97416000EX1203,,,,,,,,,,,,,0,,,,,S,sols,,,545,55.527622,-21.333151
2023-1287618,2023-01-05,000001,Vente,484868,9006,,MONT VERT LES BAS,B093,97410,97416,Saint-Pierre,974,,,97416000EX1204,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,199,55.527678,-21.333116
2023-1287618,2023-01-05,000001,Vente,484868,2,,CHE DE L'ARAUCARIA,1571,97410,97416,Saint-Pierre,974,,,97416000EX1205,,,,,,,,,,,,,0,,,,,S,sols,,,199,55.527627,-21.332875
2023-1287618,2023-01-05,000001,Vente,484868,9006,,MONT VERT LES BAS,B093,97410,97416,Saint-Pierre,974,,,97416000EX1806,,,,,,,,,,,,,0,,,,,S,sols,,,122,55.527863,-21.333197
2023-1287619,2023-01-03,000001,Vente,80000,80,,CHE SAINT-ALME,0358,97419,97408,La Possession,974,,,97408000AR0909,,,,,,,,,,,,,0,1,Maison,60,3,S,sols,,,539,55.3275,-20.965588
2023-1287619,2023-01-03,000001,Vente,80000,,,LA RIVIERE,B300,97419,97408,La Possession,974,,,97408000AR0910,,,,,,,,,,,,,0,,,,,S,sols,,,101,55.327359,-20.965652
2023-1287620,2023-01-06,000001,Vente,247000,133,B,RUE DU DOCTEUR CHARRIERE,0660,97430,97422,Le Tampon,974,,,97422000BS0776,,,,,,,,,,,,,0,1,Maison,85,3,S,sols,,,530,55.515916,-21.255677
2023-1287621,2023-01-09,000001,Vente,66000,45,,CHE DES PECHERS,1094,97490,97411,Saint-Denis,974,,,97411000HI0215,,,1115,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.477226,-20.910051
2023-1287621,2023-01-09,000001,Vente,66000,45,,CHE DES PECHERS,1094,97490,97411,Saint-Denis,974,,,97411000HI0215,,,95,,,,,,,,,,1,2,Appartement,22,1,,,,,,55.477226,-20.910051
2023-1287622,2023-01-03,000001,Vente,70000,1,,RUE DE GRECE,0477,97430,97422,Le Tampon,974,,,97422000BW2444,,,117,,148,,58,,,,,,3,3,Dépendance,,0,,,,,,55.508727,-21.274038
2023-1287622,2023-01-03,000001,Vente,70000,1,,RUE DE GRECE,0477,97430,97422,Le Tampon,974,,,97422000BW2444,,,117,,148,,58,,,,,,3,3,Dépendance,,0,,,,,,55.508727,-21.274038
2023-1287622,2023-01-03,000001,Vente,70000,1,,RUE DE GRECE,0477,97430,97422,Le Tampon,974,,,97422000BW2444,,,117,,148,,58,,,,,,3,2,Appartement,25,2,,,,,,55.508727,-21.274038
2023-1287623,2023-01-10,000001,Vente,116000,,,PLAINE DES GREGUES,B068,97480,97412,Saint-Joseph,974,,,97412000AV0403,,,,,,,,,,,,,0,,,,,T,terres,,,1117,55.612079,-21.334776
2023-1287624,2023-01-10,000001,Vente,241300,31,,RUE DE L ETABLE,0222,97429,97405,Petite-Île,974,,,97405000AN0464,,,,,,,,,,,,,0,1,Maison,130,6,S,sols,,,719,55.587024,-21.336761
2023-1287624,2023-01-10,000001,Vente,241300,31,,RUE DE L ETABLE,0222,97429,97405,Petite-Île,974,,,97405000AN0464,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,719,55.587024,-21.336761
2023-1287625,2023-01-17,000001,Vente,312000,8,,RUE DES CLEMENTINES,1593,97410,97416,Saint-Pierre,974,,,97416000HY1215,,,,,,,,,,,,,0,1,Maison,93,4,S,sols,,,403,55.462081,-21.301649
2023-1287625,2023-01-17,000001,Vente,312000,26,Q,RUE DES CLEMENTINES,1593,97410,97416,Saint-Pierre,974,,,97416000HY1225,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,0,S,sols,,,2256,55.461868,-21.30153
2023-1287626,2023-01-16,000001,Vente,598890,180,B,CHE SUMMER N 1 (ST G LES BNS),1404,97434,97415,Saint-Paul,974,,,97415000HL0086,,,,,,,,,,,,,0,1,Maison,91,4,S,sols,,,182,55.227233,-21.045568
2023-1287627,2023-01-19,000001,Vente,48000,5,,RUE DE L ANJOU,0094,97490,97411,Saint-Denis,974,,,97411000HT0061,,,39,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.491002,-20.90187
2023-1287627,2023-01-19,000001,Vente,48000,5,,RUE DE L ANJOU,0094,97490,97411,Saint-Denis,974,,,97411000HT0061,,,82,,,,,,,,,,1,2,Appartement,22,1,,,,,,55.491002,-20.90187
2023-1287628,2023-01-18,000001,Vente,130000,13,,RUE DE LA CLINIQUE,0341,97490,97411,Saint-Denis,974,,,97411000BH0179,,,20,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.479055,-20.900893
2023-1287628,2023-01-18,000001,Vente,130000,13,,RUE DE LA CLINIQUE,0341,97490,97411,Saint-Denis,974,,,97411000BH0179,,,4,,,,,,,,,,1,2,Appartement,55,3,,,,,,55.479055,-20.900893
2023-1287629,2023-01-19,000001,Vente,145000,11,,CHE DU CANAL URBAIN,0331,97441,97420,Sainte-Suzanne,974,,,97420000AD0316,,,75,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.605494,-20.903918
2023-1287629,2023-01-19,000001,Vente,145000,11,,CHE DU CANAL URBAIN,0331,97441,97420,Sainte-Suzanne,974,,,97420000AD0316,,,76,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.605494,-20.903918
