id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2020-1418434,2020-01-10,000002,Vente,450000,5370,,CHE ASSANY,0039,97419,97408,La Possession,974,,,97408000AT1922,,,,,,,,,,,,,0,,,,,T,terres,,,282,55.3391,-20.965499
2020-1418434,2020-01-10,000002,Vente,450000,5370,,CHE ASSANY,0039,97419,97408,La Possession,974,,,97408000AT1923,,,,,,,,,,,,,0,,,,,T,terres,,,269,55.339219,-20.965504
2020-1418434,2020-01-10,000002,Vente,450000,5370,,CHE ASSANY,0039,97419,97408,La Possession,974,,,97408000AT1924,,,,,,,,,,,,,0,,,,,T,terres,,,77,55.339355,-20.965466
2020-1418434,2020-01-10,000002,Vente,450000,5370,,CHE ASSANY,0039,97419,97408,La Possession,974,,,97408000AT1925,,,,,,,,,,,,,0,,,,,T,terres,,,41,55.339318,-20.965643
2020-1418434,2020-01-10,000002,Vente,450000,5370,,CHE ASSANY,0039,97419,97408,La Possession,974,,,97408000AT1926,,,,,,,,,,,,,0,,,,,T,terres,,,350,55.339457,-20.965635
2020-1418434,2020-01-10,000002,Vente,450000,5370,,CHE ASSANY,0039,97419,97408,La Possession,974,,,97408000AT1927,,,,,,,,,,,,,0,,,,,T,terres,,,315,55.339644,-20.96553
2020-1418434,2020-01-10,000002,Vente,450000,5370,,CHE ASSANY,0039,97419,97408,La Possession,974,,,97408000AT1928,,,,,,,,,,,,,0,,,,,T,terres,,,351,55.339621,-20.965618
2020-1418434,2020-01-10,000002,Vente,450000,5370,,CHE ASSANY,0039,97419,97408,La Possession,974,,,97408000AT1929,,,,,,,,,,,,,0,,,,,T,terres,,,313,55.33994,-20.965572
2020-1418434,2020-01-10,000002,Vente,450000,5370,,CHE ASSANY,0039,97419,97408,La Possession,974,,,97408000AT1930,,,,,,,,,,,,,0,,,,,T,terres,,,390,55.339945,-20.965714
2020-1418434,2020-01-10,000002,Vente,450000,5370,,CHE ASSANY,0039,97419,97408,La Possession,974,,,97408000AT1931,,,,,,,,,,,,,0,,,,,T,terres,,,282,55.340258,-20.965594
2020-1418434,2020-01-10,000002,Vente,450000,5370,,CHE ASSANY,0039,97419,97408,La Possession,974,,,97408000AT1932,,,,,,,,,,,,,0,,,,,T,terres,,,253,55.340266,-20.965721
2020-1418434,2020-01-10,000002,Vente,450000,5370,,CHE ASSANY,0039,97419,97408,La Possession,974,,,97408000AT1933,,,,,,,,,,,,,0,,,,,T,terres,,,300,55.340571,-20.965643
2020-1418434,2020-01-10,000002,Vente,450000,5370,,CHE ASSANY,0039,97419,97408,La Possession,974,,,97408000AT1934,,,,,,,,,,,,,0,,,,,T,terres,,,245,55.340492,-20.965746
2020-1418434,2020-01-10,000002,Vente,450000,5370,,CHE ASSANY,0039,97419,97408,La Possession,974,,,97408000AT1935,,,,,,,,,,,,,0,,,,,T,terres,,,188,55.3408,-20.96583
2020-1418434,2020-01-10,000002,Vente,450000,5370,,CHE ASSANY,0039,97419,97408,La Possession,974,,,97408000AT1936,,,,,,,,,,,,,0,,,,,T,terres,,,212,55.341059,-20.965737
2020-1418435,2020-01-15,000001,Vente,62000,53,,CHE DES PECHERS,1094,97490,97411,Saint-Denis,974,,,97411000HH0314,,,35,31.45,,,,,,,,,1,2,Appartement,32,2,,,,,,55.477392,-20.911613
2020-1418435,2020-01-15,000001,Vente,62000,53,,CHE DES PECHERS,1094,97490,97411,Saint-Denis,974,,,97411000HH0314,,,71,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.477392,-20.911613
2020-1418436,2020-01-13,000001,Vente en l'état futur d'achèvement,116000,,,RUE DE LA CLINIQUE,0341,97490,97411,Saint-Denis,974,,,97411000BH0929,,,39,,,,,,,,,,1,2,Appartement,26,1,,,,,,55.479396,-20.900342
2020-1418437,2020-01-17,000001,Vente,35000,41,,RTE CD 60 CHAUDRON A MOUFIA,0299,97490,97411,Saint-Denis,974,,,97411000HV0135,,,297,19.96,,,,,,,,,1,2,Appartement,19,1,,,,,,55.492201,-20.899512
2020-1418438,2020-01-17,000001,Vente,50500,5,,RUE DU MAINE,0806,97490,97411,Saint-Denis,974,,,97411000HT0039,,,21,29.7,,,,,,,,,1,2,Appartement,29,1,,,,,,55.491286,-20.903247
2020-1418438,2020-01-17,000001,Vente,50500,5,,RUE DU MAINE,0806,97490,97411,Saint-Denis,974,,,97411000HT0039,,,119,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.491286,-20.903247
2020-1418439,2020-01-17,000001,Vente,124000,71,,RUE TESSAN,1391,97490,97411,Saint-Denis,974,,,97411000BH0361,,,18,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.47873,-20.896394
2020-1418439,2020-01-17,000001,Vente,124000,71,,RUE TESSAN,1391,97490,97411,Saint-Denis,974,,,97411000BH0361,,,79,58.65,,,,,,,,,1,2,Appartement,59,3,,,,,,55.47873,-20.896394
2020-1418440,2020-01-08,000001,Vente,682500,21,,IMP DES GRANDS BOIS,1875,97435,97415,Saint-Paul,974,,,97415000CT1877,,,,,,,,,,,,,0,1,Maison,143,5,S,sols,,,510,55.261442,-21.048701
2020-1418441,2020-01-08,000002,Vente,327800,,,BEAUVALLON,B050,97470,97410,Saint-Benoît,974,,,97410000AB1173,,,,,,,,,,,,,0,,,,,T,terres,,,3172,55.699048,-21.011885
2020-1418442,2020-01-20,000001,Vente,108000,2,,RUE DES AMARANTES,0052,97490,97411,Saint-Denis,974,,,97411000AW0898,,,28,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.474747,-20.893122
2020-1418442,2020-01-20,000001,Vente,108000,2,,RUE DES AMARANTES,0052,97490,97411,Saint-Denis,974,,,97411000AW0898,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.474747,-20.893122
2020-1418442,2020-01-20,000001,Vente,108000,6,,RUE DES AMARANTES,0052,97490,97411,Saint-Denis,974,,,97411000AW0898,,,14,64.72,,,,,,,,,1,2,Appartement,65,3,,,,,,55.474747,-20.893122
2020-1418443,2020-01-08,000001,Vente,325000,36,,RUE PHILIBERT,1110,97400,97411,Saint-Denis,974,,,97411000AL0164,,,,,,,,,,,,,0,1,Maison,38,3,S,sols,,,357,55.447157,-20.887331
2020-1418444,2020-01-22,000001,Vente,79000,25,,BD DE LA PROVIDENCE,1160,97400,97411,Saint-Denis,974,,,97411000DL0616,,,71,40.7,,,,,,,,,1,2,Appartement,41,1,,,,,,55.456121,-20.892859
2020-1418444,2020-01-22,000001,Vente,79000,25,,BD DE LA PROVIDENCE,1160,97400,97411,Saint-Denis,974,,,97411000DL0616,,,8,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.456121,-20.892859
2020-1418445,2020-01-03,000001,Vente,583010,2,,ALL DES CORNALINES,0402,97400,97411,Saint-Denis,974,,,97411000DI0294,,,,,,,,,,,,,0,1,Maison,142,5,S,sols,,,510,55.448357,-20.898798
2020-1418446,2020-01-07,000001,Vente,290000,7,,RUE DES CYPRIS,0373,97434,97415,Saint-Paul,974,,,97415000EW1327,,,99,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.241839,-21.092118
2020-1418446,2020-01-07,000001,Vente,290000,7,,RUE DES CYPRIS,0373,97434,97415,Saint-Paul,974,,,97415000EW1327,,,8,,,,,,,,,,1,2,Appartement,65,3,,,,,,55.241839,-21.092118
2020-1418446,2020-01-07,000001,Vente,290000,7,,RUE DES CYPRIS,0373,97434,97415,Saint-Paul,974,,,97415000EW1327,,,192,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.241839,-21.092118
2020-1418446,2020-01-07,000001,Vente,290000,7,,RUE DES CYPRIS,0373,97434,97415,Saint-Paul,974,,,97415000EW1327,,,165,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.241839,-21.092118
2020-1418447,2020-01-10,000001,Vente,52000,26,,RUE DE L ABATTOIR,0010,97400,97411,Saint-Denis,974,,,97411000AC0204,,,215,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.443835,-20.878704
2020-1418447,2020-01-10,000001,Vente,52000,26,,RUE DE L ABATTOIR,0010,97400,97411,Saint-Denis,974,,,97411000AC0204,,,4,21.83,,,,,,,,,1,2,Appartement,22,1,,,,,,55.443835,-20.878704
2020-1418448,2020-01-08,000001,Vente,83000,,,N 2 RIVIERE DES ROCHES,0442,97412,97402,Bras-Panon,974,,,97402000AK1583,,,43,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.692708,-21.002425
2020-1418448,2020-01-08,000001,Vente,83000,5020,,N 2 RIVIERE DES ROCHES,0442,97412,97402,Bras-Panon,974,,,97402000AK1583,,,9,67.82,,,,,,,,,1,2,Appartement,64,4,,,,,,55.692708,-21.002425
2020-1418448,2020-01-08,000001,Vente,83000,,,N 2 RIVIERE DES ROCHES,0442,97412,97402,Bras-Panon,974,,,97402000AK1583,,,42,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.692708,-21.002425
2020-1418449,2020-01-07,000001,Vente,880000,29,,RUE DES NAUTILES,1029,97434,97415,Saint-Paul,974,,,97415000HK0029,,,5,,,,,,,,,,1,1,Maison,161,4,,,,,,55.249969,-21.10672
2020-1418449,2020-01-07,000001,Vente,880000,29,,RUE DES NAUTILES,1029,97434,97415,Saint-Paul,974,,,97415000HK0029,,,24,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.249969,-21.10672
2020-1418449,2020-01-07,000001,Vente,880000,29,,RUE DES NAUTILES,1029,97434,97415,Saint-Paul,974,,,97415000HK0029,,,9,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.249969,-21.10672
2020-1418449,2020-01-07,000001,Vente,880000,29,,RUE DES NAUTILES,1029,97434,97415,Saint-Paul,974,,,97415000HK0029,,,8,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.249969,-21.10672
2020-1418449,2020-01-07,000001,Vente,880000,29,,RUE DES NAUTILES,1029,97434,97415,Saint-Paul,974,,,97415000HK0029,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.249969,-21.10672
2020-1418449,2020-01-07,000001,Vente,880000,29,,RUE DES NAUTILES,1029,97434,97415,Saint-Paul,974,,,97415000HK0029,,,10,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.249969,-21.10672
2020-1418450,2020-01-07,000001,Vente,163300,9,,RUE OMEGA,1854,97460,97415,Saint-Paul,974,,,97415000BI0490,,,60,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.284205,-20.983935
2020-1418450,2020-01-07,000001,Vente,163300,9,,RUE OMEGA,1854,97460,97415,Saint-Paul,974,,,97415000BI0490,,,59,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.284205,-20.983935
2020-1418450,2020-01-07,000001,Vente,163300,9,,RUE OMEGA,1854,97460,97415,Saint-Paul,974,,,97415000BI0490,,,3,,,,,,,,,,1,2,Appartement,67,3,,,,,,55.284205,-20.983935
2020-1418451,2020-01-02,000001,Vente,148540,30,,IMP DU CALVAIRE,0252,97434,97415,Saint-Paul,974,,,97415000CZ0933,,,64,37.08,,,,,,,,,1,2,Appartement,39,2,,,,,,55.22308,-21.050096
2020-1418451,2020-01-02,000001,Vente,148540,30,,IMP DU CALVAIRE,0252,97434,97415,Saint-Paul,974,,,97415000CZ0933,,,117,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.22308,-21.050096
2020-1418452,2020-01-03,000001,Vente,190000,25,,LOT LES SALINES,A586,97434,97415,Saint-Paul,974,,,97415000HK0167,,,15,37.4,,,,,,,,,1,1,Maison,36,3,,,,,,55.251116,-21.10547
2020-1418452,2020-01-03,000001,Vente,190000,,,LOT LES SALINES,A586,97434,97415,Saint-Paul,974,,,97415000HK0167,,,65,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.251116,-21.10547
2020-1418453,2020-01-08,000001,Vente,67000,38,,AV GEORGES BRASSENS - MOUFIA,0648,97490,97411,Saint-Denis,974,,,97411000BH0764,,,102,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.480525,-20.901025
2020-1418453,2020-01-08,000001,Vente,67000,38,,AV GEORGES BRASSENS - MOUFIA,0648,97490,97411,Saint-Denis,974,,,97411000BH0764,,,26,,,,,,,,,,1,2,Appartement,35,2,,,,,,55.480525,-20.901025
2020-1418454,2020-01-08,000001,Vente,575000,54,,ALL DES CITRINES,0332,97400,97411,Saint-Denis,974,,,97411000EN0121,,,,,,,,,,,,,0,1,Maison,163,7,S,sols,,,810,55.44821,-20.902716
2020-1418455,2020-01-23,000001,Vente,35000,16,,ALL DES PRIMEVERES,1153,97490,97411,Saint-Denis,974,,,97411000HR0033,,,107,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.487724,-20.910966
2020-1418455,2020-01-23,000001,Vente,35000,16,,ALL DES PRIMEVERES,1153,97490,97411,Saint-Denis,974,,,97411000HR0033,,,43,23.67,,,,,,,,,1,2,Appartement,24,1,,,,,,55.487724,-20.910966
2020-1418456,2020-01-03,000001,Vente,196324.62,1,,RUE DES JADES,1845,97434,97415,Saint-Paul,974,,,97415000EW1341,,,54,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.240868,-21.09145
2020-1418456,2020-01-03,000001,Vente,196324.62,1,,RUE DES JADES,1845,97434,97415,Saint-Paul,974,,,97415000EW1341,,,51,,,,,,,,,,1,2,Appartement,42,2,,,,,,55.240868,-21.09145
2020-1418457,2020-01-23,000001,Vente,75000,17,,RTE LA RIVIERE DES PLUIES,1187,97490,97411,Saint-Denis,974,,,97411000BN0415,,,79,41.95,,,,,,,,,1,2,Appartement,40,2,,,,,,55.501065,-20.900533
2020-1418457,2020-01-23,000001,Vente,75000,17,,RTE LA RIVIERE DES PLUIES,1187,97490,97411,Saint-Denis,974,,,97411000BN0415,,,214,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.501065,-20.900533
2020-1418458,2020-01-10,000001,Vente,100000,18,,CHE LEONEL BOYER,0227,97490,97411,Saint-Denis,974,,,97411000HO0331,,,20,,,,,,,,,,1,2,Appartement,48,2,,,,,,55.482614,-20.918595
2020-1418458,2020-01-10,000001,Vente,100000,18,,CHE LEONEL BOYER,0227,97490,97411,Saint-Denis,974,,,97411000HO0331,,,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.482614,-20.918595
2020-1418459,2020-01-20,000002,Vente,25000,184,,RUE JOSEPH HUBERT,1761,97435,97415,Saint-Paul,974,,,97415000DM1485,,,,,,,,,,,,,0,,,,,S,sols,,,127,55.265835,-21.058534
2020-1418460,2020-01-20,000003,Vente,355000,182,,RUE JOSEPH HUBERT,1761,97435,97415,Saint-Paul,974,,,97415000DM0937,,,,,,,,,,,,,0,1,Maison,114,3,S,sols,,,436,55.265848,-21.058436
2020-1418461,2020-01-15,000002,Vente,1700,451,,RUE DE LA REPUBLIQUE,0430,97431,97406,La Plaine-des-Palmistes,974,,,97406000AL0613,,,,,,,,,,,,,0,,,,,S,sols,,,17,,
2020-1418462,2020-01-13,000001,Vente,42500,11,,CHE DU CANAL URBAIN,0331,97441,97420,Sainte-Suzanne,974,,,97420000AD0316,,,97,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.605494,-20.903918
2020-1418462,2020-01-13,000001,Vente,42500,11,,CHE DU CANAL URBAIN,0331,97441,97420,Sainte-Suzanne,974,,,97420000AD0316,,,1,34.28,,,,,,,,,1,2,Appartement,37,2,,,,,,55.605494,-20.903918
2020-1418463,2020-01-09,000001,Vente,235000,24,,RUE MGR DE BEAUMONT,0920,97400,97411,Saint-Denis,974,,,97411000AM0347,,,50,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.456108,-20.883626
2020-1418463,2020-01-09,000001,Vente,235000,24,,RUE MGR DE BEAUMONT,0920,97400,97411,Saint-Denis,974,,,97411000AM0347,,,10,100.04,36,,,,,,,,2,2,Appartement,74,3,,,,,,55.456108,-20.883626
2020-1418464,2020-01-15,000001,Vente,1,57,B,RUE DES EUCALYPTUS,0190,97431,97406,La Plaine-des-Palmistes,974,,,97406000AI0595,,,,,,,,,,,,,0,1,Maison,65,4,S,sols,,,447,55.631449,-21.140509
2020-1418465,2020-01-07,000001,Vente,796000,20,,RUE MIRAMIEL (ST G LES BAINS),1077,97434,97415,Saint-Paul,974,,,97415000CX0656,,,,,,,,,,,,,0,1,Maison,148,6,S,sols,,,653,55.225774,-21.032122
2020-1418465,2020-01-07,000001,Vente,796000,6251,,RTE NATIONALE,1027,97460,97415,Saint-Paul,974,,,97415000CX0664,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,168,55.22581,-21.031452
2020-1418465,2020-01-07,000001,Vente,796000,6251,,RTE NATIONALE,1027,97460,97415,Saint-Paul,974,,,97415000CX0801,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,220,55.226291,-21.032321
2020-1418465,2020-01-07,000001,Vente,796000,6251,,RTE NATIONALE,1027,97460,97415,Saint-Paul,974,,,97415000CX0802,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,2325,55.226266,-21.032306
2020-1418466,2020-01-17,000001,Vente,980000,17,,LIBERIA LES HAUTS,B051,97412,97402,Bras-Panon,974,,,97402000AL0066,,,,,,,,,,,,,0,1,Maison,120,4,L,landes,,,5700,55.659476,-21.008015
2020-1418466,2020-01-17,000001,Vente,980000,17,,LIBERIA LES HAUTS,B051,97412,97402,Bras-Panon,974,,,97402000AL0066,,,,,,,,,,,,,0,1,Maison,120,4,T,terres,,,21240,55.659476,-21.008015
2020-1418466,2020-01-17,000001,Vente,980000,17,,LIBERIA LES HAUTS,B051,97412,97402,Bras-Panon,974,,,97402000AL0066,,,,,,,,,,,,,0,1,Maison,120,4,L,landes,,,5380,55.659476,-21.008015
2020-1418466,2020-01-17,000001,Vente,980000,17,,LIBERIA LES HAUTS,B051,97412,97402,Bras-Panon,974,,,97402000AL0066,,,,,,,,,,,,,0,1,Maison,120,4,T,terres,,,7000,55.659476,-21.008015
2020-1418466,2020-01-17,000001,Vente,980000,17,,LIBERIA LES HAUTS,B051,97412,97402,Bras-Panon,974,,,97402000AL0066,,,,,,,,,,,,,0,1,Maison,120,4,T,terres,,,21240,55.659476,-21.008015
2020-1418466,2020-01-17,000001,Vente,980000,,,LIBERIA LES HAUTS,B051,97412,97402,Bras-Panon,974,,,97402000AL0074,,,,,,,,,,,,,0,,,,,L,landes,,,7382,55.657419,-21.008522
2020-1418466,2020-01-17,000001,Vente,980000,,,LIBERIA LES HAUTS,B051,97412,97402,Bras-Panon,974,,,97402000AL0074,,,,,,,,,,,,,0,,,,,T,terres,,,7757,55.657419,-21.008522
2020-1418466,2020-01-17,000001,Vente,980000,,,LIBERIA LES HAUTS,B051,97412,97402,Bras-Panon,974,,,97402000AL0074,,,,,,,,,,,,,0,,,,,T,terres,,,6381,55.657419,-21.008522
2020-1418466,2020-01-17,000001,Vente,980000,,,LIBERIA LES HAUTS,B051,97412,97402,Bras-Panon,974,,,97402000AL0074,,,,,,,,,,,,,0,,,,,L,landes,,,1125,55.657419,-21.008522
2020-1418467,2020-01-24,000001,Vente,580000,18,,RTE NATIONALE,1027,97460,97415,Saint-Paul,974,,,97415000EZ0011,,,,,,,,,,,,,0,,,,,S,sols,,,777,55.228575,-21.026678
2020-1418468,2020-01-09,000001,Vente,122000,9,,AV DES COCOTIERS,0335,97400,97411,Saint-Denis,974,,,97411000DM0110,,,3,120.94,,,,,,,,,1,4,Local industriel. commercial ou assimilé,40,0,,,,,,55.46216,-20.893416
2020-1418469,2020-01-08,000001,Vente,74000,134,,RUE DE CAMBUSTON,0390,97440,97409,Saint-André,974,,,97409000AE0571,,,298,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.642868,-20.932604
2020-1418469,2020-01-08,000001,Vente,74000,,,RUE DE CAMBUSTON,0390,97440,97409,Saint-André,974,,,97409000AE0571,,,114,57.9,,,,,,,,,1,2,Appartement,58,3,,,,,,55.642868,-20.932604
2020-1418469,2020-01-08,000001,Vente,74000,134,,RUE DE CAMBUSTON,0390,97440,97409,Saint-André,974,,,97409000AE0571,,,402,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.642868,-20.932604
2020-1418470,2020-01-17,000001,Vente,101250,,,BOURBIER LES HAUTS,B090,97470,97410,Saint-Benoît,974,,,97410000AH0965,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,405,55.690192,-21.028388
2020-1418471,2020-01-08,000001,Vente,74000,134,,RUE DE CAMBUSTON,0390,97440,97409,Saint-André,974,,,97409000AE0571,,,368,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.642868,-20.932604
2020-1418471,2020-01-08,000001,Vente,74000,134,,RUE DE CAMBUSTON,0390,97440,97409,Saint-André,974,,,97409000AE0571,,,274,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.642868,-20.932604
2020-1418471,2020-01-08,000001,Vente,74000,140,,RUE DE CAMBUSTON,0390,97440,97409,Saint-André,974,,,97409000AE0571,,,51,58.98,,,,,,,,,1,2,Appartement,58,3,,,,,,55.642868,-20.932604
2020-1418472,2020-01-17,000001,Vente,145000,27,,BD DU MAHATMA GANDHI,1476,97490,97411,Saint-Denis,974,,,97411000HM0161,,,37,80.45,,,,,,,,,1,2,Appartement,63,3,,,,,,55.483617,-20.908178
2020-1418472,2020-01-17,000001,Vente,145000,27,,BD DU MAHATMA GANDHI,1476,97490,97411,Saint-Denis,974,,,97411000HM0161,,,123,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.483617,-20.908178
2020-1418473,2020-01-21,000001,Vente,270500,73,A,CHE DES NIAOULIS,0547,97400,97411,Saint-Denis,974,,,97411000CR0579,,,,,,,,,,,,,0,1,Maison,111,5,S,sols,,,531,55.460522,-20.923515
2020-1418474,2020-01-15,000001,Vente,252020,15,,RUE JEAN TRESARRICQ,0777,97441,97420,Sainte-Suzanne,974,,,97420000BC1495,,,,,,,,,,,,,0,,,,,S,sols,,,34,55.642326,-20.936025
2020-1418474,2020-01-15,000001,Vente,252020,15,,RUE JEAN TRESARRICQ,0777,97441,97420,Sainte-Suzanne,974,,,97420000BC1520,,,,,,,,,,,,,0,1,Maison,87,4,S,sols,,,276,55.642382,-20.936043
2020-1418475,2020-01-21,000001,Vente,41500,8,,RUE EDITH PIAF,0309,97438,97418,Sainte-Marie,974,,,97418000BM0260,,,42,,,,,,,,,,1,3,Dépendance,,0,,,,,,55.555542,-20.899766
