id_mutation.string(),date_mutation.date(2006-01-02),nature_mutation.string(),valeur_fonciere.double(),adresse_numero.int32(),adresse_nom_voie.string(),adresse_code_voie.string(),code_postal.int32(),code_commune.int32(),nom_commune.string(),code_departement.int32(),nombre_lots.int64(),type_local.string(),surface_reelle_bati.double(),nombre_pieces_principales.int32(),longitude.double(),latitude.double()
2019-1494213,2019-01-09,Vente,119000.0,22,RUE MARIE ESPARON,0519,97438,97418,Sainte-Marie,974,0,Maison,84.0,3,55.531028,-20.921241
2019-1494214,2019-01-09,Vente,331190.0,8,RUE DU MOULIN A VENT,0980,97400,97411,Saint-Denis,974,1,Appartement,98.0,4,55.451254,-20.87447
2019-1494215,2019-01-04,Vente,280000.0,8,LOT LES TERRASSES SUR LE PORT,A152,97419,97408,La Possession,974,0,Maison,95.0,4,55.345014,-20.964572
2019-1494216,2019-01-17,Vente,38000.0,75,CHE DE LA SOURCE        MOUFIA,1355,97490,97411,Saint-Denis,974,1,Appartement,28.0,1,55.485744,-20.91669
2019-1494218,2019-01-21,Vente,45000.0,193,AV MARCEL HOARAU,0847,97490,97411,Saint-Denis,974,1,Appartement,38.0,2,55.484524,-20.91284
2019-1494219,2019-01-18,Vente,190000.0,4,RUE DES GIROFLIERS,0213,97412,97402,Bras-Panon,974,0,Maison,75.0,5,55.685351,-21.004081
2019-1494220,2019-01-18,Vente,44000.0,4,ROC DE L OASIS,1194,97400,97411,Saint-Denis,974,1,Appartement,26.0,1,55.467189,-20.898318
2019-1494221,2019-01-17,Vente,123000.0,18,ALL DES CORINDONS,0366,97400,97411,Saint-Denis,974,1,Appartement,60.0,3,55.444988,-20.902814
2019-1494222,2019-01-22,Vente,162000.0,35,CHE DES PAPAYES,1059,97490,97411,Saint-Denis,974,2,Appartement,88.0,5,55.476702,-20.918871
2019-1494223,2019-01-23,Vente,110000.0,21,RUE DE LA DIGUE,0428,97400,97411,Saint-Denis,974,1,Appartement,44.0,2,55.444058,-20.887574
2019-1494224,2019-01-23,Vente,79000.0,55,CHE COMMINS,0359,97417,97411,Saint-Denis,974,1,Appartement,35.0,2,55.407749,-20.890099
2019-1494225,2019-01-23,Vente,208000.0,3,RUE FLEUR DE JADE,0451,97438,97418,Sainte-Marie,974,1,Appartement,96.0,4,55.529786,-20.917632
2019-1494226,2019-01-23,Vente,349000.0,1,IMP DES CYCAS,0375,97434,97415,Saint-Paul,974,1,Maison,69.0,3,55.239574,-21.090997
2019-1494227,2019-01-03,Vente,42000.0,15,SEN DU RUISSEAU,1229,97490,97411,Saint-Denis,974,1,Appartement,23.0,1,55.477813,-20.900928
2019-1494228,2019-01-05,Vente,83000.0,3,RUE EUGENE  DESCAMPS,0457,97490,97411,Saint-Denis,974,1,Appartement,44.0,2,55.480957,-20.901135
2019-1494229,2019-01-03,Vente,512197.0,1,RLE MACEDOINE,0804,97400,97411,Saint-Denis,974,0,Maison,130.0,5,55.455994,-20.887773
2019-1494230,2019-01-24,Vente,66000.0,781,AV DE BOURBON,0310,97440,97409,Saint-André,974,1,Appartement,74.0,4,55.648524,-20.967651
2019-1494231,2019-01-24,Vente,32000.0,10,RUE YVES MONTAND,0178,97438,97418,Sainte-Marie,974,1,Appartement,22.0,1,55.555574,-20.898453
2019-1494232,2019-01-03,Vente en l'état futur d'achèvement,178400.0,63,RUE DE LA CAVERNE  (ST PAUL),0280,97460,97415,Saint-Paul,974,1,Appartement,42.0,2,55.267789,-21.013076
2019-1494233,2019-01-04,Vente,247000.0,8,CHE DE LA CHAPELLE (BERNICA),0318,97435,97415,Saint-Paul,974,1,Appartement,88.0,4,55.282709,-21.045063
2019-1494234,2019-01-02,Vente,349248.0,37,RUE DE L'AEROPOSTALE,0089,97411,97415,Saint-Paul,974,0,Maison,105.0,4,55.329034,-20.991388
2019-1494235,2019-01-04,Vente,385000.0,26,RUE OMEGA,1854,97460,97415,Saint-Paul,974,0,Maison,83.0,4,55.284083,-20.984381
2019-1494236,2019-01-11,Vente,226750.0,16,IMP DU GRAND HOTEL,0716,97434,97415,Saint-Paul,974,1,Appartement,61.0,3,55.23006,-21.031197
2019-1494237,2019-01-11,Vente,140000.0,50,RUE THEO MARIANNE,0490,97431,97406,La Plaine-des-Palmistes,974,0,Maison,60.0,2,55.621281,-21.144893
2019-1494238,2019-01-10,Vente,168000.0,17,IMP DES CORBEILLES D'OR,0075,97441,97420,Sainte-Suzanne,974,1,Maison,86.0,4,55.636656,-20.938638
2019-1494239,2019-01-10,Vente,130000.0,28,RUE DE LA BOURGOGNE,0226,97490,97411,Saint-Denis,974,1,Appartement,101.0,4,55.486029,-20.907274
2019-1494240,2019-01-07,Vente,68185.0,142,RUE JEAN XXIII,0246,97438,97418,Sainte-Marie,974,0,Maison,50.0,4,55.517559,-20.948404
2019-1494241,2019-01-07,Vente,730000.0,14,RUE DU GRAND LARGE,0713,97434,97415,Saint-Paul,974,0,Maison,150.0,5,55.224064,-21.048767
2019-1494242,2019-01-07,Vente,300000.0,23,CHE COTON,0413,97460,97415,Saint-Paul,974,0,Maison,129.0,5,55.262775,-21.028938
2019-1494243,2019-01-25,Vente,65000.0,18,AV STANISLAS GIMART,1367,97490,97411,Saint-Denis,974,1,Appartement,38.0,2,55.475113,-20.893167
2019-1494244,2019-01-07,Vente,350000.0,53,CHE BOTTARD,0199,97434,97415,Saint-Paul,974,1,Appartement,86.0,3,55.231328,-21.051032
2019-1494245,2019-01-09,Vente,180000.0,14,RUE MARCADET,0975,97460,97415,Saint-Paul,974,0,Maison,75.0,3,55.287392,-20.983529
2019-1494247,2019-01-08,Vente,52650.0,48,RUE MONTHYON,0960,97400,97411,Saint-Denis,974,1,Appartement,43.0,2,55.455513,-20.887624
2019-1494248,2019-01-08,Vente,69550.0,48,RUE MONTHYON,0960,97400,97411,Saint-Denis,974,1,Appartement,61.0,3,55.455513,-20.887624
2019-1494249,2019-01-11,Vente,197000.0,5,IMP DES CHAGOS,0091,97419,97408,La Possession,974,1,Appartement,79.0,4,55.330724,-20.961732
2019-1494250,2019-01-23,Vente,440000.0,7,AV DES MURIERS,0055,97438,97418,Sainte-Marie,974,0,Maison,160.0,7,55.543557,-20.90011
2019-1494251,2019-01-02,Vente,189000.0,10,CHE DU TOUR DES ROCHES,1440,97460,97415,Saint-Paul,974,1,Appartement,65.0,3,55.27696,-21.012127
2019-1494252,2019-01-02,Vente,165000.0,32,RUE MAZAGRAN,0870,97400,97411,Saint-Denis,974,1,Appartement,80.0,4,55.454891,-20.888801
2019-1494253,2019-01-28,Vente,300000.0,25,CHE DE LA RAMPE DES CHICOTS,0160,97437,97410,Saint-Benoît,974,0,Maison,147.0,6,55.749237,-21.113037
2019-1494254,2019-01-11,Vente,180000.0,131,CHE DES PRETRES,1570,97440,97409,Saint-André,974,0,Maison,98.0,6,55.660789,-20.966543
2019-1494255,2019-01-29,Vente,80000.0,3132,CHE LAGOURGUE,1000,97440,97409,Saint-André,974,1,Appartement,40.0,2,55.673381,-20.939856
2019-1494256,2019-01-29,Vente,39000.0,66,BD SAINT FRANCOIS,1261,97400,97411,Saint-Denis,974,1,Appartement,25.0,1,55.461449,-20.899575
2019-1494257,2019-01-11,Vente,185000.0,26,RUE EMILE GRIMAUD,0486,97490,97411,Saint-Denis,974,0,Maison,60.0,3,55.482503,-20.889803
2019-1494258,2019-01-11,Vente,41000.0,4,RUE DES FOUCHEROLLES,0545,97490,97411,Saint-Denis,974,1,Appartement,23.0,1,55.492201,-20.899512
2019-1494260,2019-01-07,Vente,110000.0,18,ALL DES CORINDONS,0366,97400,97411,Saint-Denis,974,1,Appartement,47.0,3,55.444988,-20.902814
2019-1494262,2019-01-10,Vente,116698.0,65,RUE DES LIMITES,0371,97412,97402,Bras-Panon,974,0,Maison,86.0,6,55.676908,-20.998326
2019-1494263,2019-01-09,Vente,138090.0,9,CHE FINETTE,0535,97490,97411,Saint-Denis,974,1,Appartement,70.0,3,55.475165,-20.900385
2019-1494264,2019-01-17,Vente,54500.0,45,AV LECONTE DE LISLE,0756,97490,97411,Saint-Denis,974,1,Appartement,24.0,1,55.484059,-20.892319
2019-1494265,2019-01-22,Vente,100000.0,503,RUE DE LA REPUBLIQUE,0430,97431,97406,La Plaine-des-Palmistes,974,0,Maison,93.0,7,55.618498,-21.145681
2019-1494267,2019-01-31,Vente,295000.0,73,CHE DES NIAOULIS,0547,97400,97411,Saint-Denis,974,0,Maison,80.0,5,55.460416,-20.923053
2019-1494268,2019-01-14,Vente,193000.0,353,CD 41,0100,97419,97408,La Possession,974,0,Maison,120.0,4,55.37486,-20.92508
2019-1494269,2019-01-14,Vente,8680.0,282,CHE GRAND FOND,0120,97470,97410,Saint-Benoît,974,0,Maison,40.0,3,55.66583,-21.037004
2019-1494270,2019-01-15,Vente,300000.0,113,RUE JULES AUBER,0680,97400,97411,Saint-Denis,974,1,Appartement,88.0,4,55.453479,-20.879704
2019-1494271,2019-01-08,Vente en l'état futur d'achèvement,98732.0,2,IMP DU BOIS DE ROSE,0209,97490,97411,Saint-Denis,974,1,Appartement,20.0,2,55.481074,-20.899424
2019-1494273,2019-01-03,Vente,70000.0,270,CHE DU CENTRE,0430,97440,97409,Saint-André,974,1,Appartement,67.0,3,55.64828,-20.941634
2019-1494274,2019-01-03,Vente,90140.0,50,RUE DES CAMELIAS,0395,97440,97409,Saint-André,974,1,Appartement,45.0,3,55.653386,-20.96143
2019-1494276,2019-01-24,Vente,66000.0,36,SAINTE ANNE,B780,97437,97410,Saint-Benoît,974,0,Maison,63.0,6,55.742379,-21.082272
2019-1494277,2019-01-07,Vente,250000.0,5,CHE VAR,1196,97420,97407,Le Port,974,0,Maison,106.0,5,55.327034,-20.945917
2019-1494278,2019-01-17,Vente terrain à bâtir,91560.0,287,CHE MENCIOL,1260,97440,97409,Saint-André,974,0,Maison,90.0,4,55.625292,-20.962754
2019-1494279,2019-01-11,Vente,88500.0,10,RUE DES CYTISES,0384,97400,97411,Saint-Denis,974,1,Appartement,42.0,2,55.459792,-20.897306
2019-1494280,2019-01-10,Vente,227100.0,1,IMP YLANG YLANG,1658,97460,97415,Saint-Paul,974,1,Appartement,69.0,3,55.303863,-20.974227
2019-1494281,2019-01-15,Vente,528250.0,59,RUE COTE OUEST,0136,97419,97408,La Possession,974,0,Maison,100.0,4,55.345202,-20.928686
2019-1494282,2019-01-11,Vente,155000.0,28,CHE DU BOIS DE NATTE,0192,97490,97411,Saint-Denis,974,1,Appartement,67.0,3,55.473293,-20.913916
2019-1494283,2019-01-04,Vente,356200.0,25,RUE DES JACQUIERS,0756,97435,97415,Saint-Paul,974,0,Maison,106.0,6,55.27353,-21.046642
2019-1494284,2019-01-31,Vente,44500.0,215,BD JEAN  JAURES,0692,97490,97411,Saint-Denis,974,1,Appartement,21.0,1,55.478972,-20.898884
2019-1494285,2019-01-05,Vente,830400.0,9,RUE EVARISTE DE PARNY (GD FND),0581,97434,97415,Saint-Paul,974,0,Maison,123.0,4,55.220083,-21.044854
2019-1494286,2019-01-18,Vente,52000.0,213,RTE NATIONALE 2 STE ANNE,0476,97437,97410,Saint-Benoît,974,0,Maison,76.0,5,55.747535,-21.087808
2019-1494287,2019-01-04,Vente en l'état futur d'achèvement,272000.0,6451,AV DE LA MER (FILAOS),0997,97434,97415,Saint-Paul,974,1,Appartement,48.0,2,55.223377,-21.074579
2019-1494288,2019-01-29,Vente,700000.0,18,RUE DES FLEURS D'ORANGER,0167,97419,97408,La Possession,974,0,Maison,122.0,3,55.327549,-20.967412
2019-1494289,2019-01-17,Vente,54500.0,45,AV LECONTE DE LISLE,0756,97490,97411,Saint-Denis,974,1,Appartement,24.0,1,55.484059,-20.892319
2019-1494290,2019-01-16,Vente,182000.0,6,LOT SAMANTHA,A235,97470,97410,Saint-Benoît,974,0,Maison,75.0,4,55.705456,-21.029145
2019-1494294,2019-01-16,Vente en l'état futur d'achèvement,247170.0,63,RUE DE LA CAVERNE  (ST PAUL),0280,97460,97415,Saint-Paul,974,1,Appartement,57.0,3,55.267789,-21.013076
2019-1494295,2019-01-11,Vente,65000.0,105,RUE DE LA REPUBLIQUE,1180,97400,97411,Saint-Denis,974,1,Appartement,39.0,2,55.447404,-20.882569
2019-1494296,2019-01-16,Vente en l'état futur d'achèvement,184946.0,63,RUE DE LA CAVERNE  (ST PAUL),0280,97460,97415,Saint-Paul,974,1,Appartement,41.0,2,55.267789,-21.013076
2019-1494298,2019-01-31,Vente,130000.0,46,LOT ERNEST LAPINSONNIERE,A073,97419,97408,La Possession,974,0,Maison,37.0,3,55.337664,-20.954698
2019-1494302,2019-01-09,Vente,395410.0,371,ALL PALISSADE,1406,97440,97409,Saint-André,974,0,Maison,139.0,4,55.676595,-20.954396
2019-1494303,2019-01-03,Vente,140000.0,36,RUE DE LA BOULANGERIE,0217,97400,97411,Saint-Denis,974,1,Appartement,64.0,3,55.445458,-20.877899
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,59.0,3,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,69.0,3,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,69.0,2,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,58.0,2,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,82.0,4,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,69.0,3,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,69.0,3,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,69.0,3,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,69.0,3,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,33.0,2,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,33.0,2,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,69.0,3,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,43.0,2,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,70.0,3,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,59.0,2,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,79.0,3,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,72.0,3,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,70.0,3,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,84.0,4,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,72.0,3,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,70.0,3,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,84.0,4,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,59.0,2,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,72.0,3,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,59.0,2,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,70.0,3,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,70.0,3,55.442075,-20.894921
2019-1494305,2019-02-05,Vente,2436713.0,6,ALL DES SERPENTINES,1357,97400,97411,Saint-Denis,974,0,Appartement,70.0,3,55.442075,-20.894921
2019-1494306,2019-01-30,Vente en l'état futur d'achèvement,230000.0,282,RTE DE BOIS DE NEFLES,0211,97490,97411,Saint-Denis,974,1,Appartement,52.0,3,55.476101,-20.907636
2019-1494307,2019-01-17,Vente,652000.0,104,AV DE LA GRANDE OURSE,1746,97434,97415,Saint-Paul,974,0,Maison,207.0,5,55.228446,-21.065628
2019-1494309,2019-02-05,Vente,43000.0,9,RUE JEAN COCTEAU,0651,97490,97411,Saint-Denis,974,1,Appartement,20.0,1,55.467483,-20.886209
2019-1494310,2019-01-22,Vente,220000.0,1,ALL DES AGATES,0034,97400,97411,Saint-Denis,974,1,Appartement,42.0,2,55.445529,-20.895145
2019-1494311,2019-01-31,Vente,570000.0,1,PARC D ACTIVITE DE LA MARE,A124,97438,97418,Sainte-Marie,974,4,Local industriel. commercial ou assimilé,364.0,0,55.529115,-20.898627
2019-1494312,2019-01-17,Vente,852120.0,57,IMP DU CALVAIRE,0252,97434,97415,Saint-Paul,974,0,Local industriel. commercial ou assimilé,40.0,0,55.223253,-21.04795
2019-1494312,2019-01-17,Vente,852120.0,57,IMP DU CALVAIRE,0252,97434,97415,Saint-Paul,974,0,Maison,111.0,5,55.223253,-21.04795
2019-1494313,2019-01-21,Vente,236700.0,223,RUE DE LA MARINE,1205,97440,97409,Saint-André,974,0,Maison,107.0,4,55.681805,-20.946853
2019-1494316,2019-01-22,Vente terrain à bâtir,62000.0,36,CHE LATTENTION EMILIEN,0791,97441,97420,Sainte-Suzanne,974,0,Maison,98.0,4,55.579066,-20.927459
2019-1494317,2019-01-31,Vente en l'état futur d'achèvement,184500.0,282,RTE DE BOIS DE NEFLES,0211,97490,97411,Saint-Denis,974,1,Appartement,37.0,2,55.476101,-20.907636
2019-1494320,2019-01-22,Vente,230000.0,13,RUE SAINTE MARIE,1320,97400,97411,Saint-Denis,974,2,Appartement,89.0,4,55.447995,-20.884351
2019-1494321,2019-01-14,Vente,37000.0,14,RUE DU BEARN,0157,97490,97411,Saint-Denis,974,1,Appartement,23.0,1,55.489445,-20.903177
2019-1494327,2019-01-10,Vente,200000.0,324,CHE LAZARRE,1064,97440,97409,Saint-André,974,0,Maison,61.0,4,55.687591,-20.975718
2019-1494329,2019-01-17,Vente,1900000.0,10,RUE DES STERNES,1391,97434,97415,Saint-Paul,974,0,Maison,243.0,10,55.222489,-21.042445
2019-1494332,2019-01-31,Vente,185000.0,24,CHE GLAIEULS I,0233,97441,97420,Sainte-Suzanne,974,0,Maison,96.0,4,55.592882,-20.960821
2019-1494333,2019-01-21,Vente,215000.0,17,CHE NEUF         LA MONTAGNE,0998,97417,97411,Saint-Denis,974,0,Maison,55.0,4,55.426834,-20.885055
2019-1494338,2019-01-22,Vente en l'état futur d'achèvement,127865.0,2,IMP DU BOIS DE ROSE,0209,97490,97411,Saint-Denis,974,1,Appartement,40.0,2,55.481074,-20.899424
2019-1494339,2019-01-25,Vente,660000.0,20,CHE BOTTARD,0199,97434,97415,Saint-Paul,974,1,Appartement,143.0,4,55.232729,-21.051361
2019-1494340,2019-01-17,Vente,38000.0,4,RUE GASTON  DEFFERRE,0688,97490,97411,Saint-Denis,974,1,Appartement,21.0,2,55.481413,-20.900616
2019-1494342,2019-01-11,Vente,80000.0,38,CHE DE LA GROTTE      LA BRETA,0599,97490,97411,Saint-Denis,974,0,Maison,84.0,5,55.492473,-20.917918
2019-1494343,2019-01-24,Vente,85000.0,18,IMP DE TROMELIN,0518,97419,97408,La Possession,974,1,Appartement,40.0,2,55.330833,-20.962241
2019-1494344,2019-01-17,Vente,125000.0,5,RUE JEAN COCTEAU,0651,97490,97411,Saint-Denis,974,1,Appartement,56.0,3,55.467639,-20.885718
2019-1494348,2019-01-10,Vente,53000.0,5,RUE DU MAINE,0806,97490,97411,Saint-Denis,974,1,Appartement,25.0,1,55.491286,-20.903247
2019-1494349,2019-01-21,Vente en l'état futur d'achèvement,92854.26,2,IMP DU BOIS DE ROSE,0209,97490,97411,Saint-Denis,974,1,Appartement,20.0,1,55.481074,-20.899424
2019-1494350,2019-01-16,Vente,88035.0,10,RUE FLORE DAMOUR,0104,97470,97410,Saint-Benoît,974,0,Maison,87.0,4,55.70898,-21.050332
2019-1494351,2019-01-29,Vente,95000.0,5,RUE JUSTIN BAPTISTE,0053,97419,97408,La Possession,974,2,Local industriel. commercial ou assimilé,91.0,0,55.334053,-20.929881
2019-1494352,2019-01-21,Vente en l'état futur d'achèvement,92782.72,2,IMP DU BOIS DE ROSE,0209,97490,97411,Saint-Denis,974,1,Appartement,20.0,1,55.481074,-20.899424
2019-1494356,2019-01-21,Vente,120000.0,1,CHE DES CHANDELLES LA BRETAGNE,0248,97490,97411,Saint-Denis,974,0,Maison,45.0,3,55.493867,-20.933245
2019-1494357,2019-01-28,Vente,49000.0,230,CHE DU CENTRE,0430,97440,97409,Saint-André,974,1,Appartement,53.0,2,55.64828,-20.941634
2019-1494358,2019-02-04,Vente,100000.0,19,RUE DU PERE FAYET,0689,97441,97420,Sainte-Suzanne,974,0,Maison,83.0,4,55.581281,-20.929456
2019-1494359,2019-02-07,Vente,114700.0,20,RUE DES PANIERS,1055,97400,97411,Saint-Denis,974,1,Appartement,47.0,2,55.458869,-20.899167
2019-1494360,2019-01-25,Vente en l'état futur d'achèvement,95970.0,2,IMP DU BOIS DE ROSE,0209,97490,97411,Saint-Denis,974,1,Appartement,20.0,2,55.481074,-20.899424
2019-1494361,2019-01-23,Vente,87775.0,8,RUE FLORE DAMOUR,0104,97470,97410,Saint-Benoît,974,0,Maison,87.0,4,55.709094,-21.050243
2019-1494363,2019-02-01,Vente,135000.0,30,RUE CLEMENT ADER,0045,97438,97418,Sainte-Marie,974,0,Maison,67.0,3,55.521922,-20.901819
2019-1494364,2019-01-18,Vente,270000.0,6,RUE ELIARD LAUDE,0171,97419,97408,La Possession,974,0,Maison,73.0,4,55.331704,-20.937802
2019-1494365,2019-01-21,Vente,90000.0,6,CHE COMMUNE DES BEGUES,0037,97441,97420,Sainte-Suzanne,974,1,Appartement,44.0,2,55.640158,-20.933365
2019-1494366,2019-01-11,Vente,179000.0,17,LE MOULIN JOLI,B210,97419,97408,La Possession,974,1,Appartement,115.0,4,55.327154,-20.956104
2019-1494367,2019-01-10,Vente,357213.88,25,RTE LA RIVIERE DES PLUIES,1187,97490,97411,Saint-Denis,974,4,Local industriel. commercial ou assimilé,90.0,0,55.503353,-20.902544
2019-1494369,2019-01-10,Vente,155000.0,50,ALL DES TERRASSES      MTGAILL,1416,97400,97411,Saint-Denis,974,1,Appartement,64.0,3,55.466979,-20.903695
