id_mutation.string(),date_mutation.date(2006-01-02),nature_mutation.string(),valeur_fonciere.double(),adresse_numero.int32(),adresse_nom_voie.string(),adresse_code_voie.string(),code_postal.int32(),code_commune.int32(),nom_commune.string(),code_departement.int32(),nombre_lots.int64(),type_local.string(),surface_reelle_bati.double(),nombre_pieces_principales.int32(),longitude.double(),latitude.double()
2019-1494893,2019-02-27,Vente,1850000.0,173,RUE MARIUS ET ARY LEBLOND,0990,97460,97415,Saint-Paul,974,0,Appartement,45.0,2,55.277709,-21.001494
2019-1494894,2019-02-28,Vente,276000.0,161,AV DE LA GRANDE OURSE,1746,97434,97415,Saint-Paul,974,1,Appartement,76.0,3,55.228514,-21.064796
2019-1494895,2019-02-28,Vente,171095.0,5,RUE SERGE BOURHIS,1250,97420,97407,Le Port,974,0,Maison,91.0,5,55.308113,-20.949446
2019-1494896,2019-02-26,Vente,8000.0,1,RUE NOTRE DAME DES GRACES,1046,97435,97415,Saint-Paul,974,0,Maison,74.0,5,55.256998,-21.042469
2019-1494897,2019-03-08,Vente,260000.0,10,RUE OMEGA,1854,97460,97415,Saint-Paul,974,1,Appartement,89.0,4,55.283674,-20.983793
2019-1494899,2019-03-01,Vente,150000.0,13,RUE DE MADAGASCAR,1491,97400,97411,Saint-Denis,974,1,Appartement,81.0,4,55.469926,-20.895621
2019-1494900,2019-03-01,Vente,137600.0,75,RUE DE LA CLINIQUE,0341,97490,97411,Saint-Denis,974,1,Appartement,67.0,4,55.478297,-20.899658
2019-1494901,2019-03-22,Vente,47000.0,10,RUE YVES MONTAND,0178,97438,97418,Sainte-Marie,974,1,Appartement,40.0,1,55.555574,-20.898453
2019-1494902,2019-03-07,Vente,16800.0,1,AV RAYMOND BARRE,0326,97419,97408,La Possession,974,1,Appartement,79.0,3,55.325955,-20.954706
2019-1494904,2019-03-08,Vente,38000.0,118,CHE DE BOIS ROUGE,0197,97490,97411,Saint-Denis,974,1,Appartement,24.0,1,55.486633,-20.923917
2019-1494905,2019-03-22,Vente,318000.0,112,RUE AMARYLLIS,0043,97440,97409,Saint-André,974,0,Maison,119.0,5,55.623952,-20.967815
2019-1494907,2019-03-22,Vente,56000.0,3146,CHE LAGOURGUE,1000,97440,97409,Saint-André,974,1,Appartement,36.0,2,55.673381,-20.939856
2019-1494908,2019-02-28,Vente,265400.0,7,RUE DES CYPRIS,0373,97434,97415,Saint-Paul,974,1,Appartement,65.0,3,55.241839,-21.092118
2019-1494909,2019-03-08,Vente,150000.0,5,RUE DES CERISIERS,0312,97411,97415,Saint-Paul,974,0,Maison,56.0,2,55.319241,-20.980666
2019-1494911,2019-02-27,Vente,250000.0,26,RUE JACOB,0610,97400,97411,Saint-Denis,974,0,Maison,118.0,5,55.460082,-20.887244
2019-1494912,2019-03-07,Vente,53000.0,12,RUE LORY LES HAUTS,0781,97490,97411,Saint-Denis,974,1,Appartement,14.0,1,55.481353,-20.893977
2019-1494914,2019-02-12,Vente,53000.0,212,ALL DES TOPAZES,1397,97400,97411,Saint-Denis,974,1,Appartement,22.0,2,55.443434,-20.906418
2019-1494919,2019-03-22,Vente en l'état futur d'achèvement,134800.0,4,CHE DES ACAJOUS,0013,97490,97411,Saint-Denis,974,1,Appartement,30.0,2,55.476416,-20.901515
2019-1494923,2019-03-08,Vente,212500.0,16,CHE DES JAMBLONS,0613,97490,97411,Saint-Denis,974,1,Appartement,80.0,4,55.492057,-20.913192
2019-1494924,2019-02-21,Vente,140000.0,21,RUE DE LA REPUBLIQUE,1180,97400,97411,Saint-Denis,974,1,Appartement,90.0,4,55.446448,-20.878978
2019-1494927,2019-02-15,Vente,179000.0,32,ALL DES CASSIAS          MOUFI,0295,97490,97411,Saint-Denis,974,1,Appartement,76.0,3,55.48874,-20.911342
2019-1494929,2019-03-28,Vente,136340.0,18,IMP MAURICE KRIEGEL VALRIMONT,0516,97419,97408,La Possession,974,1,Appartement,64.0,3,55.333306,-20.963167
2019-1494930,2019-03-18,Vente,113400.0,44,RUE LOUISE MICHEL,0242,97419,97408,La Possession,974,1,Appartement,50.0,2,55.32183,-20.960617
2019-1494932,2019-03-19,Vente,62165.0,39,ALL DES TULIPES,1413,97490,97411,Saint-Denis,974,0,Maison,48.0,3,55.485696,-20.915574
2019-1494934,2019-03-26,Vente,55000.0,10,RUE YVES MONTAND,0178,97438,97418,Sainte-Marie,974,1,Appartement,40.0,2,55.555574,-20.898453
2019-1494936,2019-03-27,Vente,246000.0,13,RUE DES CHAMPACS,0362,97438,97418,Sainte-Marie,974,0,Maison,70.0,4,55.569218,-20.903062
2019-1494937,2019-03-22,Vente,270000.0,113,CHE LORY LEBRETON    LA BRETAG,0784,97490,97411,Saint-Denis,974,1,Appartement,97.0,4,55.497555,-20.924958
2019-1494938,2019-03-06,Vente,78500.0,11,RUE DU MOULIN A VENT,0980,97400,97411,Saint-Denis,974,1,Appartement,35.0,2,55.451042,-20.87377
2019-1494940,2019-03-01,Vente,300000.0,34,RUE JACOB,0610,97400,97411,Saint-Denis,974,1,Appartement,79.0,4,55.46008,-20.887365
2019-1494941,2019-03-22,Vente,161000.0,36,RUE DE LA BOULANGERIE,0217,97400,97411,Saint-Denis,974,1,Appartement,60.0,3,55.445458,-20.877899
2019-1494942,2019-03-07,Vente,160000.0,32,CHE DE LA PASSERELLE,1069,97490,97411,Saint-Denis,974,0,Maison,85.0,3,55.496808,-20.933237
2019-1494943,2019-02-15,Vente,380000.0,5,ALL DES OLIVINES,1484,97400,97411,Saint-Denis,974,0,Maison,150.0,5,55.44767,-20.902868
2019-1494944,2019-03-27,Vente,289400.0,4,RUE CHATEAUBRIAND,0382,97438,97418,Sainte-Marie,974,0,Maison,105.0,5,55.567697,-20.894423
2019-1494945,2019-03-06,Vente,280000.0,242,RTE GABRIEL MACE,0556,97490,97411,Saint-Denis,974,0,Maison,59.0,4,55.494147,-20.924584
2019-1494947,2019-03-14,Vente,209000.0,181,CHE BEDERE MAILLOT,0129,97440,97409,Saint-André,974,0,Maison,120.0,5,55.685098,-20.974715
2019-1494948,2019-02-21,Vente,160000.0,1578,AV ILE DE FRANCE,0910,97440,97409,Saint-André,974,0,Maison,112.0,4,55.648716,-20.946425
2019-1494950,2019-03-07,Vente,80000.0,69,RTE DU CRATERE,0459,97470,97410,Saint-Benoît,974,0,Maison,56.0,4,55.698266,-21.047947
2019-1494951,2019-03-27,Vente,119000.0,17,RUE PITEL,1113,97490,97411,Saint-Denis,974,1,Appartement,66.0,3,55.477905,-20.891429
2019-1494953,2019-03-29,Vente,56000.0,118,CHE DE BOIS ROUGE,0197,97490,97411,Saint-Denis,974,1,Appartement,34.0,2,55.486633,-20.923917
2019-1494954,2019-03-28,Vente en l'état futur d'achèvement,269800.0,282,RTE DE BOIS DE NEFLES,0211,97490,97411,Saint-Denis,974,1,Appartement,57.0,3,55.476101,-20.907636
2019-1494957,2019-02-12,Vente,104000.0,1,IMP DES CYCAS,0375,97434,97415,Saint-Paul,974,1,Appartement,25.0,2,55.239574,-21.090997
2019-1494959,2019-03-26,Vente,49000.0,12,ALL MONTPLAISIR,0962,97400,97411,Saint-Denis,974,1,Appartement,25.0,1,55.458267,-20.89196
2019-1494961,2019-03-07,Vente,36000.0,32,RUE DE LA BOURGOGNE,0226,97490,97411,Saint-Denis,974,1,Appartement,20.0,1,55.485451,-20.90867
2019-1494962,2019-03-29,Vente,170000.0,193,AV EUDOXIE NONGE,0516,97490,97411,Saint-Denis,974,1,Appartement,93.0,3,55.494623,-20.899706
2019-1494966,2019-03-08,Vente,215000.0,7,RUE LYAUTEY,0795,97490,97411,Saint-Denis,974,1,Maison,73.0,4,55.494084,-20.902112
2019-1494967,2019-03-07,Vente,41000.0,6,RUE JEAN COCTEAU,0651,97490,97411,Saint-Denis,974,1,Appartement,19.0,1,55.467192,-20.885514
2019-1494968,2019-03-11,Vente,110000.0,77,RUE DESBASSYNS,0248,97438,97418,Sainte-Marie,974,1,Appartement,56.0,3,55.51564,-20.919381
2019-1494969,2019-03-26,Vente,175000.0,133,AV DE LA GRANDE OURSE,1746,97434,97415,Saint-Paul,974,1,Appartement,48.0,2,55.227713,-21.063802
2019-1494970,2019-03-28,Vente,55000.0,25,RUE LOUIS JESSUS DIT TI TING,1056,97490,97411,Saint-Denis,974,1,Appartement,31.0,2,55.479499,-20.888759
2019-1494973,2019-03-15,Vente,90500.0,1,RUE DE LA DISTILLERIE,0158,97419,97408,La Possession,974,1,Appartement,55.0,3,55.33692,-20.956684
2019-1494975,2019-03-12,Vente,210000.0,23,RUE EUCALYPTUS  (BOIS ROUGE),0569,97460,97415,Saint-Paul,974,1,Appartement,64.0,4,55.288749,-21.02546
2019-1494978,2019-03-15,Vente,46550.0,5047,CHE DUPARC,0080,97438,97418,Sainte-Marie,974,0,Maison,113.0,6,55.522967,-20.904663
2019-1494979,2019-03-15,Vente,198000.0,10,CHE DES ANGLAIS,0092,97417,97411,Saint-Denis,974,0,Maison,51.0,2,55.409263,-20.89913
2019-1494983,2019-03-07,Vente,210000.0,5,CHE MAURICE PONGERARD,0316,97419,97408,La Possession,974,0,Maison,82.0,4,55.364241,-20.927199
2019-1494985,2019-03-15,Vente,380000.0,4,RUE JUAN MIRO,0253,97419,97408,La Possession,974,0,Maison,118.0,4,55.353022,-20.928928
2019-1494986,2019-03-07,Echange,450000.0,12,IMP HENRI GUILLAUMET,0735,97411,97415,Saint-Paul,974,0,Maison,113.0,4,55.330155,-20.988837
2019-1494987,2019-03-07,Echange,900000.0,1,CHE PUIT SAMY,0538,97419,97408,La Possession,974,0,Local industriel. commercial ou assimilé,6460.0,0,55.329948,-20.942858
2019-1494988,2019-03-14,Vente,170000.0,12,RUE GUTEMBERG,0435,97419,97408,La Possession,974,0,Maison,66.0,5,55.332921,-20.956883
2019-1494989,2019-03-06,Vente,322000.0,25,LOT LES IRIS,A089,97419,97408,La Possession,974,0,Maison,99.0,3,55.328601,-20.953747
2019-1494990,2019-03-26,Vente,53000.0,6,CD 41,0100,97419,97408,La Possession,974,1,Appartement,27.0,1,55.346192,-20.923668
2019-1494993,2019-03-08,Vente,211500.0,30,CHE MERA,0985,97435,97415,Saint-Paul,974,1,Maison,97.0,4,55.291622,-21.070526
2019-1494994,2019-03-19,Vente,518000.0,15,LOT DE LA VIERGE DE LA MER,A085,97419,97408,La Possession,974,0,Maison,162.0,6,55.344921,-20.928187
2019-1494995,2019-03-07,Vente,100000.0,100,RUE ANTOINE SOUBOU,0062,97422,97415,Saint-Paul,974,0,Maison,62.0,6,55.269546,-21.087514
2019-1494996,2019-03-13,Vente,216450.0,7,RUE DES CYPRIS,0373,97434,97415,Saint-Paul,974,1,Appartement,42.0,2,55.241839,-21.092118
2019-1494999,2019-03-04,Vente,135000.0,75,CHE RATINAUD,0324,97419,97408,La Possession,974,0,Appartement,95.0,3,55.361348,-20.964143
2019-1494999,2019-03-04,Vente,135000.0,75,CHE RATINAUD,0324,97419,97408,La Possession,974,0,Appartement,90.0,3,55.361348,-20.964143
2019-1495000,2019-03-11,Vente,102000.0,81,RUE ROMAIN ROLLAND,0335,97419,97408,La Possession,974,1,Appartement,56.0,3,55.331177,-20.951697
2019-1495003,2019-03-21,Vente,110000.0,28,RUE DE LA BOURGOGNE,0226,97490,97411,Saint-Denis,974,1,Appartement,101.0,4,55.486029,-20.907274
2019-1495005,2019-01-31,Vente,136000.0,81,RUE ROMAIN ROLLAND,0335,97419,97408,La Possession,974,1,Appartement,80.0,3,55.331177,-20.951697
2019-1495006,2019-04-02,Vente,310000.0,71,CHE ROBERT,0391,97438,97418,Sainte-Marie,974,0,Maison,136.0,3,55.538618,-20.945146
2019-1495007,2019-03-20,Vente,600000.0,65,RTE DU TROU D EAU,1453,97434,97415,Saint-Paul,974,0,Maison,129.0,4,55.242008,-21.098347
2019-1495008,2019-03-18,Vente,563600.0,27,RUE DES FLAMBOYANTS (ST G HTS),0622,97435,97415,Saint-Paul,974,0,Maison,198.0,6,55.254685,-21.043839
2019-1495008,2019-03-18,Vente,563600.0,27,RUE DES FLAMBOYANTS (ST G HTS),0622,97435,97415,Saint-Paul,974,0,Local industriel. commercial ou assimilé,56.0,0,55.254685,-21.043839
2019-1495009,2019-03-13,Vente,252500.0,9,CHE DE L AUBERGE,0079,97435,97415,Saint-Paul,974,1,Maison,92.0,4,55.285767,-21.047302
2019-1495010,2019-02-21,Vente,600000.0,13,RUE DES JADES,1845,97434,97415,Saint-Paul,974,0,Maison,132.0,5,55.241773,-21.090784
2019-1495012,2019-03-13,Vente,148000.0,5,RUE DE L ANJOU,0094,97490,97411,Saint-Denis,974,1,Appartement,19.0,1,55.491002,-20.90187
2019-1495012,2019-03-13,Vente,148000.0,5,RUE DE L ANJOU,0094,97490,97411,Saint-Denis,974,1,Appartement,19.0,1,55.491002,-20.90187
2019-1495012,2019-03-13,Vente,148000.0,5,RUE DE L ANJOU,0094,97490,97411,Saint-Denis,974,1,Appartement,19.0,1,55.491002,-20.90187
2019-1495012,2019-03-13,Vente,148000.0,5,RUE DE L ANJOU,0094,97490,97411,Saint-Denis,974,1,Appartement,17.0,1,55.491002,-20.90187
2019-1495013,2019-03-14,Vente,35530.0,23,RUE DES JACINTHES,0634,97490,97411,Saint-Denis,974,1,Appartement,17.0,1,55.483971,-20.910698
2019-1495015,2019-03-07,Vente,67500.0,369,CD 41,0100,97419,97408,La Possession,974,1,Appartement,49.0,2,55.369732,-20.924589
2019-1495016,2019-03-13,Vente,190000.0,67,CHE DU PERE RAIMBAULT,1098,97417,97411,Saint-Denis,974,0,Maison,85.0,5,55.399835,-20.909976
2019-1495017,2019-03-26,Vente,760000.0,23,CHE DES LATANIERS,0220,97419,97408,La Possession,974,0,Maison,170.0,6,55.338501,-20.935503
2019-1495018,2019-03-27,Vente,40000.0,44,RUE TESSAN,1391,97490,97411,Saint-Denis,974,1,Appartement,24.0,1,55.47783,-20.896585
2019-1495019,2019-03-15,Vente,143000.0,29,RUE EUGENE DELOUISE,0183,97419,97408,La Possession,974,1,Appartement,50.0,2,55.32436,-20.962466
2019-1495020,2019-03-21,Vente,295000.0,1,RUE MERE THERESA,0126,97438,97418,Sainte-Marie,974,0,Maison,124.0,4,55.549895,-20.919366
2019-1495020,2019-03-21,Vente,295000.0,1,RUE MERE THERESA,0126,97438,97418,Sainte-Marie,974,0,Maison,124.0,4,55.549895,-20.919366
2019-1495021,2019-03-21,Vente,165000.0,125,AV DE LA GRANDE OURSE,1746,97434,97415,Saint-Paul,974,1,Appartement,52.0,2,55.227581,-21.063099
2019-1495022,2019-03-20,Vente,115000.0,50,RUE GEORGES FRANCOIS,0458,97400,97411,Saint-Denis,974,1,Maison,55.0,3,55.466059,-20.895922
2019-1495023,2019-03-21,Vente,314000.0,26,IMP PANDANUS,0239,97441,97420,Sainte-Suzanne,974,0,Maison,85.0,4,55.631237,-20.950214
2019-1495023,2019-03-21,Vente,314000.0,26,IMP PANDANUS,0239,97441,97420,Sainte-Suzanne,974,0,Maison,68.0,2,55.631237,-20.950214
2019-1495026,2019-03-27,Vente,120000.0,6,RUE DES JACINTHES,0634,97490,97411,Saint-Denis,974,1,Appartement,29.0,1,55.484815,-20.910079
2019-1495026,2019-03-27,Vente,120000.0,6,RUE DES JACINTHES,0634,97490,97411,Saint-Denis,974,1,Appartement,29.0,1,55.484815,-20.910079
2019-1495026,2019-03-27,Vente,120000.0,6,RUE DES JACINTHES,0634,97490,97411,Saint-Denis,974,1,Appartement,29.0,1,55.484815,-20.910079
2019-1495027,2019-03-15,Vente,80000.0,2,LOT COMBAVAS,A079,97470,97410,Saint-Benoît,974,0,Maison,62.0,4,55.69373,-21.009865
2019-1495028,2019-03-21,Vente,580000.0,87,CHE COMMINS,0359,97417,97411,Saint-Denis,974,0,Maison,121.0,4,55.407846,-20.888512
2019-1495029,2019-03-27,Vente,207940.0,18,RTE DE SAINT PIERRE,1287,97434,97415,Saint-Paul,974,1,Appartement,34.0,2,55.249577,-21.105386
2019-1495030,2019-03-14,Vente,280000.0,5,RUE MARCEL CARNE,0924,97420,97407,Le Port,974,0,Maison,31.0,1,55.291439,-20.939408
2019-1495030,2019-03-14,Vente,280000.0,5,RUE MARCEL CARNE,0924,97420,97407,Le Port,974,0,Maison,31.0,2,55.291439,-20.939408
2019-1495030,2019-03-14,Vente,280000.0,5,RUE MARCEL CARNE,0924,97420,97407,Le Port,974,0,Maison,80.0,4,55.291439,-20.939408
2019-1495031,2019-03-18,Vente,80000.0,21,CHE DES BIBASSIERS,0182,97490,97411,Saint-Denis,974,1,Appartement,43.0,1,55.484231,-20.919277
2019-1495033,2019-03-14,Vente,209600.0,106,RUE LOUISE ET JOUAN,1783,97423,97415,Saint-Paul,974,0,Maison,79.0,4,55.299382,-21.040329
2019-1495034,2019-03-08,Vente,160000.0,31,RUE DES SENTEURS,0530,97412,97402,Bras-Panon,974,1,Appartement,87.0,4,55.68873,-20.999991
2019-1495035,2019-03-11,Vente,323000.0,31,CHE EMILE LOPIN,0523,97419,97408,La Possession,974,0,Maison,118.0,5,55.365699,-20.928416
2019-1495036,2019-03-13,Vente,444800.0,36,AV DES BENGALIS,0157,97460,97415,Saint-Paul,974,0,Maison,111.0,4,55.272712,-21.028592
2019-1495038,2019-03-12,Vente,120000.0,70,CHE DE BRAS PANON,0060,97412,97402,Bras-Panon,974,0,Maison,100.0,5,55.681772,-21.001579
2019-1495039,2019-03-15,Vente,188950.0,69,RUE DE LA COLLINE    CMLIAS 2,0346,97400,97411,Saint-Denis,974,1,Appartement,71.0,3,55.460154,-20.903222
2019-1495040,2019-04-03,Vente,350000.0,56,RUE DE LA PLANTATION,0403,97438,97418,Sainte-Marie,974,0,Maison,123.0,5,55.52821,-20.931915
2019-1495041,2019-03-19,Vente,68000.0,26,RUE DE L ABATTOIR,0010,97400,97411,Saint-Denis,974,1,Appartement,24.0,1,55.443835,-20.878704
2019-1495042,2019-03-12,Vente,310000.0,9,CHE COMMINS,0359,97417,97411,Saint-Denis,974,0,Maison,98.0,5,55.411777,-20.893347
2019-1495043,2019-04-04,Vente,308500.0,4,CHE DES VANDAS,1434,97417,97411,Saint-Denis,974,0,Maison,130.0,5,55.420226,-20.889901
2019-1495046,2019-03-15,Vente,294310.0,12,LOT GONNEAU MONTBRUN,A350,97460,97415,Saint-Paul,974,0,Maison,100.0,4,55.275615,-21.033648
2019-1495047,2019-03-15,Vente,635000.0,11,RUE DU FOUR A CHAUX,0550,97400,97411,Saint-Denis,974,0,Local industriel. commercial ou assimilé,225.0,0,55.449378,-20.873806
2019-1495048,2019-03-15,Vente,240020.0,579,RUE CHARLES BAUDELAIRE,0462,97440,97409,Saint-André,974,0,Maison,76.0,2,55.663242,-20.940509
2019-1495049,2019-03-29,Vente,344200.0,13,RUE JOSE MARTY,0212,97419,97408,La Possession,974,0,Maison,79.0,6,55.342311,-20.928623
2019-1495050,2019-03-29,Vente,175737.0,9004,RUE ST ALEXIS,1321,97434,97415,Saint-Paul,974,1,Appartement,37.0,2,55.226495,-21.05266
2019-1495051,2019-03-29,Vente,47000.0,15,RLE DES ANGES,0090,97400,97411,Saint-Denis,974,1,Appartement,22.0,1,55.461371,-20.883106
2019-1495052,2019-03-19,Vente,110000.0,41,RUE LOUVART DE PONTLEVOYE,0246,97419,97408,La Possession,974,2,Appartement,81.0,4,55.330762,-20.954033
2019-1495053,2019-03-28,Vente,96000.0,8,CHE DE CEINTURE  (STE ANNE),0093,97437,97410,Saint-Benoît,974,0,Maison,90.0,4,55.692488,-21.095858
2019-1495054,2019-03-27,Vente,105000.0,39,ALL DES PALMISTES   (STE ANNE),0025,97437,97410,Saint-Benoît,974,0,Maison,117.0,5,55.729862,-21.070805
2019-1495055,2019-03-11,Vente,260566.88,7,RUE LYAUTEY,0795,97490,97411,Saint-Denis,974,1,Maison,73.0,4,55.494084,-20.902112
2019-1495056,2019-03-21,Vente,6000.0,551,CHE MENCIOL,1260,97440,97409,Saint-André,974,0,Maison,156.0,6,55.62719,-20.961428
2019-1495057,2019-03-19,Vente,78000.0,12,RUE JUAN DE NOVA,0515,97419,97408,La Possession,974,1,Appartement,29.0,1,55.331551,-20.961685
2019-1495058,2019-03-28,Vente,3143932.0,44,RUE LUC DONAT,0233,97419,97408,La Possession,974,0,Local industriel. commercial ou assimilé,472.0,0,55.328732,-20.958102
2019-1495058,2019-03-28,Vente,3143932.0,44,RUE LUC DONAT,0233,97419,97408,La Possession,974,0,Local industriel. commercial ou assimilé,472.0,0,55.328732,-20.958102
2019-1495058,2019-03-28,Vente,3143932.0,44,RUE LUC DONAT,0233,97419,97408,La Possession,974,0,Local industriel. commercial ou assimilé,2792.0,0,55.328732,-20.958102
2019-1495058,2019-03-28,Vente,3143932.0,44,RUE LUC DONAT,0233,97419,97408,La Possession,974,0,Local industriel. commercial ou assimilé,156.0,0,55.328732,-20.958102
2019-1495058,2019-03-28,Vente,3143932.0,44,RUE LUC DONAT,0233,97419,97408,La Possession,974,0,Local industriel. commercial ou assimilé,234.0,0,55.328732,-20.958102
2019-1495058,2019-03-28,Vente,3143932.0,44,RUE LUC DONAT,0233,97419,97408,La Possession,974,0,Local industriel. commercial ou assimilé,234.0,0,55.328732,-20.958102
2019-1495058,2019-03-28,Vente,3143932.0,44,RUE LUC DONAT,0233,97419,97408,La Possession,974,0,Local industriel. commercial ou assimilé,156.0,0,55.328732,-20.958102
2019-1495058,2019-03-28,Vente,3143932.0,44,RUE LUC DONAT,0233,97419,97408,La Possession,974,0,Local industriel. commercial ou assimilé,2792.0,0,55.328732,-20.958102
2019-1495060,2019-03-26,Vente,55003.0,68,CHE DE LA PISCINE,1115,97411,97415,Saint-Paul,974,0,Maison,61.0,4,55.330922,-21.001133
2019-1495063,2019-03-22,Vente,111000.0,12,RUE FURCY L ESCLAVE,0520,97438,97418,Sainte-Marie,974,0,Maison,100.0,5,55.530587,-20.921846
2019-1495064,2019-03-15,Vente,230000.0,363,RUE CHARLES BAUDELAIRE,0462,97440,97409,Saint-André,974,0,Maison,110.0,4,55.661953,-20.941944
2019-1495065,2019-03-28,Vente,292150.0,1,IMP YLANG YLANG,1658,97460,97415,Saint-Paul,974,1,Appartement,111.0,5,55.303863,-20.974227
2019-1495066,2019-03-29,Vente,185000.0,88,RTE DE BOIS DE NEFLES,0211,97490,97411,Saint-Denis,974,0,Maison,55.0,5,55.476468,-20.897611
2019-1495067,2019-04-03,Vente,464650.0,8,CHE MALIDE,0507,97419,97408,La Possession,974,0,Maison,170.0,5,55.343297,-20.967642
2019-1495068,2019-04-02,Vente,654900.0,114,ALL DES PERLES,1483,97400,97411,Saint-Denis,974,0,Maison,136.0,5,55.447621,-20.904291
2019-1495068,2019-04-02,Vente,654900.0,114,ALL DES PERLES,1483,97400,97411,Saint-Denis,974,0,Local industriel. commercial ou assimilé,10.0,0,55.447621,-20.904291
2019-1495069,2019-03-20,Vente,235400.0,59,LES CORALLINES,A215,97434,97415,Saint-Paul,974,1,Appartement,41.0,3,55.251813,-21.105482
2019-1495070,2019-04-09,Vente,100000.0,369,CD 41,0100,97419,97408,La Possession,974,1,Appartement,67.0,3,55.369732,-20.924589
2019-1495073,2019-03-21,Vente,115000.0,18,RUE PAUL LOUIS LEMERLE,0516,97438,97418,Sainte-Marie,974,0,Maison,92.0,4,55.517432,-20.907755
2019-1495074,2019-03-20,Vente terrain à bâtir,142000.0,16,RUE BOIS MAIGRE,0562,97419,97408,La Possession,974,0,Maison,84.0,4,55.37733,-20.926222
2019-1495075,2019-04-08,Vente,327495.0,19,CHE DES POINSETTIAS,1121,97417,97411,Saint-Denis,974,0,Maison,70.0,4,55.414516,-20.899653
2019-1495076,2019-03-18,Vente,315000.0,56,RUE DE L'ECOLE,0408,97438,97418,Sainte-Marie,974,0,Maison,92.0,4,55.550842,-20.927986
2019-1495078,2019-03-18,Vente en l'état futur d'achèvement,88500.0,2,IMP DU BOIS DE ROSE,0209,97490,97411,Saint-Denis,974,1,Appartement,22.0,1,55.481074,-20.899424
2019-1495080,2019-03-28,Vente,189000.0,225,RUE DU MARCHE,0473,97438,97418,Sainte-Marie,974,1,Appartement,42.0,2,55.5266,-20.92137
2019-1495081,2019-04-10,Vente,63000.0,75,CHE DE LA SOURCE        MOUFIA,1355,97490,97411,Saint-Denis,974,1,Appartement,42.0,2,55.485744,-20.91669
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Appartement,67.0,4,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Appartement,67.0,4,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Appartement,58.0,3,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Appartement,67.0,4,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Appartement,45.0,2,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Appartement,58.0,3,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Appartement,58.0,3,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Appartement,67.0,4,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Appartement,58.0,3,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Maison,59.0,3,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Maison,59.0,3,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Maison,81.0,5,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Maison,70.0,4,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Maison,70.0,4,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Maison,59.0,3,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Appartement,58.0,3,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Appartement,58.0,3,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Appartement,67.0,4,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Maison,70.0,4,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Maison,59.0,3,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Maison,70.0,4,55.632037,-20.987397
2019-1495086,2019-04-01,Vente,5445541.0,28,CHE CELERINE,0096,97412,97402,Bras-Panon,974,0,Appartement,67.0,4,55.632037,-20.987397
