id_mutation.string(),date_mutation.date(2006-01-02),nature_mutation.string(),valeur_fonciere.double(),adresse_numero.int32(),adresse_nom_voie.string(),adresse_code_voie.string(),code_postal.int32(),code_commune.int32(),nom_commune.string(),code_departement.int32(),nombre_lots.int64(),type_local.string(),surface_reelle_bati.double(),nombre_pieces_principales.int32(),longitude.double(),latitude.double()
2023-1287598,2023-01-06,Vente,124000.0,1,CHE DE LA FERME AVICOLE,0194,97419,97408,La Possession,974,1,Appartement,67.0,3,55.369732,-20.924589
2023-1287599,2023-01-03,Vente,1406000.0,27,AV DE BOURBON,0183,97434,97415,Saint-Paul,974,0,Maison,44.0,1,55.222484,-21.0649
2023-1287599,2023-01-03,Vente,1406000.0,27,AV DE BOURBON,0183,97434,97415,Saint-Paul,974,0,Local industriel. commercial ou assimilé,280.0,0,55.222484,-21.0649
2023-1287600,2023-01-16,Vente,565500.0,35,LOT MAUNIER,A070,97410,97416,Saint-Pierre,974,0,Maison,54.0,3,55.480962,-21.339622
2023-1287601,2023-01-17,Vente,131250.0,65,RTE DE BOIS DE NEFLES,0211,97490,97411,Saint-Denis,974,1,Appartement,86.0,4,55.477493,-20.896558
2023-1287604,2023-01-03,Vente,238000.0,39,CHE DU MATARUM,0240,97413,97424,Cilaos,974,0,Maison,100.0,4,55.479181,-21.13322
2023-1287605,2023-01-03,Vente,117500.0,36,RUE BOIS DE SOURCE,0233,97418,97422,Le Tampon,974,0,Maison,48.0,3,55.535947,-21.197196
2023-1287606,2023-01-13,Vente,108000.0,109,ALL DES TOPAZES,1397,97400,97411,Saint-Denis,974,1,Appartement,45.0,2,55.444576,-20.897073
2023-1287607,2023-01-13,Vente,717120.0,19,RUE DU PIGEON RAMIER,2021,97411,97415,Saint-Paul,974,0,Maison,134.0,5,55.315439,-20.979622
2023-1287608,2023-01-16,Vente,566040.0,14,L HERMITAGE LONGUET,B428,97422,97415,Saint-Paul,974,0,Maison,165.0,6,55.269165,-21.074131
2023-1287609,2023-01-17,Vente,290000.0,8,CHE DE LA CHAPELLE (BERNICA),0318,97435,97415,Saint-Paul,974,1,Appartement,77.0,4,55.282709,-21.045063
2023-1287611,2023-01-04,Vente,318424.0,49,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,0,Local industriel. commercial ou assimilé,60.0,0,55.619351,-21.376038
2023-1287611,2023-01-04,Vente,318424.0,49,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,0,Local industriel. commercial ou assimilé,80.0,0,55.619351,-21.376038
2023-1287611,2023-01-04,Vente,318424.0,43,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,0,Appartement,75.0,4,55.619048,-21.376043
2023-1287611,2023-01-04,Vente,318424.0,43,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,0,Appartement,66.0,3,55.619048,-21.376043
2023-1287612,2023-01-04,Vente,245576.0,47,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,0,Appartement,85.0,4,55.619245,-21.376052
2023-1287612,2023-01-04,Vente,245576.0,45,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,0,Local industriel. commercial ou assimilé,58.0,0,55.619175,-21.376048
2023-1287612,2023-01-04,Vente,245576.0,45,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,0,Local industriel. commercial ou assimilé,42.0,0,55.619175,-21.376048
2023-1287612,2023-01-04,Vente,245576.0,45,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,0,Appartement,67.0,3,55.619175,-21.376048
2023-1287614,2023-01-10,Vente,284040.0,95,ALL DES DALHIAS,0371,97421,97414,Saint-Louis,974,0,Appartement,81.0,3,55.446896,-21.278917
2023-1287615,2023-01-13,Vente,500000.0,22,AV DES BENGALIS,0157,97460,97415,Saint-Paul,974,0,Maison,184.0,4,55.27152,-21.02705
2023-1287617,2023-01-12,Vente,245000.0,113,RTE DE L EPERON,0553,97435,97415,Saint-Paul,974,1,Appartement,61.0,3,55.252695,-21.042775
2023-1287618,2023-01-05,Vente,484868.0,3,IMP CHARLES LONTSI,1386,97410,97416,Saint-Pierre,974,0,Maison,124.0,4,55.52755,-21.333273
2023-1287619,2023-01-03,Vente,80000.0,80,CHE SAINT-ALME,0358,97419,97408,La Possession,974,0,Maison,60.0,3,55.3275,-20.965588
2023-1287620,2023-01-06,Vente,247000.0,133,RUE DU DOCTEUR CHARRIERE,0660,97430,97422,Le Tampon,974,0,Maison,85.0,3,55.515916,-21.255677
2023-1287621,2023-01-09,Vente,66000.0,45,CHE DES PECHERS,1094,97490,97411,Saint-Denis,974,1,Appartement,22.0,1,55.477226,-20.910051
2023-1287622,2023-01-03,Vente,70000.0,1,RUE DE GRECE,0477,97430,97422,Le Tampon,974,3,Appartement,25.0,2,55.508727,-21.274038
2023-1287624,2023-01-10,Vente,241300.0,31,RUE DE L ETABLE,0222,97429,97405,Petite-Île,974,0,Maison,130.0,6,55.587024,-21.336761
2023-1287625,2023-01-17,Vente,312000.0,8,RUE DES CLEMENTINES,1593,97410,97416,Saint-Pierre,974,0,Maison,93.0,4,55.462081,-21.301649
2023-1287626,2023-01-16,Vente,598890.0,180,CHE SUMMER N 1 (ST G LES BNS),1404,97434,97415,Saint-Paul,974,0,Maison,91.0,4,55.227233,-21.045568
2023-1287627,2023-01-19,Vente,48000.0,5,RUE DE L ANJOU,0094,97490,97411,Saint-Denis,974,1,Appartement,22.0,1,55.491002,-20.90187
2023-1287628,2023-01-18,Vente,130000.0,13,RUE DE LA CLINIQUE,0341,97490,97411,Saint-Denis,974,1,Appartement,55.0,3,55.479055,-20.900893
2023-1287629,2023-01-19,Vente,145000.0,11,CHE DU CANAL URBAIN,0331,97441,97420,Sainte-Suzanne,974,1,Appartement,57.0,3,55.605494,-20.903918
2023-1287630,2023-01-05,Vente,220000.0,4,IMP ARMAND FALLIERES,0144,97430,97422,Le Tampon,974,0,Maison,170.0,6,55.516545,-21.284149
2023-1287631,2023-01-09,Vente,240000.0,12,RUE DES FRANCOLINS,0591,97429,97405,Petite-Île,974,0,Maison,114.0,3,55.57094,-21.351016
2023-1287633,2023-01-09,Vente,390000.0,6,CHE JULES VIENNE,0330,97429,97405,Petite-Île,974,0,Maison,110.0,4,55.575632,-21.368614
2023-1287634,2023-01-09,Vente,150000.0,206,RUE GERARD PHILIPPE,0971,97430,97422,Le Tampon,974,1,Appartement,60.0,2,55.520567,-21.258931
2023-1287635,2023-01-10,Vente,98500.0,119,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,1,Appartement,53.0,2,55.622032,-21.371819
2023-1287636,2023-01-05,Vente,115000.0,35,CHE ROLAND GARROS,0256,97410,97416,Saint-Pierre,974,0,Maison,81.0,5,55.530544,-21.332945
2023-1287637,2023-01-04,Vente,315000.0,16,RUE THOMY DANY,0860,97424,97413,Saint-Leu,974,0,Maison,96.0,5,55.310818,-21.220162
2023-1287638,2023-01-03,Vente,120000.0,119,RUE LECONTE DE LISLE,0930,97480,97412,Saint-Joseph,974,1,Appartement,59.0,3,55.622032,-21.371819
2023-1287639,2023-01-06,Vente,258950.0,107,CHE RICQUEBOURG,0804,97416,97413,Saint-Leu,974,0,Maison,67.0,3,55.32182,-21.159696
2023-1287641,2023-01-06,Vente,282100.0,15,RUE ALVERDY,0120,97430,97422,Le Tampon,974,0,Appartement,45.0,3,55.507026,-21.283891
2023-1287641,2023-01-06,Vente,282100.0,15,RUE ALVERDY,0120,97430,97422,Le Tampon,974,0,Appartement,65.0,3,55.507026,-21.283891
2023-1287641,2023-01-06,Vente,282100.0,15,RUE ALVERDY,0120,97430,97422,Le Tampon,974,0,Appartement,57.0,3,55.507026,-21.283891
2023-1287641,2023-01-06,Vente,282100.0,15,RUE ALVERDY,0120,97430,97422,Le Tampon,974,0,Appartement,45.0,3,55.507026,-21.283891
2023-1287642,2023-01-03,Vente,300000.0,39,ALL DES RUBIS,1225,97400,97411,Saint-Denis,974,0,Maison,93.0,6,55.444596,-20.899301
2023-1287643,2023-01-20,Vente,138000.0,13,RUE DES TOURTEREAUX,1402,97400,97411,Saint-Denis,974,2,Appartement,81.0,3,55.461366,-20.900092
2023-1287644,2023-01-09,Vente,184000.0,2,CHE MAXIMUS,1601,97432,97416,Saint-Pierre,974,1,Appartement,58.0,3,55.489765,-21.299398
2023-1287645,2023-01-17,Vente,212000.0,139,CHE DUBUISSON,0434,97436,97413,Saint-Leu,974,1,Appartement,41.0,2,55.292144,-21.173237
2023-1287646,2023-01-10,Vente,127000.0,57,RUE DE L EGLISE,0119,97425,97401,Les Avirons,974,2,Appartement,47.0,2,55.337193,-21.239344
2023-1287647,2023-01-20,Vente,482000.0,159,CHE DUFOURG LES HAUTS,0442,97490,97411,Saint-Denis,974,0,Maison,81.0,4,55.500204,-20.922714
2023-1287647,2023-01-20,Vente,482000.0,159,CHE DUFOURG LES HAUTS,0442,97490,97411,Saint-Denis,974,0,Maison,60.0,4,55.500204,-20.922714
2023-1287647,2023-01-20,Vente,482000.0,159,CHE DUFOURG LES HAUTS,0442,97490,97411,Saint-Denis,974,0,Maison,133.0,4,55.500204,-20.922714
2023-1287648,2023-01-23,Vente,105300.0,56,AV EUDOXIE NONGE,0516,97490,97411,Saint-Denis,974,1,Appartement,63.0,3,55.495226,-20.899
2023-1287649,2023-01-06,Vente,618000.0,11,CHE GUILLAUME,0225,97412,97402,Bras-Panon,974,0,Maison,144.0,6,55.698563,-21.000946
2023-1287650,2023-01-06,Vente,130000.0,102,CHE NEUF LA MONTAGNE,0998,97417,97411,Saint-Denis,974,1,Appartement,78.0,3,55.421133,-20.884963
2023-1287651,2023-01-17,Vente,170000.0,1,RUE DES DAHLIAS,0435,97411,97415,Saint-Paul,974,0,Maison,68.0,5,55.32909,-20.980595
2023-1287652,2023-01-19,Vente,260000.0,45,CHE SUMMER N 1 (ST G LES BNS),1404,97434,97415,Saint-Paul,974,2,Appartement,46.0,2,55.225353,-21.04937
2023-1287654,2023-01-10,Vente,792000.0,41,RUE ADENOR PAYET,0020,97429,97405,Petite-Île,974,0,Maison,100.0,4,55.569396,-21.356363
2023-1287654,2023-01-10,Vente,792000.0,41,RUE ADENOR PAYET,0020,97429,97405,Petite-Île,974,0,Maison,100.0,4,55.569396,-21.356363
2023-1287656,2023-01-10,Vente,160500.0,58,RUE DE LA SOURCE,1360,97400,97411,Saint-Denis,974,2,Appartement,75.0,4,55.447046,-20.890959
2023-1287657,2023-01-04,Vente,227434.0,13,CHE ACADINE,0010,97422,97415,Saint-Paul,974,0,Maison,40.0,2,55.274097,-21.090578
2023-1287657,2023-01-04,Vente,227434.0,13,CHE ACADINE,0010,97422,97415,Saint-Paul,974,0,Maison,40.0,2,55.274097,-21.090578
2023-1287658,2023-01-18,Vente,150000.0,27,RUE GUY DAMOUR,0641,97441,97420,Sainte-Suzanne,974,0,Maison,165.0,6,55.640135,-20.93476
2023-1287659,2023-01-05,Vente,162000.0,33,RUE DE LA BOURGOGNE,0226,97490,97411,Saint-Denis,974,1,Appartement,77.0,4,55.48574,-20.909084
2023-1287660,2023-01-12,Vente,20000.0,10,N 2 DEVIATION,0477,97470,97410,Saint-Benoît,974,0,Maison,72.0,4,55.713561,-21.041115
2023-1287662,2023-01-12,Vente,150000.0,33,RUE OLIVIER MANES,0236,97433,97421,Salazie,974,0,Maison,167.0,3,55.516669,-21.064129
2023-1287662,2023-01-12,Vente,150000.0,33,RUE OLIVIER MANES,0236,97433,97421,Salazie,974,0,Maison,167.0,3,55.516669,-21.064129
2023-1287663,2023-01-12,Vente,77000.0,27,LOT LA SOURCE,A034,97439,97419,Sainte-Rose,974,0,Maison,72.0,4,55.82323,-21.195127
2023-1287666,2023-01-05,Vente,300000.0,134,RUE GEORGES POMPIDOU,0240,97433,97421,Salazie,974,0,Local industriel. commercial ou assimilé,60.0,0,55.539895,-21.026692
2023-1287666,2023-01-05,Vente,300000.0,134,RUE GEORGES POMPIDOU,0240,97433,97421,Salazie,974,0,Local industriel. commercial ou assimilé,272.0,0,55.539895,-21.026692
2023-1287667,2023-01-23,Vente,213000.0,17,CHE RAPHAEL BABET,1637,97430,97422,Le Tampon,974,1,Appartement,53.0,4,55.497473,-21.270908
2023-1287668,2023-01-05,Vente,88000.0,7,RUE DES GOYAVES STE CLOTI,0573,97490,97411,Saint-Denis,974,1,Appartement,23.0,1,55.484329,-20.894308
2023-1287668,2023-01-05,Vente,88000.0,7,RUE DES GOYAVES STE CLOTI,0573,97490,97411,Saint-Denis,974,1,Appartement,21.0,1,55.484329,-20.894308
2023-1287670,2023-01-18,Vente,200000.0,9,CHE LA PAIX,0150,97470,97410,Saint-Benoît,974,0,Maison,55.0,4,55.697112,-21.008263
2023-1287671,2023-01-18,Vente,159750.0,15,RUE DIOMARD,0146,97412,97402,Bras-Panon,974,0,Maison,66.0,5,55.644434,-20.98484
2023-1287672,2023-01-06,Vente,74000.0,42,AV DESBASSYNS,0391,97490,97411,Saint-Denis,974,1,Appartement,31.0,1,55.479827,-20.890314
2023-1287673,2023-01-05,Vente,185000.0,26,RUE DE L ABATTOIR,0010,97400,97411,Saint-Denis,974,1,Appartement,66.0,3,55.443835,-20.878704
2023-1287675,2023-01-09,Vente,470000.0,49,RUE LUC DONAT,0233,97419,97408,La Possession,974,0,Maison,85.0,4,55.32978,-20.958503
2023-1287676,2023-01-13,Vente,162338.0,12,ROC DE L OASIS,1194,97400,97411,Saint-Denis,974,1,Appartement,76.0,3,55.465635,-20.89819
2023-1287678,2023-01-05,Vente,298920.0,105,RTE DES AZALEES,0127,97400,97411,Saint-Denis,974,0,Maison,127.0,6,55.435066,-20.925534
2023-1287679,2023-01-05,Vente,129000.0,952,CHE VALENTIN,1880,97440,97409,Saint-André,974,0,Maison,72.0,4,55.674596,-20.96202
2023-1287680,2023-01-04,Vente,109350.0,40,RUE DES ARUMS,0080,97431,97406,La Plaine-des-Palmistes,974,0,Maison,35.0,2,55.639871,-21.118133
2023-1287680,2023-01-04,Vente,109350.0,40,RUE DES ARUMS,0080,97431,97406,La Plaine-des-Palmistes,974,0,Maison,35.0,2,55.639871,-21.118133
2023-1287683,2023-01-17,Vente,410000.0,12,IMP AH THON,1850,97411,97415,Saint-Paul,974,0,Maison,107.0,5,55.326578,-20.996137
2023-1287685,2023-01-12,Vente,60000.0,10,RUE DES CYTISES,0384,97400,97411,Saint-Denis,974,1,Appartement,28.0,1,55.459792,-20.897306
2023-1287686,2023-01-09,Vente,98000.0,8,CHE DES CHENES,0048,97413,97424,Cilaos,974,0,Maison,40.0,3,55.476037,-21.128788
2023-1287686,2023-01-09,Vente,98000.0,8,CHE DES CHENES,0048,97413,97424,Cilaos,974,0,Maison,40.0,3,55.476037,-21.128788
2023-1287688,2023-01-12,Vente,134000.0,19,AV MAHATMA GANDHI,0696,97441,97420,Sainte-Suzanne,974,1,Appartement,66.0,3,55.633329,-20.926069
2023-1287689,2023-01-23,Vente,240000.0,23,CHE DES LONGOSES,0793,97400,97411,Saint-Denis,974,1,Appartement,79.0,4,55.45719,-20.907527
2023-1287690,2023-01-18,Vente,270000.0,122,CHE DE L'HERMITAGE,1038,97430,97422,Le Tampon,974,0,Maison,101.0,4,55.517998,-21.259287
2023-1287692,2023-01-12,Vente,50000.0,53,CHE ARMANETTE,0145,97430,97422,Le Tampon,974,0,Maison,59.0,4,55.526652,-21.248367
2023-1287692,2023-01-12,Vente,50000.0,53,CHE ARMANETTE,0145,97430,97422,Le Tampon,974,0,Maison,59.0,4,55.526652,-21.248367
2023-1287693,2023-01-12,Vente,100000.0,13,RUE BENJOINS,0025,97414,97403,Entre-Deux,974,0,Maison,64.0,2,55.48149,-21.246036
2023-1287694,2023-01-23,Vente,363170.0,42,RUE HENRI BENARD,0584,97432,97416,Saint-Pierre,974,0,Maison,129.0,6,55.479081,-21.280757
2023-1287696,2023-01-13,Vente,1953300.0,16,RUE DES STERNES,1391,97434,97415,Saint-Paul,974,0,Maison,121.0,4,55.223181,-21.041841
2023-1287697,2023-01-13,Vente,500000.0,42,RUE DE PARIS,0263,97419,97408,La Possession,974,0,Maison,112.0,3,55.337943,-20.958972
2023-1287698,2023-01-16,Vente,150000.0,12,CHE NEUF,0980,97421,97414,Saint-Louis,974,0,Maison,68.0,5,55.444412,-21.242499
2023-1287699,2023-01-16,Vente,130000.0,39,RUE GEORGES MOY DE LA CROIX,0151,97410,97416,Saint-Pierre,974,0,Maison,39.0,3,55.484022,-21.345542
2023-1287700,2023-01-16,Vente,430000.0,14,IMP DES LETCHIS,0680,97410,97416,Saint-Pierre,974,0,Maison,148.0,3,55.523815,-21.334051
2023-1287702,2023-01-06,Vente,60000.0,20,RUE LEONCE BENARD,0620,97416,97413,Saint-Leu,974,0,Maison,31.0,2,55.322675,-21.155092
2023-1287702,2023-01-06,Vente,60000.0,20,RUE LEONCE BENARD,0620,97416,97413,Saint-Leu,974,0,Maison,31.0,2,55.322675,-21.155092
2023-1287705,2023-01-13,Vente,175000.0,21,RUE EMMANUEL TEXER,0173,97419,97408,La Possession,974,1,Appartement,61.0,3,55.335244,-20.927893
2023-1287708,2023-01-11,Vente,388402.0,1,RUE DES CHOCAS,0097,97429,97405,Petite-Île,974,0,Maison,126.0,4,55.560006,-21.34569
2023-1287709,2023-01-18,Vente,120000.0,12,ROC DE L OASIS,1194,97400,97411,Saint-Denis,974,1,Appartement,55.0,3,55.465635,-20.89819
2023-1287711,2023-01-16,Vente,22517.84,37,RUE DU PERE MICHEL,0305,97419,97408,La Possession,974,0,Maison,47.0,3,55.323319,-20.965236
2023-1287712,2023-01-16,Vente,36484.39,96,RUE DU PERE MICHEL,0305,97419,97408,La Possession,974,0,Maison,57.0,2,55.323018,-20.96437
2023-1287713,2023-01-16,Vente,28842.0,2,RUE DU PERE MICHEL,0305,97419,97408,La Possession,974,0,Maison,57.0,4,55.324657,-20.965488
2023-1287714,2023-01-17,Vente,300000.0,57,RUE PASTEUR,1080,97400,97411,Saint-Denis,974,1,Appartement,107.0,4,55.452187,-20.878076
2023-1287716,2023-01-04,Vente,44500.0,10,RUE YVES MONTAND,0178,97438,97418,Sainte-Marie,974,1,Appartement,23.0,1,55.555574,-20.898453
2023-1287717,2023-01-19,Vente,85150.0,43,RUE MGR DE BEAUMONT,0920,97400,97411,Saint-Denis,974,1,Appartement,19.0,1,55.456143,-20.882796
2023-1287718,2023-01-10,Vente,112600.0,9,AV DES COCOTIERS,0335,97400,97411,Saint-Denis,974,1,Appartement,55.0,2,55.46216,-20.893416
2023-1287719,2023-01-10,Vente,245000.0,1,RUE ACHILLE BERG,1559,97400,97411,Saint-Denis,974,1,Appartement,79.0,4,55.45848,-20.907772
2023-1287721,2023-01-11,Vente,163000.0,2,CHE MAXIMUS,1601,97432,97416,Saint-Pierre,974,1,Appartement,58.0,3,55.489765,-21.299398
2023-1287723,2023-01-11,Vente,17955.0,86,CHE PITON SAHALE,1554,97418,97422,Le Tampon,974,0,Maison,50.0,3,55.557021,-21.204971
2023-1287724,2023-01-11,Vente,83000.0,12,RUE SARDA GARRIGA,1790,97430,97422,Le Tampon,974,1,Appartement,41.0,2,55.520118,-21.282526
2023-1287725,2023-01-12,Vente,154000.0,2,CHE COCO,0310,97450,97414,Saint-Louis,974,1,Maison,70.0,3,55.419324,-21.289164
2023-1287726,2023-01-12,Vente,140000.0,8,CHE DE LA SOURCE,1227,97480,97412,Saint-Joseph,974,0,Maison,110.0,4,55.652421,-21.380805
2023-1287727,2023-01-13,Vente,279300.0,14,VC ANCIENNE RN3 CONDE,0381,97432,97416,Saint-Pierre,974,0,Maison,34.0,3,55.502766,-21.300541
2023-1287727,2023-01-13,Vente,279300.0,14,VC ANCIENNE RN3 CONDE,0381,97432,97416,Saint-Pierre,974,0,Maison,74.0,5,55.502766,-21.300541
2023-1287727,2023-01-13,Vente,279300.0,14,VC ANCIENNE RN3 CONDE,0381,97432,97416,Saint-Pierre,974,0,Maison,25.0,2,55.502766,-21.300541
2023-1287728,2023-01-12,Vente,50000.0,20,CHE NELSON LEBON,1406,97430,97422,Le Tampon,974,0,Maison,105.0,4,55.498851,-21.272152
2023-1287733,2023-01-18,Vente,120000.0,27,RUE EUGENE DAYOT,0180,97419,97408,La Possession,974,1,Appartement,45.0,2,55.334364,-20.927865
2023-1287734,2023-01-20,Vente,150000.0,52,RUE RAYMOND MONDON,0328,97419,97408,La Possession,974,1,Appartement,44.0,2,55.342348,-20.924526
2023-1287735,2023-01-06,Vente,1941463.0,5122,RUE EUGENE DELOUISE,0183,97419,97408,La Possession,974,0,Local industriel. commercial ou assimilé,1040.0,0,55.321796,-20.963385
2023-1287736,2023-01-20,Vente,86200.0,35,RUE ALEXANDER FLEMING,0100,97430,97422,Le Tampon,974,1,Appartement,53.0,2,55.526874,-21.272305
2023-1287737,2023-01-23,Vente,190990.0,4,RUE DU PORT,1170,97434,97415,Saint-Paul,974,1,Appartement,27.0,2,55.224235,-21.053461
2023-1287738,2023-01-12,Vente,88000.0,44,CHE DES LONGOSES,0793,97400,97411,Saint-Denis,974,1,Appartement,39.0,1,55.45681,-20.906675
2023-1287740,2023-01-24,Vente,288500.0,340,RUE YLANG YLANG,0452,97438,97418,Sainte-Marie,974,1,Appartement,82.0,4,55.525871,-20.917583
2023-1287743,2023-01-12,Vente,235000.0,27,RUE DES JAMBLONS,0677,97450,97414,Saint-Louis,974,0,Maison,82.0,6,55.41944,-21.279257
2023-1287751,2023-01-04,Vente,675000.0,11,ALL DES GLOXINIAS,0572,97410,97416,Saint-Pierre,974,0,Maison,165.0,6,55.496266,-21.325211
2023-1287752,2023-01-17,Vente,130000.0,94,CHE BEGUE,0034,97438,97418,Sainte-Marie,974,0,Maison,50.0,2,55.532178,-20.938986
2023-1287752,2023-01-17,Vente,130000.0,94,CHE BEGUE,0034,97438,97418,Sainte-Marie,974,0,Maison,16.0,1,55.532178,-20.938986
2023-1287752,2023-01-17,Vente,130000.0,94,CHE BEGUE,0034,97438,97418,Sainte-Marie,974,0,Maison,30.0,1,55.532178,-20.938986
2023-1287752,2023-01-17,Vente,130000.0,94,CHE BEGUE,0034,97438,97418,Sainte-Marie,974,0,Maison,24.0,1,55.532178,-20.938986
2023-1287755,2023-01-27,Vente,56000.0,3,RUE DE L ANJOU,0094,97490,97411,Saint-Denis,974,1,Appartement,20.0,1,55.490874,-20.902756
2023-1287755,2023-01-27,Vente,56000.0,3,RUE DE L ANJOU,0094,97490,97411,Saint-Denis,974,1,Appartement,18.0,1,55.490874,-20.902756
2023-1287756,2023-01-03,Vente,460000.0,78,RUE LORY LES HAUTS,0781,97490,97411,Saint-Denis,974,0,Maison,64.0,4,55.480442,-20.897141
2023-1287757,2023-01-17,Vente en l'état futur d'achèvement,350000.0,56,RUE DU CENDRAGON,0368,97460,97415,Saint-Paul,974,0,Maison,71.0,4,55.270479,-21.034679
2023-1287758,2023-01-20,Vente,58000.0,105,RUE VOLTAIRE,1967,97440,97409,Saint-André,974,1,Appartement,70.0,2,55.656301,-20.946702
2023-1287760,2023-01-16,Vente en l'état futur d'achèvement,227850.0,118,RTE DE TROIS BASSINS,1445,97435,97415,Saint-Paul,974,1,Local industriel. commercial ou assimilé,91.0,0,55.267492,-21.052127
2023-1287761,2023-01-25,Vente,344500.0,42,RUE JULES AUBER,0680,97400,97411,Saint-Denis,974,1,Appartement,83.0,4,55.451792,-20.876088
2023-1287762,2023-01-20,Vente,127000.0,7,ALL DES ZINNIAS,1513,97490,97411,Saint-Denis,974,1,Appartement,37.0,2,55.466209,-20.885327
2023-1287763,2023-01-06,Vente,570000.0,46,CHE DE L ETAT MAJOR,0511,97417,97411,Saint-Denis,974,0,Maison,160.0,5,55.432169,-20.878841
2023-1287765,2023-01-26,Vente,220000.0,11,RUE MAT DU PAVILLON,0860,97400,97411,Saint-Denis,974,1,Appartement,93.0,6,55.447414,-20.87432
