id_mutation.string(),date_mutation.date(2006-01-02),nature_mutation.string(),valeur_fonciere.double(),adresse_numero.int32(),adresse_nom_voie.string(),adresse_code_voie.string(),code_postal.int32(),code_commune.int32(),nom_commune.string(),code_departement.int32(),nombre_lots.int64(),type_local.string(),surface_reelle_bati.double(),nombre_pieces_principales.int32(),longitude.double(),latitude.double()
2022-1628894,2022-03-28,Vente,2351029.2,6,IMP ARTHUR RIMBAUD,0039,97427,97404,L'Étang-Salé,974,0,Maison,93.0,4,55.372518,-21.265221
2022-1628894,2022-03-28,Vente,2351029.2,6,IMP ARTHUR RIMBAUD,0039,97427,97404,L'Étang-Salé,974,0,Maison,69.0,3,55.372394,-21.265189
2022-1628894,2022-03-28,Vente,2351029.2,6,IMP ARTHUR RIMBAUD,0039,97427,97404,L'Étang-Salé,974,0,Maison,93.0,4,55.372322,-21.26518
2022-1628894,2022-03-28,Vente,2351029.2,6,IMP ARTHUR RIMBAUD,0039,97427,97404,L'Étang-Salé,974,0,Maison,72.0,3,55.372237,-21.26514
2022-1628894,2022-03-28,Vente,2351029.2,6,IMP ARTHUR RIMBAUD,0039,97427,97404,L'Étang-Salé,974,0,Maison,94.0,4,55.372126,-21.26514
2022-1628894,2022-03-28,Vente,2351029.2,6,IMP ARTHUR RIMBAUD,0039,97427,97404,L'Étang-Salé,974,0,Maison,109.0,5,55.372578,-21.265434
2022-1628894,2022-03-28,Vente,2351029.2,6,IMP ARTHUR RIMBAUD,0039,97427,97404,L'Étang-Salé,974,0,Maison,109.0,5,55.37236,-21.265426
2022-1628894,2022-03-28,Vente,2351029.2,6,IMP ARTHUR RIMBAUD,0039,97427,97404,L'Étang-Salé,974,0,Maison,109.0,5,55.372156,-21.265386
2022-1628895,2022-03-11,Vente,552000.0,3,RUE DU CABESTAN,0129,97424,97413,Saint-Leu,974,0,Maison,108.0,4,55.297156,-21.199176
2022-1628897,2022-01-12,Vente,82000.0,42,RUE FERDINAND AUBER,0495,97470,97410,Saint-Benoît,974,0,Maison,96.0,4,55.718088,-21.039452
2022-1628898,2022-01-14,Vente,50000.0,8,RUE DU LYCEE,0791,97490,97411,Saint-Denis,974,1,Appartement,14.0,1,55.485374,-20.90798
2022-1628900,2022-03-31,Vente,120000.0,269,RUE HUBERT DELISLE,0650,97421,97414,Saint-Louis,974,0,Maison,47.0,4,55.452164,-21.269344
2022-1628901,2022-01-05,Vente,315000.0,23,RUE DES CROTONS,0148,97427,97404,L'Étang-Salé,974,0,Maison,135.0,5,55.369132,-21.269547
2022-1628902,2022-03-16,Vente,38000.0,5,RUE D ALSACE,0050,97400,97411,Saint-Denis,974,1,Appartement,41.0,2,55.462461,-20.885702
2022-1628903,2022-03-30,Vente,1092000.0,140,RUE MARIUS ET ARY LEBLOND,0990,97460,97415,Saint-Paul,974,0,Maison,48.0,3,55.275665,-21.004962
2022-1628903,2022-03-30,Vente,1092000.0,140,RUE MARIUS ET ARY LEBLOND,0990,97460,97415,Saint-Paul,974,0,Maison,60.0,4,55.275665,-21.004962
2022-1628906,2022-02-17,Vente,173000.0,90,RUE ROMAIN ROLLAND,0335,97419,97408,La Possession,974,1,Appartement,63.0,3,55.330603,-20.951319
2022-1628909,2022-04-06,Vente,45000.0,9,RUE AMBROISE VOLLARD,0059,97400,97411,Saint-Denis,974,1,Maison,93.0,4,55.452599,-20.89079
2022-1628910,2022-04-07,Vente,322300.0,208,CHE DU TOUR DES ROCHES,1440,97460,97415,Saint-Paul,974,0,Maison,88.0,4,55.284463,-21.010555
2022-1628911,2022-03-30,Vente en l'état futur d'achèvement,112500.0,169,RUE DU GENERAL AILLERET,0951,97430,97422,Le Tampon,974,1,Appartement,23.0,1,55.509883,-21.268087
2022-1628912,2022-04-07,Vente,170435.0,9,RUE DES CYPRIS,0373,97434,97415,Saint-Paul,974,1,Appartement,24.0,1,55.241839,-21.092118
2022-1628913,2022-03-30,Vente en l'état futur d'achèvement,104850.0,169,RUE DU GENERAL AILLERET,0951,97430,97422,Le Tampon,974,1,Appartement,24.0,1,55.509883,-21.268087
2022-1628914,2022-03-30,Vente,108850.0,167,RUE DU GENERAL AILLERET,0951,97430,97422,Le Tampon,974,1,Appartement,22.0,1,55.509673,-21.268263
2022-1628916,2022-04-06,Vente,379000.0,160,CD 41,0100,97419,97408,La Possession,974,1,Appartement,115.0,4,55.360355,-20.927606
2022-1628917,2022-03-23,Vente,100000.0,32,CHE BORCHER,0180,97423,97415,Saint-Paul,974,0,Local industriel. commercial ou assimilé,87.0,0,55.298028,-21.046859
2022-1628917,2022-03-23,Vente,100000.0,32,CHE BORCHER,0180,97423,97415,Saint-Paul,974,0,Local industriel. commercial ou assimilé,87.0,0,55.298028,-21.046859
2022-1628918,2022-04-05,Vente,380160.0,46,RUE PAUL LOUIS LEMERLE,0516,97438,97418,Sainte-Marie,974,0,Maison,83.0,4,55.518712,-20.908204
2022-1628919,2022-03-28,Vente,471000.0,146,CHE EMMANUEL HOARAU,0522,97410,97416,Saint-Pierre,974,0,Maison,133.0,4,55.466572,-21.302526
2022-1628920,2022-03-31,Vente en l'état futur d'achèvement,259000.0,10,RUE EMMANUEL TEXER,0173,97419,97408,La Possession,974,1,Appartement,58.0,3,55.336013,-20.927951
2022-1628921,2022-04-14,Vente,175000.0,73,RUE HUBERT DELISLE,0804,97480,97412,Saint-Joseph,974,0,Maison,80.0,3,55.603448,-21.347866
2022-1628922,2022-04-14,Vente,125000.0,12,ALL MONTPLAISIR,0962,97400,97411,Saint-Denis,974,1,Appartement,47.0,2,55.458267,-20.89196
2022-1628923,2022-04-14,Vente,267200.0,6,RUE DES ECOLIERS,0595,97480,97412,Saint-Joseph,974,0,Maison,200.0,7,55.60431,-21.346677
2022-1628924,2022-04-12,Vente,116428.0,3,RUE DES ABEILLES,0354,97432,97416,Saint-Pierre,974,1,Appartement,37.0,2,55.498856,-21.300704
2022-1628925,2022-04-13,Vente,392233.0,109,RUE D APRES,0100,97400,97411,Saint-Denis,974,0,Local industriel. commercial ou assimilé,134.0,0,55.458393,-20.888052
2022-1628927,2022-04-13,Vente,200000.0,88,CHE PELLIER,1480,97430,97422,Le Tampon,974,0,Maison,71.0,3,55.531085,-21.262801
2022-1628930,2022-04-14,Vente,120000.0,4,IMP DU CLOS DES PALOMBES,0652,97430,97422,Le Tampon,974,0,Maison,76.0,4,55.523475,-21.291947
2022-1628930,2022-04-14,Vente,120000.0,4,IMP DU CLOS DES PALOMBES,0652,97430,97422,Le Tampon,974,0,Maison,76.0,4,55.523475,-21.291947
2022-1628931,2022-04-11,Vente,40000.0,14,RUE DU BEARN,0157,97490,97411,Saint-Denis,974,1,Appartement,23.0,1,55.489445,-20.903177
2022-1628932,2022-04-05,Vente,44179.0,14,RUE DU BEARN,0157,97490,97411,Saint-Denis,974,1,Appartement,22.0,1,55.489445,-20.903177
2022-1628934,2022-04-14,Vente,515000.0,13,RLE DES ATTES,0070,97436,97413,Saint-Leu,974,1,Appartement,49.0,2,55.290447,-21.17623
2022-1628934,2022-04-14,Vente,515000.0,13,RLE DES ATTES,0070,97436,97413,Saint-Leu,974,1,Appartement,61.0,3,55.290447,-21.17623
2022-1628935,2022-04-08,Vente,72500.0,17,IMP MAURICE KRIEGEL VALRIMONT,0516,97419,97408,La Possession,974,1,Appartement,28.0,1,55.332999,-20.962732
2022-1628937,2022-04-11,Vente,54900.0,1,RUE DE L ANJOU,0094,97490,97411,Saint-Denis,974,1,Appartement,20.0,1,55.490874,-20.902756
2022-1628938,2022-04-12,Vente,1742180.8,38,CHE SAINT PAUL,0816,97424,97413,Saint-Leu,974,0,Maison,86.0,5,55.302066,-21.223585
2022-1628938,2022-04-12,Vente,1742180.8,38,CHE SAINT PAUL,0816,97424,97413,Saint-Leu,974,0,Maison,58.0,3,55.302066,-21.223585
2022-1628938,2022-04-12,Vente,1742180.8,38,CHE SAINT PAUL,0816,97424,97413,Saint-Leu,974,0,Maison,58.0,3,55.302066,-21.223585
2022-1628938,2022-04-12,Vente,1742180.8,38,CHE SAINT PAUL,0816,97424,97413,Saint-Leu,974,0,Maison,58.0,3,55.302066,-21.223585
2022-1628938,2022-04-12,Vente,1742180.8,38,CHE SAINT PAUL,0816,97424,97413,Saint-Leu,974,0,Maison,74.0,4,55.302066,-21.223585
2022-1628938,2022-04-12,Vente,1742180.8,38,CHE SAINT PAUL,0816,97424,97413,Saint-Leu,974,0,Maison,74.0,4,55.302066,-21.223585
2022-1628938,2022-04-12,Vente,1742180.8,38,CHE SAINT PAUL,0816,97424,97413,Saint-Leu,974,0,Maison,79.0,4,55.302066,-21.223585
2022-1628938,2022-04-12,Vente,1742180.8,38,CHE SAINT PAUL,0816,97424,97413,Saint-Leu,974,0,Maison,58.0,3,55.302066,-21.223585
2022-1628938,2022-04-12,Vente,1742180.8,38,CHE SAINT PAUL,0816,97424,97413,Saint-Leu,974,0,Maison,74.0,4,55.302066,-21.223585
2022-1628938,2022-04-12,Vente,1742180.8,38,CHE SAINT PAUL,0816,97424,97413,Saint-Leu,974,0,Maison,74.0,4,55.302066,-21.223585
2022-1628938,2022-04-12,Vente,1742180.8,38,CHE SAINT PAUL,0816,97424,97413,Saint-Leu,974,0,Maison,86.0,5,55.302066,-21.223585
2022-1628938,2022-04-12,Vente,1742180.8,38,CHE SAINT PAUL,0816,97424,97413,Saint-Leu,974,0,Maison,75.0,4,55.302066,-21.223585
2022-1628938,2022-04-12,Vente,1742180.8,38,CHE SAINT PAUL,0816,97424,97413,Saint-Leu,974,0,Maison,58.0,3,55.302066,-21.223585
2022-1628938,2022-04-12,Vente,1742180.8,38,CHE SAINT PAUL,0816,97424,97413,Saint-Leu,974,0,Maison,86.0,5,55.302066,-21.223585
2022-1628939,2022-04-12,Vente,120000.0,45,CHE COMMINS,0359,97417,97411,Saint-Denis,974,1,Appartement,43.0,2,55.407471,-20.890758
2022-1628941,2022-03-28,Vente,168000.0,662,CHE BRUNET,0340,97440,97409,Saint-André,974,1,Maison,83.0,4,55.658709,-20.941979
2022-1628947,2022-03-31,Vente,180000.0,23,RUE DES CACTUS,0900,97470,97410,Saint-Benoît,974,1,Maison,87.0,4,55.703279,-21.028724
2022-1628948,2022-04-19,Vente,70000.0,10,IMP DU PUITS,0405,97414,97403,Entre-Deux,974,0,Maison,65.0,4,55.474575,-21.236148
2022-1628948,2022-04-19,Vente,70000.0,10,IMP DU PUITS,0405,97414,97403,Entre-Deux,974,0,Maison,65.0,4,55.474575,-21.236148
2022-1628951,2022-03-30,Vente,100000.0,71,LOT DUHAL 1,A150,97470,97410,Saint-Benoît,974,0,Appartement,45.0,3,55.719177,-21.044857
2022-1628954,2022-04-01,Vente,360000.0,45,CHE DES LANTANAS,0837,97434,97415,Saint-Paul,974,1,Appartement,68.0,4,55.224869,-21.038318
2022-1628957,2022-04-15,Vente,45500.0,7,RUE DES JACINTHES,0634,97490,97411,Saint-Denis,974,1,Appartement,19.0,1,55.484795,-20.910343
2022-1628958,2022-04-15,Vente,120000.0,15,RUE CHARLES GOUNOD,0310,97400,97411,Saint-Denis,974,1,Appartement,44.0,2,55.453826,-20.876873
2022-1628959,2022-04-04,Vente,170000.0,172,AV RAYMOND BARRE,0324,97427,97404,L'Étang-Salé,974,0,Local industriel. commercial ou assimilé,75.0,0,55.359798,-21.261037
2022-1628959,2022-04-04,Vente,170000.0,172,AV RAYMOND BARRE,0324,97427,97404,L'Étang-Salé,974,0,Maison,70.0,3,55.359798,-21.261037
2022-1628961,2022-03-30,Vente,1500000.0,7,RUE DU CAP HOMARD,0367,97434,97415,Saint-Paul,974,0,Maison,80.0,5,55.220423,-21.034617
2022-1628962,2022-04-11,Vente,233486.0,63,AV DES MARTINS,0992,97460,97415,Saint-Paul,974,1,Appartement,64.0,3,55.266499,-21.026462
2022-1628963,2022-03-25,Vente,63800.0,3,RUE EUGENE DESCAMPS,0457,97490,97411,Saint-Denis,974,1,Appartement,42.0,1,55.480957,-20.901135
2022-1628964,2022-03-25,Vente,67650.0,5,RUE GASTON DEFFERRE,0688,97490,97411,Saint-Denis,974,2,Appartement,33.0,1,55.481778,-20.901018
2022-1628965,2022-03-25,Vente,69900.0,72,AV EUDOXIE NONGE,0516,97490,97411,Saint-Denis,974,1,Appartement,31.0,1,55.494623,-20.899706
2022-1628966,2022-04-08,Vente,138970.0,10,RUE DES DODOS,0464,97434,97415,Saint-Paul,974,1,Appartement,27.0,1,55.238415,-21.093052
2022-1628967,2022-04-08,Vente,410000.0,55,RTE DU TROU D EAU,1453,97434,97415,Saint-Paul,974,1,Maison,109.0,5,55.240988,-21.09737
2022-1628968,2022-04-12,Vente,297040.0,34,RUE DES SALINES,1342,97434,97415,Saint-Paul,974,1,Appartement,64.0,3,55.240693,-21.093235
2022-1628969,2022-04-12,Vente,603000.0,11,RUE DES CARDINAUX,0333,97460,97415,Saint-Paul,974,0,Maison,143.0,4,55.264658,-21.027184
2022-1628970,2022-04-11,Vente,3000.0,10,RUE DU COMMANDANT COUSTEAU,0209,97436,97413,Saint-Leu,974,0,Maison,80.0,3,55.29864,-21.141442
2022-1628970,2022-04-11,Vente,3000.0,10,RUE DU COMMANDANT COUSTEAU,0209,97436,97413,Saint-Leu,974,0,Maison,80.0,3,55.29864,-21.141442
2022-1628973,2022-04-05,Vente,76000.0,7,RUE DES JACINTHES,0634,97490,97411,Saint-Denis,974,1,Appartement,32.0,2,55.484795,-20.910343
2022-1628974,2022-04-05,Vente,223000.0,79,ALL DES SAPHIRS,1338,97400,97411,Saint-Denis,974,1,Appartement,65.0,3,55.447121,-20.893998
2022-1628975,2022-04-04,Vente,245000.0,174,RUE LOUIS HOAREAU,0664,97441,97420,Sainte-Suzanne,974,0,Maison,78.0,3,55.589299,-20.921898
2022-1628975,2022-04-04,Vente,245000.0,174,RUE LOUIS HOAREAU,0664,97441,97420,Sainte-Suzanne,974,0,Maison,35.0,2,55.589299,-20.921898
2022-1628976,2022-03-17,Vente,73500.0,20,ALL CHARLES BAUDELAIRE,0267,97490,97411,Saint-Denis,974,0,Maison,45.0,3,55.485297,-20.887793
2022-1628977,2022-04-06,Vente,225895.12,161,RUE DU GAL DE GAULLE,0570,97400,97411,Saint-Denis,974,1,Appartement,70.0,3,55.462314,-20.883947
2022-1628978,2022-04-21,Vente,550000.0,12,RUE DES SEYCHELLES,0833,97436,97413,Saint-Leu,974,0,Maison,149.0,5,55.280158,-21.144054
2022-1628979,2022-04-19,Vente,65000.0,3,RUE DES BECS ROSES,0052,97412,97402,Bras-Panon,974,1,Appartement,45.0,2,55.681074,-20.99667
2022-1628980,2022-04-21,Vente,98000.0,314,CHE ADAM DE VILLIERS,0040,97430,97422,Le Tampon,974,1,Appartement,19.0,1,55.507539,-21.26686
2022-1628980,2022-04-21,Vente,98000.0,314,CHE ADAM DE VILLIERS,0040,97430,97422,Le Tampon,974,1,Appartement,19.0,1,55.507539,-21.26686
2022-1628981,2022-03-31,Vente,180000.0,177,RUE EMMANUEL BUREL,0813,97430,97422,Le Tampon,974,0,Maison,73.0,5,55.502468,-21.263648
2022-1628982,2022-04-04,Vente,150000.0,224,AV DU GENERAL DE GAULLE RN2,0566,97410,97416,Saint-Pierre,974,0,Local industriel. commercial ou assimilé,70.0,0,55.52329,-21.35929
2022-1628982,2022-04-04,Vente,150000.0,224,AV DU GENERAL DE GAULLE RN2,0566,97410,97416,Saint-Pierre,974,0,Appartement,70.0,3,55.52329,-21.35929
2022-1628986,2022-04-05,Vente,157400.0,40,RUE JOSEPH HUBERT,0635,97410,97416,Saint-Pierre,974,1,Appartement,42.0,2,55.474883,-21.333381
2022-1628987,2022-04-04,Vente,65000.0,15,RTE DE MONTGAILLARD,0950,97400,97411,Saint-Denis,974,1,Appartement,24.0,1,55.467592,-20.898832
2022-1628988,2022-04-04,Vente,600000.0,114,RUE DES COCOTIERS,0914,97436,97413,Saint-Leu,974,0,Maison,104.0,4,55.275729,-21.148538
2022-1628989,2022-04-06,Vente,95000.0,26,RUE DES ANEMONES,0089,97490,97411,Saint-Denis,974,1,Appartement,76.0,3,55.483274,-20.91215
2022-1628990,2022-04-06,Vente,220000.0,1,ALL HECTOR BERLIOZ,0644,97421,97414,Saint-Louis,974,0,Maison,90.0,4,55.439935,-21.256496
2022-1628991,2022-04-07,Vente,100000.0,45,RUE JULIETTE DODU,0760,97421,97414,Saint-Louis,974,0,Maison,65.0,3,55.438011,-21.236301
2022-1628995,2022-03-31,Vente,340000.0,65,RUE CHARLES BAUDELAIRE,0315,97430,97422,Le Tampon,974,0,Maison,127.0,5,55.499932,-21.255084
2022-1628997,2022-03-31,Vente,130000.0,1,RUE AUGUSTE BRUNET,0057,97480,97412,Saint-Joseph,974,2,Local industriel. commercial ou assimilé,76.0,0,55.621385,-21.379357
2022-1629000,2022-04-12,Vente,64000.0,6,BD DE LA SOURCE,1350,97400,97411,Saint-Denis,974,1,Local industriel. commercial ou assimilé,20.0,0,55.448272,-20.891784
2022-1629000,2022-04-12,Vente,64000.0,6,BD DE LA SOURCE,1350,97400,97411,Saint-Denis,974,1,Local industriel. commercial ou assimilé,25.0,0,55.448272,-20.891784
2022-1629001,2022-03-31,Vente,261000.0,14,RLE DES FRERES LUMIERE,0928,97430,97422,Le Tampon,974,0,Maison,116.0,6,55.511597,-21.269293
2022-1629002,2022-03-29,Vente,120000.0,77,RUE GRAND FOND INTERIEUR,0260,97414,97403,Entre-Deux,974,0,Maison,72.0,5,55.467256,-21.239664
2022-1629003,2022-03-31,Vente,175000.0,29,RUE LE BORD,0326,97414,97403,Entre-Deux,974,0,Maison,113.0,7,55.472535,-21.2438
2022-1629006,2022-04-01,Vente,300000.0,8,RUE DES LOTUS,0236,97419,97408,La Possession,974,0,Maison,87.0,3,55.351254,-20.927981
2022-1629007,2022-04-01,Vente,296000.0,13,LOT GRONDIN (RUE DES FUSCHIAS),A067,97480,97412,Saint-Joseph,974,0,Maison,79.0,4,55.606361,-21.375274
2022-1629009,2022-03-31,Vente,190000.0,5010,IMP SAINT JEAN,0703,97441,97420,Sainte-Suzanne,974,0,Maison,84.0,3,55.617784,-20.950378
2022-1629010,2022-04-01,Vente,100000.0,20,CHE GUILLAUME,0225,97412,97402,Bras-Panon,974,0,Maison,45.0,3,55.699114,-21.000276
2022-1629011,2022-04-07,Vente,293630.0,47,RUE ANTOINE ROUSSIN,0097,97490,97411,Saint-Denis,974,0,Maison,49.0,2,55.497609,-20.916992
2022-1629012,2022-04-12,Vente,214000.0,48,RUE DES ENGAGES,1866,97434,97415,Saint-Paul,974,1,Appartement,32.0,2,55.239654,-21.086547
2022-1629016,2022-04-21,Vente,230000.0,5,RUE GASTON OZOUX,0210,97412,97402,Bras-Panon,974,0,Maison,153.0,7,55.689362,-21.003528
2022-1629018,2022-04-21,Vente,230000.0,26,RUE DE PARIS,0263,97419,97408,La Possession,974,1,Maison,50.0,1,55.337185,-20.960995
2022-1629019,2022-03-25,Vente,155000.0,2,RUE JACQUOT,0780,97460,97415,Saint-Paul,974,1,Appartement,60.0,3,55.283796,-20.982218
2022-1629021,2022-04-15,Vente,549400.0,4,RUE SATURNE,0362,97419,97408,La Possession,974,0,Maison,150.0,5,55.336013,-20.941108
2022-1629022,2022-03-30,Vente,770000.0,9,RUE DES PRIMEVERES,1206,97435,97415,Saint-Paul,974,0,Maison,211.0,4,55.263994,-21.058164
2022-1629023,2022-03-23,Vente,149900.0,24,RUE LOUIS PARNY,0294,97431,97406,La Plaine-des-Palmistes,974,0,Maison,105.0,6,55.619099,-21.146405
2022-1629024,2022-04-13,Vente,85000.0,212,ALL DES TOPAZES,1397,97400,97411,Saint-Denis,974,1,Appartement,22.0,1,55.443434,-20.906418
2022-1629025,2022-04-12,Vente,287500.0,21,RUE RHIN ET DANUBE,1260,97460,97415,Saint-Paul,974,1,Local industriel. commercial ou assimilé,98.0,0,55.27105,-21.009203
2022-1629026,2022-04-14,Vente,345150.0,2,RUE JACQUES AUBERT,1828,97435,97415,Saint-Paul,974,1,Appartement,72.0,4,55.260186,-21.047069
2022-1629027,2022-04-15,Vente,200000.0,18,RLE DES MANDARINES,0157,97425,97401,Les Avirons,974,0,Maison,19.0,2,55.332122,-21.233494
2022-1629028,2022-04-15,Vente,170000.0,46,RUE DES CRYPTOMERIAS(P DES C),0367,97418,97422,Le Tampon,974,0,Maison,83.0,3,55.557079,-21.22445
2022-1629030,2022-03-28,Vente,370000.0,22,CHE DE LA VALLEE,0937,97410,97416,Saint-Pierre,974,0,Maison,84.0,5,55.456824,-21.303986
2022-1629032,2022-04-21,Vente,270000.0,1,RUE ACHILLE BERG,1559,97400,97411,Saint-Denis,974,1,Appartement,67.0,3,55.45848,-20.907772
2022-1629035,2022-04-06,Vente,240000.0,121,RUE SAINTE MARIE,1320,97400,97411,Saint-Denis,974,1,Appartement,80.0,4,55.458222,-20.882627
2022-1629037,2022-03-29,Vente,840000.0,53,RUE DU GENERAL LAMBERT,0500,97436,97413,Saint-Leu,974,0,Local industriel. commercial ou assimilé,400.0,0,55.288487,-21.163242
2022-1629037,2022-03-29,Vente,840000.0,53,RUE DU GENERAL LAMBERT,0500,97436,97413,Saint-Leu,974,0,Local industriel. commercial ou assimilé,400.0,0,55.288487,-21.163242
2022-1629038,2022-03-29,Vente,125000.0,18,RUE CALMETTE ET GUERIN,0230,97421,97414,Saint-Louis,974,1,Appartement,56.0,3,55.430958,-21.261666
2022-1629039,2022-04-08,Vente,122785.0,1,RUE SURCOUF,1410,97460,97415,Saint-Paul,974,1,Appartement,33.0,2,55.22253,-21.073694
2022-1629040,2022-04-01,Vente en l'état futur d'achèvement,108800.0,12,RUE DU BEARN,0157,97490,97411,Saint-Denis,974,1,Appartement,22.0,1,55.489818,-20.903137
2022-1629043,2022-04-04,Vente,1842921.9,1,IMP JEAN RUET,1321,97480,97412,Saint-Joseph,974,0,Maison,68.0,3,55.607037,-21.332527
2022-1629043,2022-04-04,Vente,1842921.9,1,IMP JEAN RUET,1321,97480,97412,Saint-Joseph,974,0,Maison,91.0,4,55.607037,-21.332527
2022-1629043,2022-04-04,Vente,1842921.9,1,IMP JEAN RUET,1321,97480,97412,Saint-Joseph,974,0,Maison,100.0,5,55.607037,-21.332527
2022-1629043,2022-04-04,Vente,1842921.9,1,IMP JEAN RUET,1321,97480,97412,Saint-Joseph,974,0,Maison,73.0,3,55.607037,-21.332527
2022-1629043,2022-04-04,Vente,1842921.9,1,IMP JEAN RUET,1321,97480,97412,Saint-Joseph,974,0,Maison,80.0,3,55.607037,-21.332527
2022-1629043,2022-04-04,Vente,1842921.9,1,IMP JEAN RUET,1321,97480,97412,Saint-Joseph,974,0,Maison,58.0,2,55.607037,-21.332527
2022-1629043,2022-04-04,Vente,1842921.9,1,IMP JEAN RUET,1321,97480,97412,Saint-Joseph,974,0,Maison,70.0,3,55.607037,-21.332527
2022-1629043,2022-04-04,Vente,1842921.9,1,IMP JEAN RUET,1321,97480,97412,Saint-Joseph,974,0,Maison,70.0,3,55.607037,-21.332527
2022-1629043,2022-04-04,Vente,1842921.9,1,IMP JEAN RUET,1321,97480,97412,Saint-Joseph,974,0,Maison,68.0,3,55.607037,-21.332527
2022-1629043,2022-04-04,Vente,1842921.9,1,IMP JEAN RUET,1321,97480,97412,Saint-Joseph,974,0,Maison,91.0,4,55.607037,-21.332527
2022-1629043,2022-04-04,Vente,1842921.9,1,IMP JEAN RUET,1321,97480,97412,Saint-Joseph,974,0,Maison,58.0,2,55.607037,-21.332527
2022-1629043,2022-04-04,Vente,1842921.9,1,IMP JEAN RUET,1321,97480,97412,Saint-Joseph,974,0,Maison,91.0,4,55.607037,-21.332527
2022-1629043,2022-04-04,Vente,1842921.9,1,IMP JEAN RUET,1321,97480,97412,Saint-Joseph,974,0,Maison,92.0,4,55.607037,-21.332527
2022-1629043,2022-04-04,Vente,1842921.9,1,IMP JEAN RUET,1321,97480,97412,Saint-Joseph,974,0,Maison,58.0,2,55.607037,-21.332527
2022-1629043,2022-04-04,Vente,1842921.9,1,IMP JEAN RUET,1321,97480,97412,Saint-Joseph,974,0,Maison,91.0,4,55.607037,-21.332527
2022-1629045,2022-03-31,Vente,55000.0,1,RUE DE GRECE,0477,97430,97422,Le Tampon,974,2,Appartement,19.0,1,55.508727,-21.274038
2022-1629047,2022-04-07,Vente,67000.0,5,SEN DU RUISSEAU,1229,97490,97411,Saint-Denis,974,1,Appartement,44.0,2,55.478343,-20.901189
2022-1629048,2022-04-12,Vente,255000.0,21,RUE RICO CARPAYE,0465,97441,97420,Sainte-Suzanne,974,0,Maison,80.0,6,55.640859,-20.935512
2022-1629049,2022-04-08,Vente,380000.0,13,CHE DES TAMARINS LA MTAGN,1384,97417,97411,Saint-Denis,974,0,Maison,110.0,5,55.41326,-20.884912
2022-1629050,2022-04-01,Vente,78480.0,4,CHE DORET,0700,97418,97422,Le Tampon,974,0,Maison,99.0,3,55.573043,-21.202417
2022-1629051,2022-04-05,Vente,56000.0,89,RUE DE LA RAVINE BLANCHE,1650,97430,97422,Le Tampon,974,1,Appartement,29.0,1,55.516998,-21.273976
2022-1629052,2022-04-07,Vente,105000.0,59,CHE PIERRE ABROUSSE,1548,97430,97422,Le Tampon,974,0,Maison,65.0,4,55.495874,-21.241097
2022-1629053,2022-04-05,Vente,236310.0,20,IMP DE TOURAINE,1911,97418,97422,Le Tampon,974,0,Maison,108.0,4,55.559806,-21.222703
2022-1629059,2022-03-30,Vente,160000.0,3,RUE RAPHAEL DOUYERE,1640,97418,97422,Le Tampon,974,0,Maison,76.0,4,55.542974,-21.199852
2022-1629061,2022-04-13,Vente,220000.0,70,RUE ALEXANDRE BEGUE,0040,97416,97413,Saint-Leu,974,0,Maison,100.0,3,55.312684,-21.139214
2022-1629062,2022-03-11,Vente,24000.0,378,RTE DE BOIS DE NEFLES,0211,97490,97411,Saint-Denis,974,1,Appartement,22.0,1,55.475025,-20.913819
2022-1629063,2022-04-04,Vente,39600.0,241,RUE MARIUS ET ARY LEBLOND,1310,97430,97422,Le Tampon,974,1,Appartement,24.0,1,55.524444,-21.273313
2022-1629064,2022-04-13,Vente,370000.0,42,CHE PAUL LEGROS RDC,0783,97432,97416,Saint-Pierre,974,0,Maison,100.0,4,55.470825,-21.291928
2022-1629065,2022-03-25,Vente,36000.0,6,RUE DU LYCEE,0791,97490,97411,Saint-Denis,974,1,Appartement,20.0,1,55.485374,-20.90798
2022-1629066,2022-04-13,Vente,317000.0,53,RUE DES ENGAGES,1866,97434,97415,Saint-Paul,974,1,Appartement,70.0,3,55.240143,-21.086493
2022-1629067,2022-04-01,Vente,270000.0,405,CHE STEPHANE CD39,0911,97432,97416,Saint-Pierre,974,0,Maison,85.0,3,55.489937,-21.272814
2022-1629069,2022-04-22,Vente,473950.0,107,RUE DES COCOTIERS,0914,97436,97413,Saint-Leu,974,0,Maison,152.0,5,55.276555,-21.148534
2022-1629070,2022-04-07,Vente,256800.0,3,HAM CLAIRS MATINS,A045,97470,97410,Saint-Benoît,974,0,Maison,92.0,4,55.704073,-21.032913
2022-1629071,2022-04-01,Vente en l'état futur d'achèvement,109701.0,169,RUE DU GENERAL AILLERET,0951,97430,97422,Le Tampon,974,1,Appartement,20.0,1,55.509883,-21.268087
2022-1629072,2022-04-19,Vente,120000.0,27,RUE DES KAKIS,0766,97421,97414,Saint-Louis,974,0,Maison,85.0,4,55.431152,-21.253772
2022-1629072,2022-04-19,Vente,120000.0,27,RUE DES KAKIS,0766,97421,97414,Saint-Louis,974,0,Maison,85.0,4,55.431152,-21.253772
2022-1629073,2022-04-04,Vente en l'état futur d'achèvement,104850.0,169,RUE DU GENERAL AILLERET,0951,97430,97422,Le Tampon,974,1,Appartement,24.0,1,55.509883,-21.268087
