id_mutation.string(),date_mutation.date(2006-01-02),nature_mutation.string(),valeur_fonciere.double(),adresse_numero.int32(),adresse_nom_voie.string(),adresse_code_voie.string(),code_postal.int32(),code_commune.int32(),nom_commune.string(),code_departement.int32(),nombre_lots.int64(),type_local.string(),surface_reelle_bati.double(),nombre_pieces_principales.int32(),longitude.double(),latitude.double()
2022-1626769,2022-01-18,Vente,243500.0,3,CHE HAUTBOIS,0603,97417,97411,Saint-Denis,974,1,Appartement,58.0,3,55.424643,-20.888637
2022-1626771,2022-01-10,Vente,162920.0,51,CHE BOTTARD,0199,97434,97415,Saint-Paul,974,1,Appartement,25.0,1,55.231098,-21.051437
2022-1626772,2022-01-06,Vente,414725.0,82,RUE DES ARGONAUTES,0045,97434,97415,Saint-Paul,974,0,Maison,85.0,5,55.240764,-21.094516
2022-1626774,2022-01-05,Vente,70000.0,48,RUE MONTHYON,0960,97400,97411,Saint-Denis,974,1,Appartement,42.0,2,55.455513,-20.887624
2022-1626775,2022-01-24,Vente,452000.0,1,CHE DES ACAJOUS,0013,97490,97411,Saint-Denis,974,0,Maison,30.0,2,55.476209,-20.902266
2022-1626776,2022-01-12,Vente,380000.0,29,RUE DES PETRELS,1524,97417,97411,Saint-Denis,974,0,Maison,83.0,3,55.412286,-20.889926
2022-1626781,2022-01-14,Vente,954100.0,13,CHE DE LA VIGIE,1463,97417,97411,Saint-Denis,974,0,Maison,259.0,7,55.43269,-20.883567
2022-1626781,2022-01-14,Vente,954100.0,13,CHE DE LA VIGIE,1463,97417,97411,Saint-Denis,974,0,Maison,259.0,7,55.43269,-20.883567
2022-1626782,2022-01-19,Vente,129350.0,8,RUE DE LA CITE FONTAINE,0519,97400,97411,Saint-Denis,974,1,Appartement,40.0,2,55.45848,-20.889396
2022-1626785,2022-01-06,Vente,133600.0,15,RUE EMMANUEL TEXER,0173,97419,97408,La Possession,974,1,Appartement,63.0,3,55.33566,-20.928195
2022-1626786,2022-01-04,Vente,270000.0,45,RUE SAINTE ANNE,1310,97400,97411,Saint-Denis,974,1,Appartement,46.0,2,55.452741,-20.880995
2022-1626786,2022-01-04,Vente,270000.0,45,RUE SAINTE ANNE,1310,97400,97411,Saint-Denis,974,1,Appartement,63.0,2,55.452741,-20.880995
2022-1626790,2022-01-05,Vente,247000.0,91,RUE FRANCOIS DE MAHY,0552,97490,97411,Saint-Denis,974,0,Maison,100.0,4,55.485683,-20.895873
2022-1626791,2022-01-19,Vente,110000.0,13,RUE DE MADAGASCAR,1491,97400,97411,Saint-Denis,974,1,Appartement,60.0,3,55.469926,-20.895621
2022-1626792,2022-01-19,Vente,360000.0,5,RTE DE MONTGAILLARD,0950,97400,97411,Saint-Denis,974,0,Maison,135.0,4,55.468308,-20.898677
2022-1626793,2022-01-18,Vente,163000.0,2,CHE MAXIMUS,1601,97432,97416,Saint-Pierre,974,1,Appartement,58.0,3,55.489765,-21.299398
2022-1626794,2022-01-13,Vente,186000.0,1,ALL DES PORCELAINES,0991,97436,97413,Saint-Leu,974,1,Appartement,47.0,1,55.288341,-21.179874
2022-1626795,2022-01-20,Vente,83000.0,50,CHE MAUNIER,1220,97440,97409,Saint-André,974,1,Appartement,59.0,3,55.656085,-20.960474
2022-1626797,2022-01-13,Vente,450000.0,63,CHE BOUSSOLE,0117,97424,97413,Saint-Leu,974,0,Maison,78.0,4,55.334617,-21.221328
2022-1626797,2022-01-13,Vente,450000.0,63,CHE BOUSSOLE,0117,97424,97413,Saint-Leu,974,0,Maison,78.0,4,55.334617,-21.221328
2022-1626798,2022-01-13,Vente,190000.0,501,RTE NATIONALE 2,0160,97439,97419,Sainte-Rose,974,0,Maison,70.0,4,55.82591,-21.16987
2022-1626799,2022-01-20,Vente,110000.0,13,RUE DE LA CITERNE,0275,97480,97412,Saint-Joseph,974,0,Maison,60.0,4,55.615717,-21.370521
2022-1626800,2022-01-03,Vente,63000.0,81,RUE DE LA RAVINE BLANCHE,1650,97430,97422,Le Tampon,974,0,Maison,50.0,3,55.516886,-21.274
2022-1626801,2022-01-03,Vente,343000.0,70,CHE CRESCENCE,0909,97436,97413,Saint-Leu,974,0,Maison,112.0,4,55.305039,-21.167239
2022-1626803,2022-01-04,Vente,73000.0,30,IMP DE LA VANILLE,1427,97490,97411,Saint-Denis,974,1,Appartement,39.0,1,55.482061,-20.901305
2022-1626807,2022-01-05,Vente,400000.0,3,RUE JEAN ALBANY,0205,97419,97408,La Possession,974,0,Maison,120.0,6,55.333066,-20.963772
2022-1626809,2022-01-10,Vente,220000.0,86,RUE ADRIEN LAGOURGUE,0023,97424,97413,Saint-Leu,974,0,Appartement,70.0,2,55.311739,-21.220667
2022-1626809,2022-01-10,Vente,220000.0,86,RUE ADRIEN LAGOURGUE,0023,97424,97413,Saint-Leu,974,0,Appartement,80.0,3,55.311739,-21.220667
2022-1626810,2022-01-11,Vente,87400.0,49,RUE JULIETTE DODU,0760,97421,97414,Saint-Louis,974,0,Maison,76.0,4,55.438474,-21.235993
2022-1626812,2022-01-13,Vente,131000.0,3,RUE DES ABEILLES,0354,97432,97416,Saint-Pierre,974,1,Appartement,44.0,2,55.498856,-21.300704
2022-1626813,2022-01-18,Vente,148500.0,59,CHE LEOPOLD BRABANT,1157,97430,97422,Le Tampon,974,0,Maison,52.0,3,55.548167,-21.308627
2022-1626816,2022-01-07,Vente,201500.0,269,CHE MAZEAU,1362,97430,97422,Le Tampon,974,0,Maison,71.0,4,55.518379,-21.248559
2022-1626817,2022-01-11,Vente,246225.0,1,IMP DES CYCAS,0375,97434,97415,Saint-Paul,974,1,Appartement,52.0,2,55.239574,-21.090997
2022-1626818,2022-01-06,Vente,320000.0,37,RLE CARCANY,0113,97431,97406,La Plaine-des-Palmistes,974,0,Maison,134.0,6,55.599462,-21.149614
2022-1626818,2022-01-06,Vente,320000.0,37,RLE CARCANY,0113,97431,97406,La Plaine-des-Palmistes,974,0,Maison,134.0,6,55.599462,-21.149614
2022-1626819,2022-01-20,Vente,170000.0,86,RUE JULES OLIVIER,0690,97400,97411,Saint-Denis,974,2,Appartement,85.0,4,55.45528,-20.883132
2022-1626820,2022-01-07,Vente,435000.0,4,IMP BOURBON,1554,97410,97416,Saint-Pierre,974,0,Maison,128.0,5,55.485074,-21.336055
2022-1626821,2022-01-07,Vente,585000.0,2,IMP DES PAILLE EN QUEUE,1554,97426,97423,Les Trois-Bassins,974,1,Maison,111.0,5,55.264535,-21.122891
2022-1626822,2022-01-19,Vente,108000.0,97,RUE TESSAN,1391,97490,97411,Saint-Denis,974,1,Appartement,58.0,3,55.477818,-20.898102
2022-1626824,2022-01-07,Vente,489000.0,159,CHE CONCESSION,0477,97432,97416,Saint-Pierre,974,0,Maison,100.0,4,55.503475,-21.292534
2022-1626828,2022-01-20,Vente,150000.0,145,RTE GABRIEL MACE,0556,97490,97411,Saint-Denis,974,1,Appartement,95.0,3,55.495111,-20.918937
2022-1626829,2022-01-18,Vente,100000.0,63,RUE EDGAR AVRIL,0790,97430,97422,Le Tampon,974,1,Maison,78.0,4,55.525825,-21.286105
2022-1626830,2022-01-25,Vente,248000.0,1050,CHE FANTAISIE,0740,97440,97409,Saint-André,974,0,Maison,110.0,4,55.674614,-20.944723
2022-1626831,2022-01-19,Vente,150000.0,34,CHE CHANE PANE,0463,97432,97416,Saint-Pierre,974,0,Maison,75.0,3,55.449831,-21.297684
2022-1626832,2022-01-26,Vente,106000.0,123,RUE DES DEUX CANONS,0421,97490,97411,Saint-Denis,974,1,Appartement,68.0,4,55.474174,-20.893813
2022-1626833,2022-01-26,Vente,300000.0,3,CHE DES TROENES,1421,97490,97411,Saint-Denis,974,0,Maison,99.0,4,55.495089,-20.923952
2022-1626834,2022-01-26,Vente,95000.0,18,AV STANISLAS GIMART,1367,97490,97411,Saint-Denis,974,1,Appartement,64.0,3,55.475113,-20.893167
2022-1626835,2022-01-26,Vente,83000.0,71,RUE TESSAN,1391,97490,97411,Saint-Denis,974,1,Appartement,49.0,2,55.47873,-20.896394
2022-1626836,2022-01-19,Vente,335000.0,9,IMP STEPHANE LOUISO,0695,97410,97416,Saint-Pierre,974,1,Maison,82.0,4,55.511683,-21.354105
2022-1626837,2022-01-13,Vente,110000.0,78,CHE SAINTE CELINE,0264,97432,97416,Saint-Pierre,974,0,Maison,79.0,4,55.463252,-21.286265
2022-1626837,2022-01-13,Vente,110000.0,78,CHE SAINTE CELINE,0264,97432,97416,Saint-Pierre,974,0,Maison,107.0,5,55.463252,-21.286265
2022-1626838,2022-01-26,Vente,86400.0,71,RUE TESSAN,1391,97490,97411,Saint-Denis,974,1,Appartement,49.0,2,55.47873,-20.896394
2022-1626839,2022-01-26,Vente,98000.0,4,RUE DES MANGUIERS,0820,97400,97411,Saint-Denis,974,1,Appartement,57.0,2,55.453665,-20.889384
2022-1626840,2022-01-19,Vente,313490.0,13,IMP DES MARJOLAINES,0540,97431,97406,La Plaine-des-Palmistes,974,0,Maison,118.0,4,55.627867,-21.140247
2022-1626841,2022-01-14,Vente,74340.0,6,RUE DES AMARANTES,0052,97490,97411,Saint-Denis,974,1,Appartement,29.0,1,55.474679,-20.893066
2022-1626844,2022-01-27,Vente,60000.0,5,ALL DE LA MER,0726,97410,97416,Saint-Pierre,974,0,Maison,58.0,2,55.438536,-21.315606
2022-1626846,2022-01-20,Vente,250000.0,74,CHE DU CHALET,0297,97430,97422,Le Tampon,974,0,Maison,94.0,4,55.5285,-21.25684
2022-1626848,2022-01-20,Vente,191000.0,7,IMP SOLENDRA,0462,97431,97406,La Plaine-des-Palmistes,974,0,Maison,97.0,5,55.62375,-21.139376
2022-1626849,2022-01-19,Vente,130000.0,81,RUE GEORGES LEBEAU,0240,97431,97406,La Plaine-des-Palmistes,974,0,Maison,64.0,4,55.624044,-21.147621
2022-1626851,2022-01-18,Vente,30000.0,33,CHE DES ORCHIDEES,0699,97416,97413,Saint-Leu,974,0,Maison,31.0,3,55.32589,-21.159211
2022-1626852,2022-01-06,Vente,220000.0,3,ALL DES MYOSOTIS,0981,97421,97414,Saint-Louis,974,0,Maison,116.0,3,55.440325,-21.283534
2022-1626853,2022-01-06,Vente,441100.0,21,CHE FREDELINE,0554,97410,97416,Saint-Pierre,974,0,Local industriel. commercial ou assimilé,1266.0,0,55.466266,-21.312697
2022-1626855,2022-01-25,Vente,170000.0,26,RUE DE L ABATTOIR,0010,97400,97411,Saint-Denis,974,1,Appartement,65.0,3,55.443835,-20.878704
2022-1626856,2022-01-12,Vente,245000.0,26,RUE EMILE LALLEMAND,0812,97430,97422,Le Tampon,974,0,Maison,74.0,4,55.522349,-21.248729
2022-1626856,2022-01-12,Vente,245000.0,26,RUE EMILE LALLEMAND,0812,97430,97422,Le Tampon,974,0,Maison,74.0,4,55.522349,-21.248729
2022-1626857,2022-01-19,Vente terrain à bâtir,64120.0,383,RUE MICHEL MONTAIGNE,1278,97440,97409,Saint-André,974,0,Maison,75.0,3,55.663452,-20.939237
2022-1626859,2022-01-10,Vente,90000.0,19,CHE SAINTE MARGUERITE,0430,97437,97410,Saint-Benoît,974,0,Maison,42.0,4,55.737326,-21.071205
2022-1626860,2022-01-17,Vente,52900.0,105,RTE DE BOIS DE NEFLES,0211,97490,97411,Saint-Denis,974,1,Appartement,19.0,1,55.475693,-20.899271
2022-1626861,2022-01-24,Vente,195000.0,7,CHE DES AZALEES,0588,97441,97420,Sainte-Suzanne,974,0,Maison,84.0,4,55.585562,-20.928904
2022-1626862,2022-01-13,Vente,200000.0,70,RTE DU PARADIS,0211,97438,97418,Sainte-Marie,974,0,Maison,112.0,4,55.544395,-20.939286
2022-1626863,2022-01-14,Vente,310000.0,702,CHE MAUNIER,1220,97440,97409,Saint-André,974,0,Maison,93.0,4,55.661414,-20.957405
2022-1626864,2022-01-19,Vente,750000.0,27,RUE LUCIEN DUCHEMANN,0751,97470,97410,Saint-Benoît,974,0,Maison,80.0,5,55.715504,-21.041151
2022-1626865,2022-01-19,Vente en l'état futur d'achèvement,104850.0,169,RUE DU GENERAL AILLERET,0951,97430,97422,Le Tampon,974,1,Appartement,24.0,1,55.509883,-21.268087
2022-1626866,2022-01-19,Vente,650000.0,25,RUE LUCIEN DUCHEMANN,0751,97470,97410,Saint-Benoît,974,0,Maison,75.0,4,55.715699,-21.041132
2022-1626866,2022-01-19,Vente,650000.0,25,RUE LUCIEN DUCHEMANN,0751,97470,97410,Saint-Benoît,974,0,Maison,75.0,4,55.715699,-21.041132
2022-1626867,2022-01-18,Vente,82500.0,26,RUE DES ANEMONES,0089,97490,97411,Saint-Denis,974,1,Appartement,57.0,2,55.483274,-20.91215
2022-1626871,2022-01-05,Vente en l'état futur d'achèvement,196385.0,5411,RTE DU THEATRE,1436,97434,97415,Saint-Paul,974,2,Local industriel. commercial ou assimilé,55.0,0,55.251013,-21.042609
2022-1626873,2022-01-20,Vente,250000.0,4,CHE DES CASQUES,0285,97434,97415,Saint-Paul,974,1,Appartement,44.0,2,55.254934,-21.107869
2022-1626874,2022-01-17,Vente,155000.0,32,ALL DES LETCHIS,0630,97424,97413,Saint-Leu,974,1,Appartement,41.0,2,55.314822,-21.218563
2022-1626876,2022-01-21,Vente,90000.0,9999,LE MOULIN JOLI,B210,97419,97408,La Possession,974,1,Appartement,43.0,2,55.326697,-20.962288
2022-1626877,2022-01-20,Vente,91000.0,226,CHE DU TAN ROUGE,1430,97435,97415,Saint-Paul,974,3,Local industriel. commercial ou assimilé,85.0,0,55.296453,-21.061298
2022-1626878,2022-01-07,Vente,260000.0,4,RLE CALVIN,0071,97420,97407,Le Port,974,0,Maison,61.0,3,55.293034,-20.941021
2022-1626879,2022-01-06,Vente,894280.0,101,RUE MARTINEL LASSAYS,1314,97430,97422,Le Tampon,974,0,Local industriel. commercial ou assimilé,18.0,0,55.51244,-21.281443
2022-1626879,2022-01-06,Vente,894280.0,103,RUE MARTINEL LASSAYS,1314,97430,97422,Le Tampon,974,0,Maison,131.0,5,55.512537,-21.28158
2022-1626880,2022-01-03,Vente,428250.0,20,RUE DES SALINES,1342,97434,97415,Saint-Paul,974,1,Appartement,61.0,3,55.239,-21.093496
2022-1626881,2022-01-04,Vente,80200.0,4,ROC DE L OASIS,1194,97400,97411,Saint-Denis,974,1,Appartement,39.0,2,55.467189,-20.898318
2022-1626882,2022-01-21,Vente,247700.0,386,RTE DE BOIS DE NEFLES,0211,97490,97411,Saint-Denis,974,1,Appartement,97.0,4,55.474737,-20.914994
2022-1626883,2022-01-26,Vente en l'état futur d'achèvement,1703450.0,200,RUE LOUIS LAGOURGUE,0180,97438,97418,Sainte-Marie,974,11,Local industriel. commercial ou assimilé,627.0,0,55.518137,-20.909637
2022-1626884,2022-01-26,Vente,85000.0,12,RUE ANTOINE ROUSSIN,0357,97438,97418,Sainte-Marie,974,1,Appartement,38.0,2,55.555033,-20.900532
2022-1626888,2022-01-25,Vente,160000.0,2,CHE MAXIMUS,1601,97432,97416,Saint-Pierre,974,1,Appartement,58.0,3,55.489765,-21.299398
2022-1626889,2022-01-05,Vente,260000.0,16,RUE JEAN TURPIN,0126,97442,97417,Saint-Philippe,974,0,Maison,90.0,4,55.765806,-21.361454
2022-1626890,2022-01-10,Vente,290000.0,9,RUE ROLAND GARROS,1720,97430,97422,Le Tampon,974,0,Maison,109.0,5,55.517587,-21.277373
2022-1626893,2022-01-06,Vente,300000.0,9,RUE MARIUS ET ARY LEBLOND,1050,97480,97412,Saint-Joseph,974,0,Maison,67.0,3,55.61516,-21.375364
2022-1626894,2022-01-05,Vente,200000.0,11,RUE MAUNIER,1057,97480,97412,Saint-Joseph,974,0,Maison,78.0,3,55.644707,-21.381281
2022-1626895,2022-01-05,Vente,268000.0,39,LOT DE LA VIERGE,A355,97400,97411,Saint-Denis,974,1,Maison,67.0,3,55.470955,-20.897802
2022-1626896,2022-01-05,Vente,1690000.0,8,RUE MIRANDA,1799,97434,97415,Saint-Paul,974,0,Maison,178.0,3,55.224511,-21.062166
2022-1626897,2022-01-26,Vente,340000.0,792,CHE DUBUISSON,0434,97436,97413,Saint-Leu,974,0,Maison,64.0,4,55.303823,-21.173504
2022-1626898,2022-01-05,Vente,241500.0,2,ALL DES PALMIERS (RDC),0772,97432,97416,Saint-Pierre,974,1,Local industriel. commercial ou assimilé,93.0,0,55.481511,-21.286385
2022-1626899,2022-01-25,Vente,254400.0,42,CHE D'EAU ( SALINE),0470,97422,97415,Saint-Paul,974,1,Maison,107.0,3,55.276983,-21.089372
2022-1626900,2022-01-07,Vente,564200.0,18,IMP JACKY FORT,0139,97425,97401,Les Avirons,974,0,Maison,167.0,5,55.337722,-21.244184
2022-1626901,2022-01-04,Vente,188980.0,23,CHE DES AMARYLLIS,0085,97421,97414,Saint-Louis,974,1,Maison,66.0,3,55.42555,-21.264379
2022-1626902,2022-01-07,Vente,36000.0,20,RUE DE L'INDE,1489,97400,97411,Saint-Denis,974,1,Appartement,21.0,1,55.469563,-20.895567
2022-1626903,2022-01-03,Vente,87000.0,37,RUE BOUVET,0230,97400,97411,Saint-Denis,974,1,Appartement,70.0,3,55.462848,-20.88856
2022-1626907,2022-01-03,Vente,434000.0,33,CHE DE LA VIEILLE USINE,0910,97436,97413,Saint-Leu,974,0,Maison,103.0,4,55.299437,-21.154037
2022-1626911,2022-01-07,Vente,440000.0,137,BD NOTRE DAME DE LA TRINITE,1022,97400,97411,Saint-Denis,974,0,Maison,144.0,5,55.469201,-20.898569
2022-1626912,2022-01-06,Vente,125000.0,18,CHE DES ALIZES,0037,97480,97412,Saint-Joseph,974,0,Maison,87.0,3,55.647908,-21.385051
2022-1626913,2022-01-18,Vente,225000.0,340,RUE YLANG YLANG,0452,97438,97418,Sainte-Marie,974,1,Appartement,65.0,3,55.525871,-20.917583
2022-1626914,2022-01-12,Vente,38000.0,109,ALL DES TOPAZES,1397,97400,97411,Saint-Denis,974,1,Appartement,27.0,1,55.444576,-20.897073
2022-1626915,2022-01-26,Vente,200000.0,18,RUE LEON LEPERVANCHE,0240,97419,97408,La Possession,974,0,Maison,76.0,3,55.329948,-20.953274
2022-1626917,2022-01-11,Vente en l'état futur d'achèvement,210000.0,44,RUE SAINT PHILIPPE,1300,97400,97411,Saint-Denis,974,1,Appartement,44.0,2,55.452509,-20.889583
2022-1626918,2022-01-04,Vente,210000.0,186,RTE N  2 BOURBIER LES BAS,0471,97470,97410,Saint-Benoît,974,0,Maison,58.0,4,55.703133,-21.020075
2022-1626919,2022-01-03,Vente,157000.0,58,CHE GAZET          (STE ANNE),0310,97437,97410,Saint-Benoît,974,0,Maison,50.0,4,55.749467,-21.089845
2022-1626920,2022-01-12,Vente,315000.0,103,RUE MAHATMA GANDHY,0988,97435,97415,Saint-Paul,974,0,Maison,166.0,6,55.257153,-21.057255
2022-1626921,2022-01-21,Vente,90000.0,30,CHE DES PECHERS,1094,97490,97411,Saint-Denis,974,1,Appartement,50.0,3,55.476843,-20.91138
2022-1626922,2022-01-03,Vente,225000.0,40,CHE DES COMBAVAS,0370,97411,97415,Saint-Paul,974,0,Maison,85.0,4,55.326082,-20.983731
2022-1626923,2022-01-10,Vente,150000.0,6,CHE DES CAILLES,0166,97480,97412,Saint-Joseph,974,0,Maison,120.0,5,55.667936,-21.341034
2022-1626924,2022-01-17,Vente,25000.0,162,RUE PETITE PLAINE,1152,97480,97412,Saint-Joseph,974,0,Maison,35.0,2,55.613848,-21.323488
2022-1626925,2022-01-28,Vente,52000.0,66,BD SAINT FRANCOIS,1261,97400,97411,Saint-Denis,974,1,Appartement,25.0,1,55.461449,-20.899575
2022-1626926,2022-01-28,Vente,225000.0,30,RUE DES GERANIUMS,0822,97440,97409,Saint-André,974,0,Maison,119.0,4,55.648936,-20.939116
2022-1626927,2022-01-28,Vente,310650.0,226,CHE COUTURIER,0570,97440,97409,Saint-André,974,0,Maison,27.0,5,55.622506,-20.956554
2022-1626927,2022-01-28,Vente,310650.0,228,CHE COUTURIER,0570,97440,97409,Saint-André,974,0,Maison,75.0,4,55.622442,-20.956537
2022-1626928,2022-01-12,Vente,455000.0,28,RUE DES ORGUES,1035,97424,97413,Saint-Leu,974,0,Maison,95.0,6,55.299021,-21.193821
2022-1626929,2022-01-12,Vente,416840.0,9,CHE MAURICE COURTIN,0236,97424,97413,Saint-Leu,974,0,Maison,105.0,5,55.309892,-21.196241
2022-1626930,2022-01-12,Vente,115500.0,35,RUE ALEXANDER FLEMING,0100,97430,97422,Le Tampon,974,1,Appartement,53.0,2,55.526874,-21.272305
2022-1626932,2022-01-12,Vente,520000.0,80,RTE DES JAMS-ROSATS,0632,97417,97411,Saint-Denis,974,0,Maison,81.0,5,55.410635,-20.912959
2022-1626932,2022-01-12,Vente,520000.0,80,RTE DES JAMS-ROSATS,0632,97417,97411,Saint-Denis,974,0,Maison,81.0,5,55.410635,-20.912959
2022-1626932,2022-01-12,Vente,520000.0,80,RTE DES JAMS-ROSATS,0632,97417,97411,Saint-Denis,974,0,Maison,81.0,5,55.410635,-20.912959
2022-1626933,2022-01-11,Vente,155000.0,12,RLE DE L'EGLISE  (ST PAUL),0513,97460,97415,Saint-Paul,974,0,Maison,65.0,3,55.268791,-21.013207
2022-1626934,2022-01-19,Vente,130000.0,66,BD SAINT FRANCOIS,1261,97400,97411,Saint-Denis,974,1,Appartement,63.0,3,55.461449,-20.899575
2022-1626935,2022-01-21,Vente,116000.0,7,ALL DES ZINNIAS,1513,97490,97411,Saint-Denis,974,1,Appartement,37.0,2,55.466209,-20.885327
2022-1626938,2022-01-20,Vente,235000.0,49,RUE DES ENGAGES,1866,97434,97415,Saint-Paul,974,1,Appartement,49.0,2,55.240143,-21.086493
2022-1626939,2022-01-13,Vente,43000.0,189,RUE JULES AUBER,0680,97400,97411,Saint-Denis,974,1,Appartement,18.0,1,55.455087,-20.885855
2022-1626940,2022-01-10,Vente,67000.0,378,RTE DE BOIS DE NEFLES,0211,97490,97411,Saint-Denis,974,1,Appartement,31.0,2,55.475025,-20.913819
2022-1626941,2022-01-13,Vente,133000.0,2059,CHE DU CENTRE,0430,97440,97409,Saint-André,974,0,Maison,94.0,4,55.662414,-20.951425
2022-1626942,2022-01-06,Vente,240000.0,39,BD DE LA PROVIDENCE,1160,97400,97411,Saint-Denis,974,1,Appartement,75.0,3,55.457457,-20.894321
2022-1626943,2022-01-31,Vente,336000.0,27,RUE AUGUSTE LANGLOIS,0025,97410,97416,Saint-Pierre,974,0,Maison,103.0,4,55.481625,-21.346503
2022-1626944,2022-01-26,Vente,440000.0,34,RUE DES MOULINS D AZUR,1543,97417,97411,Saint-Denis,974,0,Maison,122.0,5,55.409436,-20.883128
2022-1626945,2022-01-07,Vente,450000.0,64,RUE DE LA BAIE,0100,97460,97415,Saint-Paul,974,0,Maison,62.0,5,55.264492,-21.012024
2022-1626947,2022-01-27,Vente,331400.0,19,CHE ANCELLY,0017,97419,97408,La Possession,974,0,Maison,105.0,4,55.339629,-20.951855
2022-1626949,2022-01-11,Vente,50500.0,21,RUE LACROIX,0728,97490,97411,Saint-Denis,974,1,Appartement,36.0,1,55.483086,-20.897059
2022-1626950,2022-01-20,Vente,274250.0,114,RLE ESPARON,0700,97440,97409,Saint-André,974,0,Maison,121.0,5,55.663207,-20.945512
2022-1626951,2022-01-07,Vente,144000.0,18,CHE DES CHOKAS,0322,97490,97411,Saint-Denis,974,0,Maison,45.0,3,55.48715,-20.928167
2022-1626952,2022-01-21,Vente,211000.0,1589,CHE LAGOURGUE,1000,97440,97409,Saint-André,974,0,Maison,114.0,4,55.66169,-20.947365
2022-1626953,2022-01-11,Vente,520000.0,13,CHE DES CAPUCINES,0292,97417,97411,Saint-Denis,974,0,Maison,129.0,5,55.415576,-20.898672
