id_mutation.string(),date_mutation.date(2006-01-02),nature_mutation.string(),valeur_fonciere.double(),adresse_numero.int32(),adresse_nom_voie.string(),adresse_code_voie.string(),code_postal.int32(),code_commune.int32(),nom_commune.string(),code_departement.int32(),nombre_lots.int64(),type_local.string(),surface_reelle_bati.double(),nombre_pieces_principales.int32(),longitude.double(),latitude.double()
2020-1418448,2020-01-08,Vente,83000.0,5020,N 2 RIVIERE DES ROCHES,0442,97412,97402,Bras-Panon,974,1,Appartement,64.0,4,55.692708,-21.002425
2020-1418449,2020-01-07,Vente,880000.0,29,RUE DES NAUTILES,1029,97434,97415,Saint-Paul,974,1,Maison,161.0,4,55.249969,-21.10672
2020-1418450,2020-01-07,Vente,163300.0,9,RUE OMEGA,1854,97460,97415,Saint-Paul,974,1,Appartement,67.0,3,55.284205,-20.983935
2020-1418451,2020-01-02,Vente,148540.0,30,IMP DU CALVAIRE,0252,97434,97415,Saint-Paul,974,1,Appartement,39.0,2,55.22308,-21.050096
2020-1418452,2020-01-03,Vente,190000.0,25,LOT LES SALINES,A586,97434,97415,Saint-Paul,974,1,Maison,36.0,3,55.251116,-21.10547
2020-1418453,2020-01-08,Vente,67000.0,38,AV GEORGES BRASSENS - MOUFIA,0648,97490,97411,Saint-Denis,974,1,Appartement,35.0,2,55.480525,-20.901025
2020-1418454,2020-01-08,Vente,575000.0,54,ALL DES CITRINES,0332,97400,97411,Saint-Denis,974,0,Maison,163.0,7,55.44821,-20.902716
2020-1418455,2020-01-23,Vente,35000.0,16,ALL DES PRIMEVERES,1153,97490,97411,Saint-Denis,974,1,Appartement,24.0,1,55.487724,-20.910966
2020-1418456,2020-01-03,Vente,196324.62,1,RUE DES JADES,1845,97434,97415,Saint-Paul,974,1,Appartement,42.0,2,55.240868,-21.09145
2020-1418457,2020-01-23,Vente,75000.0,17,RTE LA RIVIERE DES PLUIES,1187,97490,97411,Saint-Denis,974,1,Appartement,40.0,2,55.501065,-20.900533
2020-1418458,2020-01-10,Vente,100000.0,18,CHE LEONEL BOYER,0227,97490,97411,Saint-Denis,974,1,Appartement,48.0,2,55.482614,-20.918595
2020-1418460,2020-01-20,Vente,355000.0,182,RUE JOSEPH HUBERT,1761,97435,97415,Saint-Paul,974,0,Maison,114.0,3,55.265848,-21.058436
2020-1418462,2020-01-13,Vente,42500.0,11,CHE DU CANAL URBAIN,0331,97441,97420,Sainte-Suzanne,974,1,Appartement,37.0,2,55.605494,-20.903918
2020-1418463,2020-01-09,Vente,235000.0,24,RUE MGR DE BEAUMONT,0920,97400,97411,Saint-Denis,974,2,Appartement,74.0,3,55.456108,-20.883626
2020-1418464,2020-01-15,Vente,1.0,57,RUE DES EUCALYPTUS,0190,97431,97406,La Plaine-des-Palmistes,974,0,Maison,65.0,4,55.631449,-21.140509
2020-1418465,2020-01-07,Vente,796000.0,20,RUE MIRAMIEL (ST G LES BAINS),1077,97434,97415,Saint-Paul,974,0,Maison,148.0,6,55.225774,-21.032122
2020-1418466,2020-01-17,Vente,980000.0,17,LIBERIA LES HAUTS,B051,97412,97402,Bras-Panon,974,0,Maison,120.0,4,55.659476,-21.008015
2020-1418466,2020-01-17,Vente,980000.0,17,LIBERIA LES HAUTS,B051,97412,97402,Bras-Panon,974,0,Maison,120.0,4,55.659476,-21.008015
2020-1418466,2020-01-17,Vente,980000.0,17,LIBERIA LES HAUTS,B051,97412,97402,Bras-Panon,974,0,Maison,120.0,4,55.659476,-21.008015
2020-1418466,2020-01-17,Vente,980000.0,17,LIBERIA LES HAUTS,B051,97412,97402,Bras-Panon,974,0,Maison,120.0,4,55.659476,-21.008015
2020-1418466,2020-01-17,Vente,980000.0,17,LIBERIA LES HAUTS,B051,97412,97402,Bras-Panon,974,0,Maison,120.0,4,55.659476,-21.008015
2020-1418468,2020-01-09,Vente,122000.0,9,AV DES COCOTIERS,0335,97400,97411,Saint-Denis,974,1,Local industriel. commercial ou assimilé,40.0,0,55.46216,-20.893416
2020-1418471,2020-01-08,Vente,74000.0,140,RUE DE CAMBUSTON,0390,97440,97409,Saint-André,974,1,Appartement,58.0,3,55.642868,-20.932604
2020-1418472,2020-01-17,Vente,145000.0,27,BD DU MAHATMA GANDHI,1476,97490,97411,Saint-Denis,974,1,Appartement,63.0,3,55.483617,-20.908178
2020-1418473,2020-01-21,Vente,270500.0,73,CHE DES NIAOULIS,0547,97400,97411,Saint-Denis,974,0,Maison,111.0,5,55.460522,-20.923515
2020-1418474,2020-01-15,Vente,252020.0,15,RUE JEAN TRESARRICQ,0777,97441,97420,Sainte-Suzanne,974,0,Maison,87.0,4,55.642382,-20.936043
2020-1418475,2020-01-21,Vente,41500.0,8,RUE ANTOINE ROUSSIN,0357,97438,97418,Sainte-Marie,974,1,Appartement,36.0,2,55.555542,-20.899766
2020-1418476,2020-01-15,Vente,1.0,37,RUE DES EUCALYPTUS,0190,97431,97406,La Plaine-des-Palmistes,974,0,Maison,69.0,4,55.632442,-21.139663
2020-1418477,2020-01-24,Vente en l'état futur d'achèvement,183300.0,294,RTE DE BOIS DE NEFLES,0211,97490,97411,Saint-Denis,974,1,Appartement,37.0,2,55.476101,-20.907636
2020-1418480,2020-01-13,Vente,580400.0,4,RUE CENTAURE,2016,97434,97415,Saint-Paul,974,0,Maison,136.0,5,55.231536,-21.059831
2020-1418481,2020-01-10,Vente,143000.0,8,RUE OMEGA,1854,97460,97415,Saint-Paul,974,1,Appartement,53.0,2,55.283674,-20.983793
2020-1418482,2020-01-09,Vente,545000.0,80,RUE DE LA BAIE,0100,97460,97415,Saint-Paul,974,0,Maison,42.0,3,55.263356,-21.012741
2020-1418483,2020-01-06,Vente,43846.15,152,RUE JEAN CHATEL,0650,97400,97411,Saint-Denis,974,1,Appartement,62.0,2,55.452042,-20.885282
2020-1418484,2020-01-07,Vente,225000.0,13,CHE CAFE,0065,97419,97408,La Possession,974,0,Maison,62.0,4,55.342036,-20.953371
2020-1418485,2020-01-06,Vente,250000.0,49,CHE MERA,0985,97435,97415,Saint-Paul,974,1,Maison,100.0,4,55.291622,-21.070526
2020-1418486,2020-01-09,Vente,59663.1,25,RUE PION D'INDE,1879,97460,97415,Saint-Paul,974,0,Maison,60.0,2,55.285277,-21.026236
2020-1418487,2020-01-06,Vente,210000.0,22,RUE DES JATTES,0789,97411,97415,Saint-Paul,974,0,Maison,80.0,3,55.322278,-20.980528
2020-1418490,2020-01-21,Vente,19513.47,49,RUE DES EUCALYPTUS,0190,97431,97406,La Plaine-des-Palmistes,974,0,Maison,85.0,3,55.631808,-21.140106
2020-1418491,2020-01-10,Vente,210000.0,31,LOT DU CAP       (STE ANNE),A199,97437,97410,Saint-Benoît,974,0,Maison,124.0,6,55.733097,-21.070152
2020-1418492,2020-01-16,Vente,153000.0,20,CHE DU CAP NOIR,0080,97419,97408,La Possession,974,0,Maison,94.0,4,55.386572,-20.985481
2020-1418493,2020-01-10,Vente,149580.0,91,RTE DES AZALEES,0127,97400,97411,Saint-Denis,974,0,Maison,73.0,4,55.438887,-20.924884
2020-1418493,2020-01-10,Vente,149580.0,91,RTE DES AZALEES,0127,97400,97411,Saint-Denis,974,0,Maison,73.0,4,55.438887,-20.924884
2020-1418494,2020-01-09,Vente,13759.54,13,RUE DU CANAL DU BERNICA,0262,97460,97415,Saint-Paul,974,0,Maison,55.0,4,55.285756,-20.994143
2020-1418495,2020-01-09,Vente,53866.63,19,RUE DES CARAMBOLES,0268,97411,97415,Saint-Paul,974,0,Maison,73.0,5,55.320476,-20.980292
2020-1418496,2020-01-14,Vente,637496.0,39,RUE DES JADES,1845,97434,97415,Saint-Paul,974,0,Maison,110.0,5,55.241308,-21.090138
2020-1418497,2020-01-06,Vente,280000.0,37,RUE MAURICE THOREZ,0257,97419,97408,La Possession,974,0,Maison,79.0,4,55.34627,-20.961316
2020-1418501,2020-01-14,Vente,275100.0,32,RUE D APRES,0100,97400,97411,Saint-Denis,974,1,Appartement,102.0,5,55.458277,-20.887298
2020-1418504,2020-01-24,Vente,310900.0,17,CHE DU BOEUF MORT,0049,97419,97408,La Possession,974,0,Maison,140.0,5,55.336965,-20.939792
2020-1418505,2020-01-20,Vente,146900.0,108,RUE SAINTE MARIE,1320,97400,97411,Saint-Denis,974,1,Appartement,65.0,3,55.456051,-20.882531
2020-1418509,2020-01-09,Vente,46507.65,12,RUE DES BEGONIAS,0155,97423,97415,Saint-Paul,974,0,Maison,55.0,4,55.311002,-21.036943
2020-1418511,2020-01-13,Vente,230000.0,1083,ROC SUD,1683,97440,97409,Saint-André,974,0,Maison,87.0,4,55.648959,-20.975635
2020-1418512,2020-01-10,Vente,2000000.0,6,RUE PIERRE AUBERT,1088,97490,97411,Saint-Denis,974,0,Local industriel. commercial ou assimilé,960.0,0,55.496416,-20.893781
2020-1418513,2020-01-15,Vente,65500.0,75,RUE AMIRAL BOUVET,0530,97470,97410,Saint-Benoît,974,1,Appartement,56.0,3,55.720528,-21.036853
2020-1418514,2020-01-24,Vente,75000.0,11,CHE DU CANAL URBAIN,0331,97441,97420,Sainte-Suzanne,974,1,Appartement,57.0,3,55.605494,-20.903918
2020-1418515,2020-01-03,Vente,70000.0,70,RTE DES BOUGAINVILLEES   LA MT,0215,97417,97411,Saint-Denis,974,0,Maison,50.0,5,55.41674,-20.899353
2020-1418515,2020-01-03,Vente,70000.0,70,RTE DES BOUGAINVILLEES   LA MT,0215,97417,97411,Saint-Denis,974,0,Maison,51.0,3,55.41674,-20.899353
2020-1418517,2020-01-03,Vente,56000.0,75,RUE DE LA CLINIQUE,0341,97490,97411,Saint-Denis,974,1,Appartement,24.0,1,55.478297,-20.899658
2020-1418518,2020-01-06,Vente,1350000.0,197,RUE ANDROPOLIS,0047,97440,97409,Saint-André,974,0,Local industriel. commercial ou assimilé,194.0,0,55.662498,-20.96243
2020-1418518,2020-01-06,Vente,1350000.0,197,RUE ANDROPOLIS,0047,97440,97409,Saint-André,974,0,Local industriel. commercial ou assimilé,376.0,0,55.662498,-20.96243
2020-1418518,2020-01-06,Vente,1350000.0,197,RUE ANDROPOLIS,0047,97440,97409,Saint-André,974,0,Local industriel. commercial ou assimilé,100.0,0,55.662498,-20.96243
2020-1418519,2020-01-13,Vente,137100.0,9,RUE DE LORRAINE,0780,97400,97411,Saint-Denis,974,1,Appartement,63.0,2,55.462046,-20.885486
2020-1418520,2020-01-07,Vente,135000.0,116,CHE DE L ABONDANCE,0130,97470,97410,Saint-Benoît,974,0,Maison,103.0,5,55.669213,-21.035992
2020-1418521,2020-01-02,Vente,130700.0,7,CHE HUBERT GRONDIN,0053,97438,97418,Sainte-Marie,974,0,Maison,117.0,4,55.529687,-20.93898
2020-1418522,2020-01-04,Vente,455000.0,27,ALL DES MYOSOTIS      CAMELIAS,0982,97400,97411,Saint-Denis,974,0,Maison,143.0,6,55.45944,-20.905282
2020-1418522,2020-01-04,Vente,455000.0,27,ALL DES MYOSOTIS      CAMELIAS,0982,97400,97411,Saint-Denis,974,0,Maison,179.0,7,55.45944,-20.905282
2020-1418522,2020-01-04,Vente,455000.0,27,ALL DES MYOSOTIS      CAMELIAS,0982,97400,97411,Saint-Denis,974,0,Maison,39.0,2,55.45944,-20.905282
2020-1418523,2020-01-13,Vente,160000.0,28,CHE DU BOIS DE NATTE,0192,97490,97411,Saint-Denis,974,1,Appartement,66.0,3,55.473293,-20.913916
2020-1418525,2020-01-15,Vente,370000.0,60,RTE DES GOYAVIERS       LA MTA,0591,97417,97411,Saint-Denis,974,0,Maison,120.0,5,55.416163,-20.905461
2020-1418525,2020-01-15,Vente,370000.0,60,RTE DES GOYAVIERS       LA MTA,0591,97417,97411,Saint-Denis,974,0,Maison,120.0,5,55.416163,-20.905461
2020-1418526,2020-01-14,Vente,100000.0,7,ALL DES FOULARDS,0011,97438,97418,Sainte-Marie,974,0,Maison,60.0,4,55.548531,-20.924221
2020-1418526,2020-01-14,Vente,100000.0,7,ALL DES FOULARDS,0011,97438,97418,Sainte-Marie,974,0,Maison,17.0,1,55.548531,-20.924221
2020-1418527,2020-01-15,Vente,45000.0,12,ROC DE L OASIS,1194,97400,97411,Saint-Denis,974,1,Appartement,27.0,1,55.465635,-20.89819
2020-1418530,2020-01-28,Vente,170000.0,145,CHE DE LA POUDRIERE,1203,97460,97415,Saint-Paul,974,1,Appartement,71.0,3,55.285998,-21.018027
2020-1418531,2020-01-10,Vente,52000.0,12,RUE DU MAINE,0806,97490,97411,Saint-Denis,974,1,Appartement,27.0,1,55.49054,-20.902613
2020-1418532,2020-01-09,Vente,7000.0,33,RUE DES GOYAVIERS,0234,97441,97420,Sainte-Suzanne,974,0,Maison,60.0,2,55.584081,-20.971684
2020-1418532,2020-01-09,Vente,7000.0,33,RUE DES GOYAVIERS,0234,97441,97420,Sainte-Suzanne,974,0,Maison,60.0,2,55.584081,-20.971684
2020-1418533,2020-01-31,Vente,184000.0,52,RUE RAYMOND MONDON,0328,97419,97408,La Possession,974,1,Appartement,88.0,4,55.342348,-20.924526
2020-1418534,2020-01-29,Vente,200000.0,30,RUE DES MOUETTES,1022,97434,97415,Saint-Paul,974,1,Appartement,50.0,3,55.234235,-21.093326
2020-1418535,2020-01-07,Vente,350000.0,96,RUE DES MOUETTES,1022,97434,97415,Saint-Paul,974,1,Maison,90.0,3,55.236487,-21.09495
2020-1418536,2020-01-06,Vente,428385.0,11,RUE DES MUSCADIERS,0465,97419,97408,La Possession,974,0,Maison,108.0,4,55.351148,-20.926678
2020-1418539,2020-01-22,Vente,240000.0,15,RUE DE L'HORIZON,0409,97438,97418,Sainte-Marie,974,0,Maison,153.0,6,55.529022,-20.922907
2020-1418540,2020-01-24,Vente,292550.0,47,CHE DE LA VIGIE,1463,97417,97411,Saint-Denis,974,0,Maison,100.0,5,55.428836,-20.886973
2020-1418541,2020-01-24,Vente,210000.0,440,ALL PALISSADE,1406,97440,97409,Saint-André,974,0,Maison,73.0,4,55.676248,-20.95522
2020-1418543,2020-01-29,Vente,42500.0,16,ALL DES PRIMEVERES,1153,97490,97411,Saint-Denis,974,1,Appartement,21.0,1,55.487724,-20.910966
2020-1418544,2020-01-30,Vente,36000.0,4,RUE GASTON  DEFFERRE,0688,97490,97411,Saint-Denis,974,1,Appartement,25.0,2,55.481413,-20.900616
2020-1418545,2020-01-09,Vente,99000.0,44,RUE JEAN JAURES,0207,97419,97408,La Possession,974,0,Maison,71.0,3,55.333612,-20.935043
2020-1418546,2020-01-28,Vente,130000.0,66,BD SAINT FRANCOIS,1261,97400,97411,Saint-Denis,974,1,Appartement,66.0,3,55.461449,-20.899575
2020-1418550,2020-01-24,Vente,270000.0,15,RUE NELSON MANDELA,0457,97419,97408,La Possession,974,0,Maison,124.0,6,55.326103,-20.963446
2020-1418551,2020-01-28,Vente,40000.0,66,BD SAINT FRANCOIS,1261,97400,97411,Saint-Denis,974,1,Appartement,25.0,1,55.461449,-20.899575
2020-1418552,2020-01-15,Vente,155000.0,101,RTE N  2 BOURBIER LES BAS,0471,97470,97410,Saint-Benoît,974,1,Maison,83.0,4,55.705299,-21.027143
2020-1418553,2020-01-10,Vente,35000.0,6,RUE DES FOUCHEROLLES,0545,97490,97411,Saint-Denis,974,1,Appartement,17.0,1,55.492201,-20.899512
2020-1418554,2020-01-31,Vente,230000.0,18,RUE EMMANUEL TEXER,0173,97419,97408,La Possession,974,0,Maison,62.0,4,55.335678,-20.927682
2020-1418555,2020-01-27,Vente,318000.0,8,RUE DENIS DIDEROT,0155,97419,97408,La Possession,974,0,Maison,75.0,4,55.34754,-20.958927
2020-1418556,2020-01-21,Vente,335000.0,104,RUE MARDE MOUTOU MINATCHY,1233,97420,97407,Le Port,974,0,Maison,134.0,5,55.317705,-20.956332
2020-1418557,2020-01-21,Vente,44500.0,25,RUE PAPANGUE,1056,97490,97411,Saint-Denis,974,1,Appartement,27.0,1,55.479499,-20.888759
2020-1418558,2020-01-20,Vente,147000.0,30,CHE DES FLEURS,0541,97490,97411,Saint-Denis,974,3,Appartement,61.0,3,55.495121,-20.920084
2020-1418559,2020-01-31,Vente,96000.0,129,CHE DU BOIS DE CAMPHRE,0204,97490,97411,Saint-Denis,974,0,Maison,94.0,4,55.4784,-20.927401
2020-1418562,2020-02-06,Vente,165000.0,8,RUE MAHATMA GANDHI,0247,97419,97408,La Possession,974,2,Local industriel. commercial ou assimilé,70.0,0,55.32271,-20.958588
2020-1418564,2020-01-31,Vente,120000.0,60,CHE DU PITON TRESOR,1115,97417,97411,Saint-Denis,974,1,Appartement,64.0,3,55.430845,-20.89621
2020-1418565,2020-01-10,Vente en l'état futur d'achèvement,204000.0,36,RUE DE LA HUPPE,2009,97411,97415,Saint-Paul,974,1,Appartement,40.0,2,55.319295,-20.983295
2020-1418566,2020-01-30,Vente,170500.0,69,RUE DE LA COLLINE    CMLIAS 2,0346,97400,97411,Saint-Denis,974,1,Appartement,66.0,3,55.460154,-20.903222
2020-1418567,2020-01-10,Vente,80000.0,87,RUE DES LIMITES,0371,97412,97402,Bras-Panon,974,0,Maison,86.0,4,55.67821,-20.999302
2020-1418568,2020-01-31,Vente,357650.0,8,RUE DU CHATEAU D EAU,0088,97419,97408,La Possession,974,0,Maison,45.0,3,55.343161,-20.953039
2020-1418569,2020-01-30,Vente,155000.0,66,BD SAINT FRANCOIS,1261,97400,97411,Saint-Denis,974,1,Appartement,83.0,4,55.461449,-20.899575
2020-1418570,2020-01-10,Vente,60000.0,129,RUE ELISA,0162,97438,97418,Sainte-Marie,974,0,Local industriel. commercial ou assimilé,88.0,0,55.548956,-20.926794
2020-1418574,2020-01-17,Vente,325000.0,4,ALL DES GRENADINES,0077,97438,97418,Sainte-Marie,974,0,Maison,119.0,4,55.524913,-20.930325
2020-1418577,2020-01-29,Vente,86000.0,135,RUE SAINTE MARIE,1320,97400,97411,Saint-Denis,974,1,Appartement,39.0,2,55.459828,-20.883043
2020-1418579,2020-01-24,Vente,40000.0,118,CHE DE BOIS ROUGE,0197,97490,97411,Saint-Denis,974,1,Appartement,21.0,1,55.488586,-20.924518
2020-1418580,2020-01-29,Vente,44500.0,215,BD JEAN  JAURES,0692,97490,97411,Saint-Denis,974,1,Appartement,21.0,1,55.478972,-20.898884
2020-1418581,2020-01-17,Vente,125000.0,32,RUE LEON DIERX,0758,97400,97411,Saint-Denis,974,1,Appartement,57.0,2,55.45909,-20.891158
2020-1418582,2020-02-07,Vente,410000.0,136,RUE LEOPOLD RAMBAUD,0761,97490,97411,Saint-Denis,974,0,Maison,205.0,7,55.482805,-20.886754
2020-1418584,2020-01-31,Vente,55000.0,37,RUE MONTREUIL,0970,97400,97411,Saint-Denis,974,1,Appartement,19.0,1,55.456912,-20.884657
2020-1418587,2020-01-20,Vente,220000.0,73,IMP ARMAND LEBEAU,0934,97470,97410,Saint-Benoît,974,0,Maison,97.0,4,55.686644,-21.030277
2020-1418589,2020-01-10,Vente,325000.0,15,RUE DES AJONCS,0037,97400,97411,Saint-Denis,974,0,Maison,120.0,6,55.457903,-20.899043
2020-1418590,2020-01-16,Vente,280000.0,20,RUE DE LA MARINE,0980,97460,97415,Saint-Paul,974,0,Maison,112.0,4,55.286746,-20.981331
2020-1418593,2020-01-24,Vente,388000.0,1,RUE DE LA FERMETTE,0262,97438,97418,Sainte-Marie,974,0,Maison,93.0,4,55.54473,-20.929863
2020-1418594,2020-01-16,Vente,626000.0,2,RUE DU GRAND LARGE,0713,97434,97415,Saint-Paul,974,0,Maison,100.0,4,55.225089,-21.047833
2020-1418596,2020-01-20,Vente,472500.0,1,RUE DES AGRUMES,0027,97411,97415,Saint-Paul,974,0,Maison,145.0,4,55.321631,-20.984809
2020-1418597,2020-01-29,Vente,385000.0,143,ALL DES TOPAZES,1397,97400,97411,Saint-Denis,974,0,Maison,143.0,5,55.443951,-20.901012
2020-1418598,2020-01-14,Vente,148000.0,75,RUE DE LA CONVENANCE,0093,97438,97418,Sainte-Marie,974,0,Maison,84.0,4,55.564439,-20.895431
2020-1418599,2020-01-17,Vente,313000.0,5,RUE DE L'HORIZON,0409,97438,97418,Sainte-Marie,974,0,Maison,89.0,5,55.530809,-20.923048
2020-1418601,2020-02-10,Vente,42950.0,5,RUE DES GOYAVES      STE CLOTI,0573,97490,97411,Saint-Denis,974,1,Appartement,19.0,1,55.484262,-20.894156
2020-1418602,2020-01-21,Vente,407805.0,10,IMP DES RAISINS,1703,97411,97415,Saint-Paul,974,0,Maison,121.0,4,55.329522,-20.978861
2020-1418603,2020-01-24,Vente,59000.0,193,AV EUDOXIE NONGE,0516,97490,97411,Saint-Denis,974,1,Appartement,31.0,1,55.494623,-20.899706
2020-1418604,2020-02-06,Vente,91000.0,107,RTE DE BOIS DE NEFLES,0211,97490,97411,Saint-Denis,974,1,Appartement,45.0,2,55.475693,-20.899271
2020-1418605,2020-01-23,Vente,125590.0,10,TSSE DE BOUCAN CANOT,A613,97434,97415,Saint-Paul,974,1,Appartement,40.0,1,55.227539,-21.031644
2020-1418606,2020-01-20,Vente,145000.0,8,RUE DES GLAIEULS,0689,97435,97415,Saint-Paul,974,0,Maison,50.0,3,55.260728,-21.059458
2020-1418608,2020-01-22,Vente,549150.0,15,RUE DES CEDRATS,0294,97411,97415,Saint-Paul,974,0,Maison,115.0,4,55.320526,-20.985301
2020-1418609,2020-01-15,Vente,49650.0,53,CHE DES PECHERS,1094,97490,97411,Saint-Denis,974,1,Appartement,31.0,1,55.477392,-20.911613
2020-1418610,2020-01-17,Vente,122000.0,5,RUE MAURICE RAVEL,0863,97490,97411,Saint-Denis,974,1,Appartement,64.0,3,55.481599,-20.890608
2020-1418611,2020-01-16,Vente,383000.0,56,RUE DES CONSTELLATIONS,0134,97419,97408,La Possession,974,0,Maison,108.0,4,55.336694,-20.941698
2020-1418612,2020-01-14,Vente,321000.0,3,CHE LAW WA,0862,97423,97415,Saint-Paul,974,0,Maison,100.0,5,55.297499,-21.036327
2020-1418614,2020-01-16,Vente,130000.0,21,RUE LACROIX,0728,97490,97411,Saint-Denis,974,1,Appartement,67.0,3,55.483086,-20.897059
2020-1418615,2020-02-04,Vente,128641.0,2,RUE MARCELLE VINKA,0577,97419,97408,La Possession,974,1,Appartement,76.0,3,55.333422,-20.936553
2020-1418616,2020-01-16,Vente,160000.0,79,AV DE LA CROIX DU SUD,0425,97434,97415,Saint-Paul,974,1,Appartement,43.0,2,55.228655,-21.061391
2020-1418617,2020-02-05,Vente,310000.0,4,IMP DES DODOS,0164,97419,97408,La Possession,974,0,Maison,139.0,4,55.362967,-20.926116
2020-1418620,2020-01-31,Vente,1103000.0,20,RUE JOSEPH BEDIER,0966,97440,97409,Saint-André,974,0,Local industriel. commercial ou assimilé,112.0,0,55.649275,-20.956935
2020-1418620,2020-01-31,Vente,1103000.0,20,RUE JOSEPH BEDIER,0966,97440,97409,Saint-André,974,0,Local industriel. commercial ou assimilé,68.0,0,55.649275,-20.956935
2020-1418620,2020-01-31,Vente,1103000.0,20,RUE JOSEPH BEDIER,0966,97440,97409,Saint-André,974,0,Local industriel. commercial ou assimilé,540.0,0,55.649275,-20.956935
2020-1418620,2020-01-31,Vente,1103000.0,20,RUE JOSEPH BEDIER,0966,97440,97409,Saint-André,974,0,Local industriel. commercial ou assimilé,58.0,0,55.649275,-20.956935
2020-1418620,2020-01-31,Vente,1103000.0,20,RUE JOSEPH BEDIER,0966,97440,97409,Saint-André,974,0,Local industriel. commercial ou assimilé,21.0,0,55.649275,-20.956935
2020-1418620,2020-01-31,Vente,1103000.0,20,RUE JOSEPH BEDIER,0966,97440,97409,Saint-André,974,0,Local industriel. commercial ou assimilé,68.0,0,55.649275,-20.956935
2020-1418622,2020-01-10,Vente,121000.0,9033,LOT LES TERRASSES DE MONTGAILL,A387,97400,97411,Saint-Denis,974,1,Appartement,43.0,2,55.46767,-20.901406
2020-1418623,2020-01-15,Vente,173500.0,18,RUE ALEXIS DE VILLENEUVE,0040,97400,97411,Saint-Denis,974,1,Appartement,43.0,1,55.448979,-20.877694
2020-1418623,2020-01-15,Vente,173500.0,18,RUE ALEXIS DE VILLENEUVE,0040,97400,97411,Saint-Denis,974,1,Appartement,12.0,1,55.448979,-20.877694
2020-1418625,2020-02-01,Vente,477000.0,2,RUE DE CORSE,0409,97460,97415,Saint-Paul,974,0,Maison,123.0,5,55.27436,-21.028376
2020-1418626,2020-01-14,Vente,83974.0,118,CHE DE BOIS ROUGE,0197,97490,97411,Saint-Denis,974,1,Appartement,58.0,3,55.488994,-20.924369
